pollutant,run,level,participant_id,replicate,mean_value,sd_value
co,corrida_3,4-μmol/mol,part_3,4,4.018,0.012
co,corrida_3,4-μmol/mol,part_3,4,4.027,0.01
co,corrida_3,4-μmol/mol,ref,1,4.025,0.013
co,corrida_3,4-μmol/mol,ref,1,4.022,0.012
co,corrida_3,4-μmol/mol,ref,1,4.022,0.014
co,corrida_4,6-μmol/mol,part_1,2,6.069,0.014
co,corrida_4,6-μmol/mol,part_1,2,6.067,0.015
co,corrida_4,6-μmol/mol,part_1,2,6.071,0.011
co,corrida_4,6-μmol/mol,part_2,3,6.075,0.016
co,corrida_4,6-μmol/mol,part_2,3,6.069,0.012
co,corrida_4,6-μmol/mol,part_2,3,6.075,0.013
co,corrida_4,6-μmol/mol,part_3,4,6.078,0.012
co,corrida_4,6-μmol/mol,part_3,4,6.069,0.014
co,corrida_4,6-μmol/mol,part_3,4,6.077,0.012
co,corrida_4,6-μmol/mol,ref,1,6.076,0.012
co,corrida_4,6-μmol/mol,ref,1,6.075,0.013
co,corrida_4,6-μmol/mol,ref,1,6.063,0.013
co,corrida_5,8-μmol/mol,part_1,2,8.03,0.06
co,corrida_5,8-μmol/mol,part_1,2,8.027,0.06
co,corrida_5,8-μmol/mol,part_1,2,8.015,0.056
co,corrida_5,8-μmol/mol,part_2,3,8.046,0.064
co,corrida_5,8-μmol/mol,part_2,3,8.05,0.059
co,corrida_5,8-μmol/mol,part_2,3,8.016,0.055
co,corrida_5,8-μmol/mol,part_3,4,8.029,0.056
co,corrida_5,8-μmol/mol,part_3,4,8.017,0.059
co,corrida_5,8-μmol/mol,part_3,4,8.072,0.054
co,corrida_5,8-μmol/mol,ref,1,8.075,0.055
co,corrida_5,8-μmol/mol,ref,1,8.014,0.054
co,corrida_5,8-μmol/mol,ref,1,8.031,0.058
no,corrida_1,0-nmol/mol,part_1,2,0.563,0.148
no,corrida_1,0-nmol/mol,part_1,2,0.577,0.131
no,corrida_1,0-nmol/mol,part_1,2,0.554,0.171
no,corrida_1,0-nmol/mol,part_2,3,0.515,0.108
no,corrida_1,0-nmol/mol,part_2,3,0.594,0.144
no,corrida_1,0-nmol/mol,part_2,3,0.516,0.111
no,corrida_1,0-nmol/mol,part_3,4,0.529,0.108
no,corrida_1,0-nmol/mol,part_3,4,0.539,0.11
no,corrida_1,0-nmol/mol,part_3,4,0.55,0.126
no,corrida_1,0-nmol/mol,ref,1,0.543,0.127
no,corrida_1,0-nmol/mol,ref,1,0.552,0.145
no,corrida_1,0-nmol/mol,ref,1,0.566,0.119
no,corrida_2,121-nmol/mol,part_1,2,120.411,0.083
no,corrida_2,121-nmol/mol,part_1,2,120.335,0.05
no,corrida_2,121-nmol/mol,part_1,2,120.345,0.049
no,corrida_2,121-nmol/mol,part_2,3,120.332,0.114
no,corrida_2,121-nmol/mol,part_2,3,120.328,0.077
no,corrida_2,121-nmol/mol,part_2,3,120.368,0.046
no,corrida_2,121-nmol/mol,part_3,4,120.385,0.059
no,corrida_2,121-nmol/mol,part_3,4,120.333,0.044
no,corrida_2,121-nmol/mol,part_3,4,120.365,0.077
no,corrida_2,121-nmol/mol,ref,1,120.332,0.073
no,corrida_2,121-nmol/mol,ref,1,120.387,0.046
no,corrida_2,121-nmol/mol,ref,1,120.35,0.064
no,corrida_3,122-nmol/mol,part_1,2,40.752,0.041
no,corrida_3,122-nmol/mol,part_1,2,40.742,0.036
no,corrida_3,122-nmol/mol,part_1,2,40.726,0.054
no,corrida_3,122-nmol/mol,part_2,3,40.737,0.064
no,corrida_3,122-nmol/mol,part_2,3,40.7,0.035
no,corrida_3,122-nmol/mol,part_2,3,40.73,0.052
no,corrida_3,122-nmol/mol,part_3,4,40.741,0.04
no,corrida_3,122-nmol/mol,part_3,4,40.74,0.052
no,corrida_3,122-nmol/mol,part_3,4,40.748,0.066
no,corrida_3,122-nmol/mol,ref,1,40.753,0.057
no,corrida_3,122-nmol/mol,ref,1,40.763,0.048
no,corrida_3,122-nmol/mol,ref,1,40.715,0.044
no,corrida_4,180-nmol/mol,part_1,2,182.262,0.294
no,corrida_4,180-nmol/mol,part_1,2,182.334,0.24
no,corrida_4,180-nmol/mol,part_1,2,182.211,0.263
no,corrida_4,180-nmol/mol,part_2,3,182.359,0.263
no,corrida_4,180-nmol/mol,part_2,3,182.252,0.238
no,corrida_4,180-nmol/mol,part_2,3,182.357,0.202
no,corrida_4,180-nmol/mol,part_3,4,182.191,0.223
no,corrida_4,180-nmol/mol,part_3,4,182.183,0.245
no,corrida_4,180-nmol/mol,part_3,4,182.343,0.239
no,corrida_4,180-nmol/mol,ref,1,182.231,0.203
no,corrida_4,180-nmol/mol,ref,1,182.133,0.25
no,corrida_4,180-nmol/mol,ref,1,182.356,0.209
no,corrida_5,181-nmol/mol,part_1,2,180.206,0.104
no,corrida_5,181-nmol/mol,part_1,2,180.23,0.107
no,corrida_5,181-nmol/mol,part_1,2,180.174,0.063
no,corrida_5,181-nmol/mol,part_2,3,180.232,0.057
no,corrida_5,181-nmol/mol,part_2,3,180.222,0.064
no,corrida_5,181-nmol/mol,part_2,3,180.212,0.074
no,corrida_5,181-nmol/mol,part_3,4,180.198,0.073
no,corrida_5,181-nmol/mol,part_3,4,180.199,0.049
no,corrida_5,181-nmol/mol,part_3,4,180.253,0.068
no,corrida_5,181-nmol/mol,ref,1,180.178,0.085
no,corrida_5,181-nmol/mol,ref,1,180.204,0.107
no,corrida_5,181-nmol/mol,ref,1,180.213,0.073
no,,182-nmol/mol,part_1,2,75.911,0.248
no,,182-nmol/mol,part_1,2,75.945,0.271
no,,182-nmol/mol,part_1,2,76.014,0.426
no,,182-nmol/mol,part_2,3,75.897,0.288
no,,182-nmol/mol,part_2,3,76.185,0.407
no,,182-nmol/mol,part_2,3,76.145,0.206
no,,182-nmol/mol,part_3,4,76.139,0.27
no,,182-nmol/mol,part_3,4,75.947,0.391
no,,182-nmol/mol,part_3,4,76.039,0.31
no,,182-nmol/mol,ref,1,75.933,0.497
no,,182-nmol/mol,ref,1,76.083,0.216
no,,182-nmol/mol,ref,1,76.008,0.36
no,,42-nmol/mol,part_1,2,24.71,1.335
no,,42-nmol/mol,part_1,2,25.047,1.322
no,,42-nmol/mol,part_1,2,24.556,0.879
no,,42-nmol/mol,part_2,3,24.952,0.687
no,,42-nmol/mol,part_2,3,25.106,1.021
no,,42-nmol/mol,part_2,3,24.987,1.048
no,,42-nmol/mol,part_3,4,24.99,1.019
no,,42-nmol/mol,part_3,4,24.812,0.807
no,,42-nmol/mol,part_3,4,24.844,1.284
no,,42-nmol/mol,ref,1,24.791,0.915
no,,42-nmol/mol,ref,1,24.808,1.394
no,,42-nmol/mol,ref,1,25.39,1.16
no,,81-nmol/mol,part_1,2,80.676,0.046
no,,81-nmol/mol,part_1,2,80.666,0.031
no,,81-nmol/mol,part_1,2,80.689,0.035
no,,81-nmol/mol,part_2,3,80.678,0.051
no,,81-nmol/mol,part_2,3,80.665,0.047
no,,81-nmol/mol,part_2,3,80.698,0.025
no,,81-nmol/mol,part_3,4,80.685,0.052
no,,81-nmol/mol,part_3,4,80.673,0.025
no,,81-nmol/mol,part_3,4,80.694,0.03
no,,81-nmol/mol,ref,1,80.675,0.048
no,,81-nmol/mol,ref,1,80.697,0.032
no,,81-nmol/mol,ref,1,80.7,0.037
no,,82-nmol/mol,part_1,2,25.732,0.083
no,,82-nmol/mol,part_1,2,25.683,0.089
no,,82-nmol/mol,part_1,2,25.615,0.078
no,,82-nmol/mol,part_2,3,25.713,0.072
no,,82-nmol/mol,part_2,3,25.748,0.093
no,,82-nmol/mol,part_2,3,25.688,0.031
no,,82-nmol/mol,part_3,4,25.695,0.07
no,,82-nmol/mol,part_3,4,25.644,0.039
no,,82-nmol/mol,part_3,4,25.703,0.062
no,,82-nmol/mol,ref,1,25.753,0.084
no,,82-nmol/mol,ref,1,25.664,0.087
no,,82-nmol/mol,ref,1,25.73,0.101
no2,corrida_1,0-nmol/mol,part_1,2,0.096,0.183
no2,corrida_1,0-nmol/mol,part_1,2,0.176,0.166
no2,corrida_1,0-nmol/mol,part_1,2,0.074,0.182
no2,corrida_1,0-nmol/mol,part_2,3,0.17,0.187
no2,corrida_1,0-nmol/mol,part_2,3,0.148,0.177
no2,corrida_1,0-nmol/mol,part_2,3,0.068,0.18
no2,corrida_1,0-nmol/mol,part_3,4,0.163,0.223
no2,corrida_1,0-nmol/mol,part_3,4,0.14,0.139
no2,corrida_1,0-nmol/mol,part_3,4,0.079,0.178
no2,corrida_1,0-nmol/mol,ref,1,0.128,0.221
no2,corrida_1,0-nmol/mol,ref,1,0.182,0.167
no2,corrida_1,0-nmol/mol,ref,1,0.188,0.184
no2,corrida_2,120-nmol/mol,part_1,2,123.034,0.387
no2,corrida_2,120-nmol/mol,part_1,2,123.012,0.365
no2,corrida_2,120-nmol/mol,part_1,2,123.11,0.477
no2,corrida_2,120-nmol/mol,part_2,3,122.994,0.352
no2,corrida_2,120-nmol/mol,part_2,3,122.967,0.289
no2,corrida_2,120-nmol/mol,part_2,3,122.989,0.372
no2,corrida_2,120-nmol/mol,part_3,4,122.743,0.313
no2,corrida_2,120-nmol/mol,part_3,4,122.978,0.386
no2,corrida_2,120-nmol/mol,part_3,4,122.912,0.381
no2,corrida_2,120-nmol/mol,ref,1,122.931,0.507
no2,corrida_2,120-nmol/mol,ref,1,122.912,0.222
no2,corrida_2,120-nmol/mol,ref,1,122.871,0.377
no2,corrida_3,30-nmol/mol,part_1,2,32.921,0.033
no2,corrida_3,30-nmol/mol,part_1,2,32.928,0.036
no2,corrida_3,30-nmol/mol,part_1,2,32.917,0.028
no2,corrida_3,30-nmol/mol,part_2,3,32.93,0.031
no2,corrida_3,30-nmol/mol,part_2,3,32.892,0.046
no2,corrida_3,30-nmol/mol,part_2,3,32.917,0.017
no2,corrida_3,30-nmol/mol,part_3,4,32.924,0.032
no2,corrida_3,30-nmol/mol,part_3,4,32.902,0.033
no2,corrida_3,30-nmol/mol,part_3,4,32.909,0.044
no2,corrida_3,30-nmol/mol,ref,1,32.912,0.029
no2,corrida_3,30-nmol/mol,ref,1,32.912,0.044
no2,corrida_3,30-nmol/mol,ref,1,32.924,0.04
no2,corrida_4,60-nmol/mol,part_1,2,65.094,0.254
no2,corrida_4,60-nmol/mol,part_1,2,64.885,0.368
no2,corrida_4,60-nmol/mol,part_1,2,64.845,0.244
no2,corrida_4,60-nmol/mol,part_2,3,64.938,0.184
no2,corrida_4,60-nmol/mol,part_2,3,65.028,0.169
no2,corrida_4,60-nmol/mol,part_2,3,65.056,0.22
no2,corrida_4,60-nmol/mol,part_3,4,64.999,0.288
no2,corrida_4,60-nmol/mol,part_3,4,64.932,0.19
no2,corrida_4,60-nmol/mol,part_3,4,64.906,0.191
no2,corrida_4,60-nmol/mol,ref,1,64.941,0.296
no2,corrida_4,60-nmol/mol,ref,1,65.018,0.297
no2,corrida_4,60-nmol/mol,ref,1,64.885,0.259
no2,corrida_5,90-nmol/mol,part_1,2,96.832,0.046
no2,corrida_5,90-nmol/mol,part_1,2,96.851,0.035
no2,corrida_5,90-nmol/mol,part_1,2,96.847,0.037
no2,corrida_5,90-nmol/mol,part_2,3,96.856,0.047
no2,corrida_5,90-nmol/mol,part_2,3,96.833,0.034
no2,corrida_5,90-nmol/mol,part_2,3,96.842,0.034
no2,corrida_5,90-nmol/mol,part_3,4,96.864,0.043
no2,corrida_5,90-nmol/mol,part_3,4,96.841,0.032
no2,corrida_5,90-nmol/mol,part_3,4,96.83,0.02
no2,corrida_5,90-nmol/mol,ref,1,96.838,0.051
no2,corrida_5,90-nmol/mol,ref,1,96.834,0.031
no2,corrida_5,90-nmol/mol,ref,1,96.841,0.049
o3,corrida_1,0-nmol/mol,part_1,2,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_1,2,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_1,2,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_2,3,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_2,3,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_2,3,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_3,4,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_3,4,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,part_3,4,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,ref,1,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,ref,1,0.00E+00,0.00E+00
o3,corrida_1,0-nmol/mol,ref,1,0.00E+00,0.00E+00
o3,corrida_2,120-nmol/mol,part_1,2,119.88,0.855
o3,corrida_2,120-nmol/mol,part_1,2,120.028,0.821
o3,corrida_2,120-nmol/mol,part_1,2,120.053,0.827
o3,corrida_2,120-nmol/mol,part_2,3,120.048,0.819
o3,corrida_2,120-nmol/mol,part_2,3,119.89,0.846
o3,corrida_2,120-nmol/mol,part_2,3,119.744,0.836
o3,corrida_2,120-nmol/mol,part_3,4,119.737,0.844
o3,corrida_2,120-nmol/mol,part_3,4,119.742,0.835
o3,corrida_2,120-nmol/mol,part_3,4,120.068,0.778
o3,corrida_2,120-nmol/mol,ref,1,120.048,0.794
o3,corrida_2,120-nmol/mol,ref,1,119.902,0.853
o3,corrida_2,120-nmol/mol,ref,1,119.886,0.858
o3,corrida_3,180-nmol/mol,part_1,2,177.637,1.923
o3,corrida_3,180-nmol/mol,part_1,2,178.036,2.02
o3,corrida_3,180-nmol/mol,part_1,2,180.002,1.278
o3,corrida_3,180-nmol/mol,part_2,3,178.751,2.027
o3,corrida_3,180-nmol/mol,part_2,3,178.841,2.026
o3,corrida_3,180-nmol/mol,part_2,3,179.245,1.831
o3,corrida_3,180-nmol/mol,part_3,4,178.863,2.059
o3,corrida_3,180-nmol/mol,part_3,4,178.374,2.09
o3,corrida_3,180-nmol/mol,part_3,4,178.055,2.085
o3,corrida_3,180-nmol/mol,ref,1,178.048,2.1
o3,corrida_3,180-nmol/mol,ref,1,178.333,2.138
o3,corrida_3,180-nmol/mol,ref,1,177.652,1.997
o3,corrida_4,40-nmol/mol,part_1,2,40.412,0.304
o3,corrida_4,40-nmol/mol,part_1,2,40.652,0.33
o3,corrida_4,40-nmol/mol,part_1,2,40.455,0.321
o3,corrida_4,40-nmol/mol,part_2,3,40.402,0.306
o3,corrida_4,40-nmol/mol,part_2,3,40.587,0.341
o3,corrida_4,40-nmol/mol,part_2,3,40.4,0.318
o3,corrida_4,40-nmol/mol,part_3,4,40.656,0.317
o3,corrida_4,40-nmol/mol,part_3,4,40.454,0.326
o3,corrida_4,40-nmol/mol,part_3,4,40.661,0.295
o3,corrida_4,40-nmol/mol,ref,1,40.415,0.301
o3,corrida_4,40-nmol/mol,ref,1,40.651,0.304
o3,corrida_4,40-nmol/mol,ref,1,40.611,0.335
o3,corrida_5,80-nmol/mol,part_1,2,80.006,0.587
o3,corrida_5,80-nmol/mol,part_1,2,79.995,0.589
o3,corrida_5,80-nmol/mol,part_1,2,80.188,0.58
o3,corrida_5,80-nmol/mol,part_2,3,80.198,0.585
o3,corrida_5,80-nmol/mol,part_2,3,80.092,0.615
o3,corrida_5,80-nmol/mol,part_2,3,80.326,0.543
o3,corrida_5,80-nmol/mol,part_3,4,79.757,0.474
o3,corrida_5,80-nmol/mol,part_3,4,80.333,0.556
o3,corrida_5,80-nmol/mol,part_3,4,80.424,0.481
o3,corrida_5,80-nmol/mol,ref,1,80.076,0.587
o3,corrida_5,80-nmol/mol,ref,1,80.101,0.596
o3,corrida_5,80-nmol/mol,ref,1,80.102,0.589
so2,corrida_1,0-nmol/mol,part_1,2,0.052,0.047
so2,corrida_1,0-nmol/mol,part_1,2,0.048,0.051
so2,corrida_1,0-nmol/mol,part_1,2,0.041,0.051
so2,corrida_1,0-nmol/mol,part_2,3,0.068,0.039
so2,corrida_1,0-nmol/mol,part_2,3,0.045,0.041
so2,corrida_1,0-nmol/mol,part_2,3,0.044,0.03
so2,corrida_1,0-nmol/mol,part_3,4,0.075,0.053
so2,corrida_1,0-nmol/mol,part_3,4,0.06,0.015
so2,corrida_1,0-nmol/mol,part_3,4,0.034,0.033
so2,corrida_1,0-nmol/mol,ref,1,0.052,0.031
so2,corrida_1,0-nmol/mol,ref,1,0.045,0.034
so2,corrida_1,0-nmol/mol,ref,1,0.059,0.048
so2,corrida_2,100-nmol/mol,part_1,2,99.606,0.586
so2,corrida_2,100-nmol/mol,part_1,2,99.633,0.594
so2,corrida_2,100-nmol/mol,part_1,2,99.395,0.581
so2,corrida_2,100-nmol/mol,part_2,3,99.455,0.596
so2,corrida_2,100-nmol/mol,part_2,3,99.634,0.549
so2,corrida_2,100-nmol/mol,part_2,3,99.626,0.564
so2,corrida_2,100-nmol/mol,part_3,4,99.26,0.557
so2,corrida_2,100-nmol/mol,part_3,4,99.406,0.584
so2,corrida_2,100-nmol/mol,part_3,4,99.503,0.609
so2,corrida_2,100-nmol/mol,ref,1,99.409,0.561
so2,corrida_2,100-nmol/mol,ref,1,99.186,0.451
so2,corrida_2,100-nmol/mol,ref,1,99.73,0.529
so2,corrida_3,140-nmol/mol,part_1,2,139.005,0.487
so2,corrida_3,140-nmol/mol,part_1,2,139.013,0.469
so2,corrida_3,140-nmol/mol,part_1,2,139.031,0.472
so2,corrida_3,140-nmol/mol,part_2,3,139.005,0.5
so2,corrida_3,140-nmol/mol,part_2,3,138.935,0.475
so2,corrida_3,140-nmol/mol,part_2,3,138.799,0.433
so2,corrida_3,140-nmol/mol,part_3,4,138.985,0.494
so2,corrida_3,140-nmol/mol,part_3,4,139.222,0.473
so2,corrida_3,140-nmol/mol,part_3,4,138.998,0.516
so2,corrida_3,140-nmol/mol,ref,1,139.073,0.529
so2,corrida_3,140-nmol/mol,ref,1,139.115,0.554
so2,corrida_3,140-nmol/mol,ref,1,139.272,0.418
so2,corrida_4,180-nmol/mol,part_1,2,180.625,0.483
so2,corrida_4,180-nmol/mol,part_1,2,180.653,0.484
so2,corrida_4,180-nmol/mol,part_1,2,180.402,0.312
so2,corrida_4,180-nmol/mol,part_2,3,180.203,0.318
so2,corrida_4,180-nmol/mol,part_2,3,180.506,0.384
so2,corrida_4,180-nmol/mol,part_2,3,180.669,0.426
so2,corrida_4,180-nmol/mol,part_3,4,180.765,0.396
so2,corrida_4,180-nmol/mol,part_3,4,180.547,0.443
so2,corrida_4,180-nmol/mol,part_3,4,180.354,0.368
so2,corrida_4,180-nmol/mol,ref,1,180.441,0.352
so2,corrida_4,180-nmol/mol,ref,1,180.398,0.369
so2,corrida_4,180-nmol/mol,ref,1,180.756,0.378
so2,corrida_5,20-nmol/mol,part_1,2,19.731,0.046
so2,corrida_5,20-nmol/mol,part_1,2,19.706,0.053
so2,corrida_5,20-nmol/mol,part_1,2,19.741,0.033
so2,corrida_5,20-nmol/mol,part_2,3,19.73,0.038
so2,corrida_5,20-nmol/mol,part_2,3,19.73,0.043
so2,corrida_5,20-nmol/mol,part_2,3,19.716,0.039
so2,corrida_5,20-nmol/mol,part_3,4,19.742,0.044
so2,corrida_5,20-nmol/mol,part_3,4,19.712,0.045
so2,corrida_5,20-nmol/mol,part_3,4,19.728,0.062
so2,corrida_5,20-nmol/mol,ref,1,19.738,0.045
so2,corrida_5,20-nmol/mol,ref,1,19.74,0.031
so2,corrida_5,20-nmol/mol,ref,1,19.715,0.057
so2,corrida_6,60-nmol/mol,part_1,2,59.903,0.062
so2,corrida_6,60-nmol/mol,part_1,2,59.883,0.051
so2,corrida_6,60-nmol/mol,part_1,2,59.903,0.035
so2,corrida_6,60-nmol/mol,part_2,3,59.88,0.03
so2,corrida_6,60-nmol/mol,part_2,3,59.888,0.027
so2,corrida_6,60-nmol/mol,part_2,3,59.893,0.033
so2,corrida_6,60-nmol/mol,part_3,4,59.904,0.033
so2,corrida_6,60-nmol/mol,part_3,4,59.885,0.039
so2,corrida_6,60-nmol/mol,part_3,4,59.912,0.018
so2,corrida_6,60-nmol/mol,ref,1,59.877,0.025
so2,corrida_6,60-nmol/mol,ref,1,59.92,0.032
so2,corrida_6,60-nmol/mol,ref,1,59.883,0.051
