participant_id,pollutant,level,x_i,u_i
part_1,no,81-nmol/mol,80.67713461666666,0.006605042852982949
part_2,no,81-nmol/mol,80.68024358666666,0.009672842212153079
part_3,no,81-nmol/mol,80.68401923,0.006153635489185503
part_1,no,82-nmol/mol,25.67657142666667,0.03405003759559833
part_2,no,82-nmol/mol,25.716531136666667,0.01749046215460452
part_3,no,82-nmol/mol,25.680923076666666,0.018407976292341723
part_1,no2,0-nmol/mol,0.11557783833666667,0.030881468653164927
part_2,no2,0-nmol/mol,0.12870577577666667,0.03080501978769995
part_3,no2,0-nmol/mol,0.12737978453,0.025000320568093384
part_1,no2,120-nmol/mol,123.05185656666666,0.029774580995672897
part_2,no2,120-nmol/mol,122.98324893333333,0.008398189858997263
part_3,no2,120-nmol/mol,122.87755276666667,0.06987900142542514
part_1,no2,30-nmol/mol,32.92205555333334,0.0031293085565469213
part_2,no2,30-nmol/mol,32.91294444333333,0.011148455017937738
part_3,no2,30-nmol/mol,32.911607143333335,0.006338729123639926
part_1,no2,60-nmol/mol,64.94138828,0.0773399090247474
part_2,no2,60-nmol/mol,65.00745421333333,0.035812806900770044
part_3,no2,60-nmol/mol,64.94583516666667,0.027513733061443724
part_1,no2,90-nmol/mol,96.84309302333332,0.005761908759963974
part_2,no2,90-nmol/mol,96.84347674333333,0.0069518290351147745
part_3,no2,90-nmol/mol,96.84499225,0.010039749399669687
part_1,o3,0-nmol/mol,2.58e-5,3.2000000000000003e-6
part_2,o3,0-nmol/mol,3.653333333333333e-5,3.878287136238254e-6
part_3,o3,0-nmol/mol,3.656666666666667e-5,5.700974575553825e-6
part_1,o3,120-nmol/mol,119.98686903333333,0.053950402725230315
part_2,o3,120-nmol/mol,119.8940885,0.08769093665375867
part_3,o3,120-nmol/mol,119.84887206666667,0.10933759152676652
part_1,o3,180-nmol/mol,178.558206,0.7307916104658839
part_2,o3,180-nmol/mol,178.9455603,0.15179919584573945
part_3,o3,180-nmol/mol,178.4306368,0.23516294982322317
part_1,o3,40-nmol/mol,40.506347993333335,0.07368104923632121
part_2,o3,40-nmol/mol,40.46293077333333,0.06183077167126706
part_3,o3,40-nmol/mol,40.5902914,0.06836201992417303
part_1,o3,80-nmol/mol,80.06289032333333,0.0628113008154472
part_2,o3,80-nmol/mol,80.20512117,0.0676242076057752
part_3,o3,80-nmol/mol,80.17120511666667,0.20881028062598664
part_1,so2,0-nmol/mol,0.04716981132,0.0032897350525296007
part_2,so2,0-nmol/mol,0.05220125786333333,0.007862389899089434
part_3,so2,0-nmol/mol,0.056540880503333335,0.011866476267022289
part_1,so2,100-nmol/mol,99.54492999666667,0.07521957744011087
part_2,so2,100-nmol/mol,99.57164125,0.05834042255287993
part_3,so2,100-nmol/mol,99.38996923666666,0.0705685134842942
part_1,so2,140-nmol/mol,139.01641096666665,0.007814660120856187
part_2,so2,140-nmol/mol,138.9129773,0.06057327884507472
part_3,so2,140-nmol/mol,139.0684601,0.0769382418355848
part_1,so2,180-nmol/mol,180.5599075,0.07948910723658764
part_2,so2,180-nmol/mol,180.4590729,0.1366466096762932
part_3,so2,180-nmol/mol,180.55521346666666,0.11887920321358476
part_1,so2,20-nmol/mol,19.726235293333332,0.010333091213445531
part_2,so2,20-nmol/mol,19.725490196666666,0.004980393333333666
part_3,so2,20-nmol/mol,19.727294116666666,0.0087013775507263
part_1,so2,60-nmol/mol,59.89623656,0.006559433799744958
part_2,so2,60-nmol/mol,59.88702509,0.0037420467461065114
part_3,so2,60-nmol/mol,59.90050179,0.008067223883214673
