participant_id,pollutant,level,x_i,u_i
part_3,no,182-nmol/mol,76.0768312233,0.48841209
part_4,no,182-nmol/mol,76.1297341767,0.41458521
part_5,no,182-nmol/mol,76.0691603367,0.38492554
part_6,no,182-nmol/mol,76.0990379767,0.48415503
part_7,no,182-nmol/mol,76.05451477,0.39731969
part_8,no,182-nmol/mol,76.1535443033,0.52711889
part_9,no,182-nmol/mol,76.0646286933,0.49701584
part_1,no,42-nmol/mol,24.7521411767,1.48215059
part_10,no,42-nmol/mol,24.7557509767,1.73528456
part_11,no,42-nmol/mol,24.7588686267,1.63101041
part_12,no,42-nmol/mol,24.5037333333,2.00684542
part_2,no,42-nmol/mol,24.6683666667,1.78548982
part_3,no,42-nmol/mol,25.1215686267,1.66799758
part_4,no,42-nmol/mol,24.8090058833,1.62385252
part_5,no,42-nmol/mol,25.1377058867,2.11048969
part_6,no,42-nmol/mol,24.7747117633,1.86075232
part_7,no,42-nmol/mol,24.84118039,1.65895226
part_8,no,42-nmol/mol,24.96311961,1.75092372
part_9,no,42-nmol/mol,24.8629549033,1.06355768
part_1,no,81-nmol/mol,80.6809166667,0.06143788
part_10,no,81-nmol/mol,80.6843525633,0.06910535
part_11,no,81-nmol/mol,80.6866987167,0.06259832
part_12,no,81-nmol/mol,80.6991217933,0.07869006
part_2,no,81-nmol/mol,80.6739166667,0.06629554
part_3,no,81-nmol/mol,80.68775641,0.07038404
part_4,no,81-nmol/mol,80.67885256,0.06663946
part_5,no,81-nmol/mol,80.6779038467,0.0435772
part_6,no,81-nmol/mol,80.6856666667,0.06031725
part_7,no,81-nmol/mol,80.6765705133,0.055163040000000003
part_8,no,81-nmol/mol,80.6936538467,0.06206942
part_9,no,81-nmol/mol,80.6888910267,0.05904921
part_1,no,82-nmol/mol,25.69841392,0.1520334
part_10,no,82-nmol/mol,25.6877326,0.1929362
part_11,no,82-nmol/mol,25.6862857133,0.18032502
part_12,no,82-nmol/mol,25.7009816867,0.17511641
part_2,no,82-nmol/mol,25.6958205133,0.14047409
part_3,no,82-nmol/mol,25.7119011,0.17161498
part_4,no,82-nmol/mol,25.7025567767,0.19115603
part_5,no,82-nmol/mol,25.7165164833,0.1408268
part_6,no,82-nmol/mol,25.65902564,0.17734353
part_7,no,82-nmol/mol,25.6826886433,0.1349106
part_8,no,82-nmol/mol,25.70518315,0.17361929
part_9,no,82-nmol/mol,25.7228608067,0.15959208
part_1,no2,0-nmol/mol,0.1584322287,0.2433423
part_10,no2,0-nmol/mol,0.1179366145,0.25465121
part_11,no2,0-nmol/mol,0.1529744598,0.23054245
part_12,no2,0-nmol/mol,0.1739971508,0.24561544
part_2,no2,0-nmol/mol,0.1302719837,0.26211295
part_3,no2,0-nmol/mol,0.1394774112,0.27251302
part_4,no2,0-nmol/mol,0.0594901521,0.2241629
part_5,no2,0-nmol/mol,0.2261398967,0.22496412
part_6,no2,0-nmol/mol,0.117718446,0.2396274
part_7,no2,0-nmol/mol,0.1599038759,0.22476826
part_8,no2,0-nmol/mol,0.0933574173,0.22709575
part_9,no2,0-nmol/mol,0.0633003024,0.2064042
part_1,no2,120-nmol/mol,122.992827,0.52978397
part_10,no2,120-nmol/mol,122.9470886333,0.45284812
part_11,no2,120-nmol/mol,123.0232067667,0.45724211
part_12,no2,120-nmol/mol,122.964135,0.675967
part_2,no2,120-nmol/mol,122.9754008333,0.51021416
part_3,no2,120-nmol/mol,123.0030801667,0.49885968
part_4,no2,120-nmol/mol,122.8798312333,0.56188276
part_5,no2,120-nmol/mol,122.9082700333,0.5084035
part_6,no2,120-nmol/mol,122.8919409333,0.53089021
part_7,no2,120-nmol/mol,123.1100843667,0.44429978999999997
part_8,no2,120-nmol/mol,122.8546413333,0.52039244
part_9,no2,120-nmol/mol,123.0298312333,0.58581559
part_1,no2,30-nmol/mol,32.91295238,0.04843215
part_10,no2,30-nmol/mol,32.9204682567,0.05656698
part_11,no2,30-nmol/mol,32.91263889,0.06241575
part_12,no2,30-nmol/mol,32.9127261933,0.0547023
part_2,no2,30-nmol/mol,32.92235714,0.06064584
part_3,no2,30-nmol/mol,32.90872222,0.04496004
part_4,no2,30-nmol/mol,32.9212579367,0.05109604
part_5,no2,30-nmol/mol,32.92111111,0.05744052
part_6,no2,30-nmol/mol,32.91868651,0.06070554
part_7,no2,30-nmol/mol,32.9182420633,0.057466830000000003
part_8,no2,30-nmol/mol,32.91065873,0.07214557
part_9,no2,30-nmol/mol,32.9169682533,0.0537367
part_1,no2,60-nmol/mol,65.01680586,0.37371864
part_10,no2,60-nmol/mol,65.0276300367,0.38443516
part_11,no2,60-nmol/mol,64.89206227,0.37745997
part_12,no2,60-nmol/mol,64.9818827833,0.45256241
part_2,no2,60-nmol/mol,64.9147838833,0.39551853
part_3,no2,60-nmol/mol,65.03660073,0.36554889
part_4,no2,60-nmol/mol,64.9512087933,0.27384098
part_5,no2,60-nmol/mol,64.9205677667,0.35142227
part_6,no2,60-nmol/mol,64.9561282067,0.42103195
part_7,no2,60-nmol/mol,64.9812967033,0.38658445
part_8,no2,60-nmol/mol,64.9734908433,0.48145006
part_9,no2,60-nmol/mol,65.06137729,0.29565894
part_1,no2,90-nmol/mol,96.84451938,0.05728533
part_10,no2,90-nmol/mol,96.85501938,0.06293768
part_11,no2,90-nmol/mol,96.83853876,0.0527995
part_12,no2,90-nmol/mol,96.8327558167,0.06713174
part_2,no2,90-nmol/mol,96.8520116267,0.05172869
part_3,no2,90-nmol/mol,96.8488759667,0.04551677
part_4,no2,90-nmol/mol,96.8457558133,0.06015707
part_5,no2,90-nmol/mol,96.8405038767,0.0524027
part_6,no2,90-nmol/mol,96.8351472867,0.04760209
part_7,no2,90-nmol/mol,96.8437790733,0.05862884
part_8,no2,90-nmol/mol,96.83667054,0.0688158
part_9,no2,90-nmol/mol,96.8343875967,0.06828083
part_1,o3,0-nmol/mol,4.62333e-5,5.39e-5
part_10,o3,0-nmol/mol,3.55e-5,6.335e-5
part_11,o3,0-nmol/mol,2.69e-5,3.425e-5
part_12,o3,0-nmol/mol,4.19333e-5,4.715e-5
part_2,o3,0-nmol/mol,4.08667e-5,5.72e-5
part_3,o3,0-nmol/mol,2.36667e-5,3.68e-5
part_4,o3,0-nmol/mol,3.44e-5,4.25e-5
part_5,o3,0-nmol/mol,4.19e-5,5.95e-5
part_6,o3,0-nmol/mol,3.33333e-5,3.705e-5
part_7,o3,0-nmol/mol,3.01e-5,2.99e-5
part_8,o3,0-nmol/mol,3.98e-5,4.955e-5
part_9,o3,0-nmol/mol,3.87333e-5,5.435e-5
part_1,o3,120-nmol/mol,120.0516637,1.22900365
part_10,o3,120-nmol/mol,119.9088003,1.24858128
part_11,o3,120-nmol/mol,119.7967961,1.20756726
part_12,o3,120-nmol/mol,119.7285887667,1.24847607
part_2,o3,120-nmol/mol,120.1143147667,1.19753727
part_3,o3,120-nmol/mol,120.0654710333,1.09888673
part_4,o3,120-nmol/mol,120.0051596667,1.21066639
part_5,o3,120-nmol/mol,119.8310825667,1.23621214
part_6,o3,120-nmol/mol,119.5908553,1.11706255
part_7,o3,120-nmol/mol,120.0101409,1.2542428
part_8,o3,120-nmol/mol,119.971694,1.18023706
part_9,o3,120-nmol/mol,119.7324978,1.21745749
part_1,o3,180-nmol/mol,178.7224566667,2.94421541
part_10,o3,180-nmol/mol,177.9814888333,3.00006455
part_11,o3,180-nmol/mol,179.6101406333,1.95066146
part_12,o3,180-nmol/mol,178.6693961,3.00825127
part_2,o3,180-nmol/mol,177.8490774333,3.0000155
part_3,o3,180-nmol/mol,178.0393735667,3.09794119
part_4,o3,180-nmol/mol,179.1976894667,2.8379354
part_5,o3,180-nmol/mol,178.0349172333,3.03975975
part_6,o3,180-nmol/mol,178.1525935,2.91802696
part_7,o3,180-nmol/mol,178.2906442667,2.99605748
part_8,o3,180-nmol/mol,177.9984983,2.88410557
part_9,o3,180-nmol/mol,178.2653342667,3.09576695
part_1,o3,40-nmol/mol,40.57621345,0.4992061
part_10,o3,40-nmol/mol,40.5881093467,0.46869041
part_11,o3,40-nmol/mol,40.4010764333,0.46067133
part_12,o3,40-nmol/mol,40.5035834667,0.50550422
part_2,o3,40-nmol/mol,40.50725433,0.42650972
part_3,o3,40-nmol/mol,40.4832707667,0.48917503
part_4,o3,40-nmol/mol,40.5673817733,0.47499833
part_5,o3,40-nmol/mol,40.5942530833,0.48713575
part_6,o3,40-nmol/mol,40.46529783,0.51131577
part_7,o3,40-nmol/mol,40.52900064,0.47772078
part_8,o3,40-nmol/mol,40.5179677467,0.4671168
part_9,o3,40-nmol/mol,40.44565371,0.50493689
part_1,o3,80-nmol/mol,80.22912826,0.85604378
part_10,o3,80-nmol/mol,80.08584451,0.88093131
part_11,o3,80-nmol/mol,80.0560442733,0.83734959
part_12,o3,80-nmol/mol,80.0311139633,0.86297914
part_2,o3,80-nmol/mol,80.0572427467,0.81794488
part_3,o3,80-nmol/mol,79.98377546,0.8510535
part_4,o3,80-nmol/mol,80.0909296,0.85138244
part_5,o3,80-nmol/mol,80.15800649,0.85511626
part_6,o3,80-nmol/mol,80.2606435733,0.84875635
part_7,o3,80-nmol/mol,79.99150522,0.87509222
part_8,o3,80-nmol/mol,80.0472201967,0.8484365
part_9,o3,80-nmol/mol,80.2475985633,0.84606747
part_1,so2,0-nmol/mol,0.048427673,0.06850345
part_10,so2,0-nmol/mol,0.0559119497,0.06065862
part_11,so2,0-nmol/mol,0.0518238994,0.06962805
part_12,so2,0-nmol/mol,0.0420754717,0.06444431
part_2,so2,0-nmol/mol,0.0579874214,0.05936122
part_3,so2,0-nmol/mol,0.0460377358,0.05953299
part_4,so2,0-nmol/mol,0.068427673,0.04805015
part_5,so2,0-nmol/mol,0.0539622641,0.05768218
part_6,so2,0-nmol/mol,0.0366037736,0.05461879
part_7,so2,0-nmol/mol,0.0496855346,0.06218401
part_8,so2,0-nmol/mol,0.058490566,0.05857881
part_9,so2,0-nmol/mol,0.0489308176,0.06041917
part_1,so2,100-nmol/mol,99.6998163,0.80806006
part_10,so2,100-nmol/mol,99.4263875533,0.72315947
part_11,so2,100-nmol/mol,99.5459532733,0.73744532
part_12,so2,100-nmol/mol,99.40811798,0.84926199
part_2,so2,100-nmol/mol,99.5793525967,0.83485369
part_3,so2,100-nmol/mol,99.2902545933,0.80134291
part_4,so2,100-nmol/mol,99.49419342,0.86017559
part_5,so2,100-nmol/mol,99.54372971,0.84635572
part_6,so2,100-nmol/mol,99.3537890133,0.87441869
part_7,so2,100-nmol/mol,99.7062707333,0.7502243
part_8,so2,100-nmol/mol,99.4392036733,0.84028865
part_9,so2,100-nmol/mol,99.5672075067,0.84940364
part_1,so2,140-nmol/mol,139.1184071667,0.73666715
part_10,so2,140-nmol/mol,139.1412600667,0.72002291
part_11,so2,140-nmol/mol,139.0199518,0.73344168
part_12,so2,140-nmol/mol,139.2903568667,0.61990978
part_2,so2,140-nmol/mol,139.0714128667,0.7431424
part_3,so2,140-nmol/mol,139.1227310333,0.64014087
part_4,so2,140-nmol/mol,139.0959197333,0.73033883
part_5,so2,140-nmol/mol,139.2070231,0.68960722
part_6,so2,140-nmol/mol,139.1005235,0.73331193
part_7,so2,140-nmol/mol,138.9750682333,0.71868485
part_8,so2,140-nmol/mol,139.0510844,0.76431347
part_9,so2,140-nmol/mol,139.04377590000001,0.72068273
part_1,so2,180-nmol/mol,180.4679692,0.60679412
part_10,so2,180-nmol/mol,180.5220319,0.47443581
part_11,so2,180-nmol/mol,180.5190747,0.61500465
part_12,so2,180-nmol/mol,180.5442601,0.62472533
part_2,so2,180-nmol/mol,180.6414159,0.60598509
part_3,so2,180-nmol/mol,180.4197780667,0.58080592
part_4,so2,180-nmol/mol,180.5823214333,0.63965596
part_5,so2,180-nmol/mol,180.5934931,0.63121606
part_6,so2,180-nmol/mol,180.5959753667,0.60203232
part_7,so2,180-nmol/mol,180.5924625,0.63681803
part_8,so2,180-nmol/mol,180.6302442,0.57737015
part_9,so2,180-nmol/mol,180.5490513333,0.65296359
part_1,so2,20-nmol/mol,19.72807843,0.04896681
part_10,so2,20-nmol/mol,19.7358431367,0.05733013
part_11,so2,20-nmol/mol,19.74160784,0.05465093
part_12,so2,20-nmol/mol,19.72917647,0.06324686
part_2,so2,20-nmol/mol,19.7310588233,0.04528727
part_3,so2,20-nmol/mol,19.73235294,0.05388593
part_4,so2,20-nmol/mol,19.7301960767,0.05220095
part_5,so2,20-nmol/mol,19.72462745,0.05795279
part_6,so2,20-nmol/mol,19.72835294,0.05372968
part_7,so2,20-nmol/mol,19.72945098,0.04988923
part_8,so2,20-nmol/mol,19.7211764733,0.05747607
part_9,so2,20-nmol/mol,19.72909804,0.04031666
part_1,so2,60-nmol/mol,59.9028673833,0.05525621
part_10,so2,60-nmol/mol,59.9010394267,0.0544684
part_11,so2,60-nmol/mol,59.89261649,0.05541234
part_12,so2,60-nmol/mol,59.8977419367,0.0510987
part_2,so2,60-nmol/mol,59.89677419,0.05889843
part_3,so2,60-nmol/mol,59.8925806467,0.0471313
part_4,so2,60-nmol/mol,59.89498208,0.05544774
part_5,so2,60-nmol/mol,59.89591398,0.05251734
part_6,so2,60-nmol/mol,59.89387097,0.03880357
part_7,so2,60-nmol/mol,59.8886738367,0.05851091
part_8,so2,60-nmol/mol,59.8945878133,0.05792651
part_9,so2,60-nmol/mol,59.8873118267,0.06103666
part_1,so2,61-nmol/mol,59.0525102867,0.052520120000000003
part_10,so2,61-nmol/mol,59.04600823,0.04366144
part_11,so2,61-nmol/mol,59.0558436233,0.06132792
part_12,so2,61-nmol/mol,59.05600823,0.03530196
part_2,so2,61-nmol/mol,59.05403292,0.05623147
part_3,so2,61-nmol/mol,59.0463786033,0.05614354
part_4,so2,61-nmol/mol,59.0470370367,0.03978339
part_5,so2,61-nmol/mol,59.06600823,0.05911827
part_6,so2,61-nmol/mol,59.0571193433,0.06275899
part_7,so2,61-nmol/mol,59.0517283933,0.0403698
part_8,so2,61-nmol/mol,59.05016461,0.05441999
part_9,so2,61-nmol/mol,59.0492181067,0.05987791
