"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"co","2-ppm","part_5",6,"11-20",1.94488686868687,0.0450683926177844
"co","2-ppm","part_5",6,"21-30",1.9741904040404,0.0500286596687636
"co","2-ppm","part_6",7,"1-10",1.96412525252525,0.0501385060713262
"co","2-ppm","part_6",7,"11-20",1.98280202020202,0.0454194187629729
"co","2-ppm","part_6",7,"21-30",1.95217474747475,0.0474545446900769
"co","2-ppm","ref",1,"1-10",1.95404747474748,0.0495598389431266
"co","2-ppm","ref",1,"11-20",1.97204545454546,0.0480109949377481
"co","2-ppm","ref",1,"21-30",1.96312323232323,0.0485483216096455
"co","4-ppm","part_1",2,"1-10",3.91243158301158,0.129678181332862
"co","4-ppm","part_1",2,"11-20",3.88883204633204,0.12634121273042
"co","4-ppm","part_1",2,"21-30",3.96310171814672,0.118745780042635
"co","4-ppm","part_2",3,"1-10",3.93752602960103,0.126240876623151
"co","4-ppm","part_2",3,"11-20",3.96207318532818,0.118572579700193
"co","4-ppm","part_2",3,"21-30",3.88740351994852,0.126953294903321
"co","4-ppm","part_3",4,"1-10",3.93635108751609,0.127060371524201
"co","4-ppm","part_3",4,"11-20",3.86530851351351,0.11866644036874
"co","4-ppm","part_3",4,"21-30",3.96211592664093,0.116519812895231
"co","4-ppm","part_4",5,"1-10",3.91259248391248,0.129573853054177
"co","4-ppm","part_4",5,"11-20",3.91322777992278,0.128166301752911
"co","4-ppm","part_4",5,"21-30",3.88757334620334,0.127430398138758
"co","4-ppm","part_5",6,"1-10",3.96276241312741,0.117548308553493
"co","4-ppm","part_5",6,"11-20",3.8644038996139,0.117997984698386
"co","4-ppm","part_5",6,"21-30",3.91204588159588,0.128446786541545
"co","4-ppm","part_6",7,"1-10",3.88816604247104,0.12529435886097
"co","4-ppm","part_6",7,"11-20",3.93806998069498,0.125018003382678
"co","4-ppm","part_6",7,"21-30",3.86231040540541,0.118547418364988
"co","4-ppm","ref",1,"1-10",3.91395806949807,0.129535610256777
"co","4-ppm","ref",1,"11-20",3.96242702702703,0.118030632209794
"co","4-ppm","ref",1,"21-30",3.93772640926641,0.125865406194043
"co","40-ppb","part_1",2,"1-10",40.1682480446927,0.0193318955027682
"co","40-ppb","part_1",2,"11-20",40.1814134078212,0.0340500349566849
"co","40-ppb","part_1",2,"21-30",40.193925698324,0.0259854231120977
"co","40-ppb","part_2",3,"1-10",40.178456424581,0.0290171430470239
"co","40-ppb","part_2",3,"11-20",40.1777262569832,0.027088960662143
"co","40-ppb","part_2",3,"21-30",40.1777972067039,0.0293505415591657
"co","40-ppb","part_3",4,"1-10",40.1748927374302,0.0226928541495569
"co","40-ppb","part_3",4,"11-20",40.1700446927374,0.0386755509929839
"co","40-ppb","part_3",4,"21-30",40.1638150837989,0.0298716719442385
"co","40-ppb","part_4",5,"1-10",40.1731709497206,0.0324810652197107
"co","40-ppb","part_4",5,"11-20",40.1655240223464,0.0410204610755897
"co","40-ppb","part_4",5,"21-30",40.1808290502793,0.0269566572350312
"co","40-ppb","part_5",6,"1-10",40.1604268156425,0.0454002623115208
"co","40-ppb","part_5",6,"11-20",40.1684217877095,0.0179096840315153
"co","40-ppb","part_5",6,"21-30",40.1848865921788,0.0496705599840259
"co","40-ppb","part_6",7,"1-10",40.1545687150838,0.0394104569923535
"co","40-ppb","part_6",7,"11-20",40.1749491620112,0.0253070139262041
"co","40-ppb","part_6",7,"21-30",40.1730033519553,0.0272648870757672
"co","40-ppb","ref",1,"1-10",40.1518592178771,0.025993623812944
"co","40-ppb","ref",1,"11-20",40.1774122905028,0.0340881031733127
"co","40-ppb","ref",1,"21-30",40.1664083798883,0.0223251484363343
"co","6-ppm","part_1",2,"1-10",5.92692954545455,0.163530520355909
"co","6-ppm","part_1",2,"11-20",5.89740181277056,0.160452990498708
"co","6-ppm","part_1",2,"21-30",5.99157946428571,0.151385012698926
"co","6-ppm","part_2",3,"1-10",5.93066117424242,0.165330673150293
"co","6-ppm","part_2",3,"11-20",6.02266323051948,0.130894763344808
"co","6-ppm","part_2",3,"21-30",5.92831298701299,0.165057732726972
"co","6-ppm","part_3",4,"1-10",5.96066109307359,0.16139489957821
"co","6-ppm","part_3",4,"11-20",5.95784231601731,0.161553259182577
"co","6-ppm","part_3",4,"21-30",5.92849145021645,0.165334863244478
"co","6-ppm","part_4",5,"1-10",5.92743273809524,0.164744431402704
"co","6-ppm","part_4",5,"11-20",5.92950508658009,0.162620424553911
"co","6-ppm","part_4",5,"21-30",5.83363041125541,0.1309983647349
"co","6-ppm","part_5",6,"1-10",5.95855570887446,0.160159454822404
"co","6-ppm","part_5",6,"11-20",5.89731896645022,0.162004593950464
"co","6-ppm","part_5",6,"21-30",5.86711875,0.150742924803323
"co","6-ppm","part_6",7,"1-10",5.89852172619048,0.160277060783871
"co","6-ppm","part_6",7,"11-20",5.90027908549783,0.161703887730272
"co","6-ppm","part_6",7,"21-30",5.98990048701299,0.152036533561375
"co","6-ppm","ref",1,"1-10",5.92845378787879,0.165846697175043
"co","6-ppm","ref",1,"11-20",5.96063993506494,0.159995564929001
"co","6-ppm","ref",1,"21-30",5.92927984307359,0.164014083326951
"co","8-ppm","part_1",2,"1-10",8.0249885786802,0.11815147126918
"co","8-ppm","part_1",2,"11-20",7.97903811520636,0.132362772731163
"co","8-ppm","part_1",2,"21-30",7.9512395056279,0.131210327905619
"co","8-ppm","part_2",3,"1-10",7.99769983447363,0.124694184300072
"co","8-ppm","part_2",3,"11-20",8.02522356543809,0.120784820328034
"co","8-ppm","part_2",3,"21-30",8.0276364820128,0.123189991750355
"co","8-ppm","part_3",4,"1-10",7.92404869785919,0.118207344557677
"co","8-ppm","part_3",4,"11-20",7.9741688920768,0.128780067763822
"co","8-ppm","part_3",4,"21-30",7.92617485102626,0.116314029560335
"co","8-ppm","part_4",5,"1-10",8.00260893290664,0.125204730995363
"co","8-ppm","part_4",5,"11-20",8.04640545685279,0.102777092500502
"co","8-ppm","part_4",5,"21-30",8.02462706356213,0.122629174752893
"co","8-ppm","part_5",6,"1-10",7.94694874751711,0.128065737168878
"co","8-ppm","part_5",6,"11-20",8.0509474343412,0.105737764481399
"co","8-ppm","part_5",6,"21-30",7.97479493489296,0.126988541467717
"co","8-ppm","part_6",7,"1-10",8.00129844405208,0.127258716567865
"co","8-ppm","part_6",7,"11-20",7.97712516000883,0.128834294392783
"co","8-ppm","part_6",7,"21-30",7.97516548775105,0.128063116302394
"co","8-ppm","ref",1,"1-10",8.00072061355109,0.130793509672439
"co","8-ppm","ref",1,"11-20",7.95039944272788,0.128659712898804
"co","8-ppm","ref",1,"21-30",8.02545334363275,0.119052448488963
"co","80-ppb","part_1",2,"1-10",81.5691094674556,0.0377105754765342
"co","80-ppb","part_1",2,"11-20",81.5786319526627,0.0551088009659066
"co","80-ppb","part_1",2,"21-30",81.5896337278107,0.0437660243081032
"co","80-ppb","part_2",3,"1-10",81.5977035502959,0.031209226544357
"co","80-ppb","part_2",3,"11-20",81.5972047337278,0.0302006339359272
"co","80-ppb","part_2",3,"21-30",81.5772112426036,0.0379508831091788
"co","80-ppb","part_3",4,"1-10",81.6073585798817,0.0513347906021412
"co","80-ppb","part_3",4,"11-20",81.6080053254438,0.0433139748828544
"co","80-ppb","part_3",4,"21-30",81.5607183431952,0.0303569738686452
"co","80-ppb","part_4",5,"1-10",81.5877100591716,0.0330122259779841
"co","80-ppb","part_4",5,"11-20",81.5832136094674,0.034983327494954
"co","80-ppb","part_4",5,"21-30",81.5850822485207,0.0384270353964
"co","80-ppb","part_5",6,"1-10",81.6031307692308,0.0492191431400962
"co","80-ppb","part_5",6,"11-20",81.6006923076923,0.03843391239671
"co","80-ppb","part_5",6,"21-30",81.6110426035503,0.0313273132635705
"co","80-ppb","part_6",7,"1-10",81.6177360946746,0.0544936539353876
"co","80-ppb","part_6",7,"11-20",81.5964224852071,0.0388842934378867
"co","80-ppb","part_6",7,"21-30",81.6106550295858,0.0643951379410561
"co","80-ppb","ref",1,"1-10",81.6374597633136,0.0324707967460866
"co","80-ppb","ref",1,"11-20",81.6029224852071,0.0334771044235559
"co","80-ppb","ref",1,"21-30",81.5931899408284,0.035073588854249
"no2","0-ppb","part_1",2,"1-10",-1.00910754716981,0.0251901539397562
"no2","0-ppb","part_1",2,"11-20",-1.00283333333333,0.0313012418554668
"no2","0-ppb","part_1",2,"21-30",-0.970286163522013,0.0383383864316003
"no2","0-ppb","part_2",3,"1-10",-0.983172327044025,0.0407792853494502
"no2","0-ppb","part_2",3,"11-20",-0.992016352201257,0.0334396320987136
"no2","0-ppb","part_2",3,"21-30",-0.999503144654088,0.0284429760669303
"no2","0-ppb","part_3",4,"1-10",-0.972971698113208,0.0421616833432362
"no2","0-ppb","part_3",4,"11-20",-0.99813962264151,0.0281233498730442
"no2","0-ppb","part_3",4,"21-30",-0.982533962264151,0.0333136120939147
"no2","0-ppb","part_4",5,"1-10",-0.985377987421383,0.0356216852505708
"no2","0-ppb","part_4",5,"11-20",-0.987579874213837,0.0175120434692509
"no2","0-ppb","part_4",5,"21-30",-0.976189308176101,0.0418611084253072
"no2","0-ppb","part_5",6,"1-10",-0.993690566037735,0.0318522626151386
"no2","0-ppb","part_5",6,"11-20",-0.9890893081761,0.026022931983648
"no2","0-ppb","part_5",6,"21-30",-0.994948427672957,0.0258527044171711
"no2","0-ppb","part_6",7,"1-10",-0.995807547169811,0.0371869876279015
"no2","0-ppb","part_6",7,"11-20",-0.991280503144655,0.0377121617013507
"no2","0-ppb","part_6",7,"21-30",-0.988151572327044,0.023694316071065
"no2","0-ppb","ref",1,"1-10",-0.997212578616352,0.0510964421915476
"no2","0-ppb","ref",1,"11-20",-0.995458490566037,0.0268422216419724
"no2","0-ppb","ref",1,"21-30",-0.990981132075471,0.0220104904669954
"no2","180-ppb","part_1",2,"1-10",101.625954281768,1.31671806234335
"no2","180-ppb","part_1",2,"11-20",101.293192679558,1.76975339573926
"no2","180-ppb","part_1",2,"21-30",101.192809254144,0.924179245135956
"no2","180-ppb","part_2",3,"1-10",100.571585773481,1.96324618153817
"no2","180-ppb","part_2",3,"11-20",100.591592265193,1.58171859288124
"no2","180-ppb","part_2",3,"21-30",100.972929972376,1.00276386111278
"no2","180-ppb","part_3",4,"1-10",100.818485359116,1.51099441263933
"no2","180-ppb","part_3",4,"11-20",100.723320303867,1.58508899289814
"no2","180-ppb","part_3",4,"21-30",100.676617127072,2.04061231955363
"no2","180-ppb","part_4",5,"1-10",100.273785359116,1.16766101790716
"no2","180-ppb","part_4",5,"11-20",100.861553867403,1.68266463396741
"no2","180-ppb","part_4",5,"21-30",100.794309944751,1.92056821537236
"no2","180-ppb","part_5",6,"1-10",102.158198895028,1.32024356865432
"no2","180-ppb","part_5",6,"11-20",101.305643646409,1.33762765876379
"no2","180-ppb","part_5",6,"21-30",101.61768660221,1.36619742245134
"no2","180-ppb","part_6",7,"1-10",100.821380110497,1.72550690685088
"no2","180-ppb","part_6",7,"11-20",102.340211464088,1.47562876140518
"no2","180-ppb","part_6",7,"21-30",101.055358563536,1.19037109613244
"no2","180-ppb","ref",1,"1-10",100.927184944751,2.31619149907562
"no2","180-ppb","ref",1,"11-20",101.518654972376,1.88322671919106
"no2","180-ppb","ref",1,"21-30",100.695447513812,1.44912181674742
"o3","0","part_1",2,"1-10",95.3963546646038,1.76605076795636
"o3","0","part_1",2,"11-20",94.697090295586,1.65512208762577
"o3","0","part_1",2,"21-30",93.6939256190114,1.82721785559966
"o3","0","part_2",3,"1-10",94.5021916475557,1.17176820172836
"o3","0","part_2",3,"11-20",93.8259194814133,1.46251823363395
"o3","0","part_2",3,"21-30",95.5348785284391,0.798545959348518
"o3","0","part_3",4,"1-10",94.0523675462219,0.919932757166147
"o3","0","part_3",4,"11-20",94.2700961297963,1.50666623034541
"o3","0","part_3",4,"21-30",93.9584232177164,1.3054725526746
"o3","0","part_4",5,"1-10",94.753753202095,0.84468391775138
"o3","0","part_4",5,"11-20",94.5953856234814,1.29288389478432
"o3","0","part_4",5,"21-30",94.7126726951953,1.19220149827189
"o3","0","part_5",6,"1-10",94.1466617986763,1.38396791965624
"o3","0","part_5",6,"11-20",94.5790991902399,1.15586467376015
"o3","0","part_5",6,"21-30",94.3310281336475,1.27142462942334
"o3","0","part_6",7,"1-10",94.9827885698228,1.48195094905776
"o3","0","part_6",7,"11-20",94.9740384097381,1.56047258631576
"o3","0","part_6",7,"21-30",94.1315064588633,1.21449587460751
"o3","0","ref",1,"1-10",94.8838997417584,1.26033865232886
"o3","0","ref",1,"11-20",94.5320825237063,1.45521012848689
"o3","0","ref",1,"21-30",94.4876867707569,2.01231430702148
"o3","0-ppb","part_1",2,"1-10",-0.0778631578947369,0.026102357097884
"o3","0-ppb","part_1",2,"11-20",-0.0791736842105263,0.0172802326254089
"o3","0-ppb","part_1",2,"21-30",-0.0806333333333334,0.0273572669953265
"o3","0-ppb","part_2",3,"1-10",-0.081419298245614,0.0262345001147793
"o3","0-ppb","part_2",3,"11-20",-0.0606456140350877,0.0329195210596482
"o3","0-ppb","part_2",3,"21-30",-0.073661403508772,0.0304860863391544
"o3","0-ppb","part_3",4,"1-10",-0.0661070175438596,0.0305249114081738
"o3","0-ppb","part_3",4,"11-20",-0.0770017543859649,0.0320930679657853
"o3","0-ppb","part_3",4,"21-30",-0.0722228070175439,0.0279192507559113
"o3","0-ppb","part_4",5,"1-10",-0.0871789473684211,0.0329156105831393
"o3","0-ppb","part_4",5,"11-20",-0.0725912280701754,0.0231133055431176
"o3","0-ppb","part_4",5,"21-30",-0.0707754385964912,0.0138140855411394
"o3","0-ppb","part_5",6,"1-10",-0.0853894736842105,0.0256503998316773
"o3","0-ppb","part_5",6,"11-20",-0.0746333333333333,0.0307134919918833
"o3","0-ppb","part_5",6,"21-30",-0.0750824561403508,0.0330286672353175
"o3","0-ppb","part_6",7,"1-10",-0.0786754385964913,0.0381081621192725
"o3","0-ppb","part_6",7,"11-20",-0.0743701754385965,0.0128786759985462
"o3","0-ppb","part_6",7,"21-30",-0.0822508771929824,0.0281116190767454
"o3","0-ppb","ref",1,"1-10",-0.0809315789473685,0.0270804405096947
"o3","0-ppb","ref",1,"11-20",-0.0638649122807017,0.0267875403176225
"o3","0-ppb","ref",1,"21-30",-0.0658631578947369,0.0259549923097541
"o3","135-ppb","part_1",2,"1-10",135.995022135861,0.0435858416697145
"o3","135-ppb","part_1",2,"11-20",135.963355447156,0.0414001782792889
"o3","135-ppb","part_1",2,"21-30",135.978061730455,0.0474992750990549
"o3","135-ppb","part_2",3,"1-10",135.97386834868,0.0336974355165695
"o3","135-ppb","part_2",3,"11-20",135.968277261719,0.051911703195514
"o3","135-ppb","part_2",3,"21-30",135.987737072561,0.0529840133940339
"o3","135-ppb","part_3",4,"1-10",136.003974408449,0.0497898515173409
"o3","135-ppb","part_3",4,"11-20",135.988233144653,0.019330332525068
"o3","135-ppb","part_3",4,"21-30",135.983250161706,0.0368284507927572
"o3","135-ppb","part_4",5,"1-10",135.963693203366,0.0334447817042952
"o3","135-ppb","part_4",5,"11-20",135.957876194276,0.0449992986175249
"o3","135-ppb","part_4",5,"21-30",135.973800151389,0.0379913726062488
"o3","135-ppb","part_5",6,"1-10",135.991342450942,0.0429190682630327
"o3","135-ppb","part_5",6,"11-20",135.968490868631,0.0404742315605815
"o3","135-ppb","part_5",6,"21-30",135.970116414886,0.0392964961290697
"o3","135-ppb","part_6",7,"1-10",135.985869977973,0.0386908272377251
"o3","135-ppb","part_6",7,"11-20",135.972712725598,0.0203635234825157
"o3","135-ppb","part_6",7,"21-30",136.002913695771,0.0232449701871079
"o3","135-ppb","ref",1,"1-10",136.01171805641,0.0538139201343269
"o3","135-ppb","ref",1,"11-20",135.972831466451,0.0546775645176239
"o3","135-ppb","ref",1,"21-30",136.001732671967,0.035114469803913
"o3","180-ppb","part_1",2,"1-10",180.411784831461,0.0462332047707342
"o3","180-ppb","part_1",2,"11-20",180.427965168539,0.0558031521112964
"o3","180-ppb","part_1",2,"21-30",180.405173595506,0.034078517543857
"o3","180-ppb","part_2",3,"1-10",180.412247191011,0.058064162823909
"o3","180-ppb","part_2",3,"11-20",180.398256741573,0.0562978648426255
"o3","180-ppb","part_2",3,"21-30",180.400317977528,0.03274574974836
"o3","180-ppb","part_3",4,"1-10",180.386514044944,0.0548877355359587
"o3","180-ppb","part_3",4,"11-20",180.420747191011,0.0725929099054318
"o3","180-ppb","part_3",4,"21-30",180.42764494382,0.0505655646951254
"o3","180-ppb","part_4",5,"1-10",180.408211235955,0.041583687958813
"o3","180-ppb","part_4",5,"11-20",180.416307865169,0.0561581649945887
"o3","180-ppb","part_4",5,"21-30",180.409396629213,0.0438814010207399
"o3","180-ppb","part_5",6,"1-10",180.401133146067,0.0516626334739056
"o3","180-ppb","part_5",6,"11-20",180.435179213483,0.0542884387648651
"o3","180-ppb","part_5",6,"21-30",180.413154494382,0.0448522163577895
"o3","180-ppb","part_6",7,"1-10",180.412346067416,0.0514121359144116
"o3","180-ppb","part_6",7,"11-20",180.416357865168,0.0365249555067621
"o3","180-ppb","part_6",7,"21-30",180.396642696629,0.0499817310955334
"o3","180-ppb","ref",1,"1-10",180.395643258427,0.0381254019149462
"o3","180-ppb","ref",1,"11-20",180.404706179775,0.0550903756353167
"o3","180-ppb","ref",1,"21-30",180.404594382022,0.0314567766446238
"o3","45-ppb","part_1",2,"1-10",44.8165237288136,0.041712490069591
"o3","45-ppb","part_1",2,"11-20",44.8052632768361,0.0417384156484801
"o3","45-ppb","part_1",2,"21-30",44.818704519774,0.0299659941174063
"o3","45-ppb","part_2",3,"1-10",44.8176491525424,0.0295820185485717
"o3","45-ppb","part_2",3,"11-20",44.8078192090396,0.0405503865282397
"o3","45-ppb","part_2",3,"21-30",44.8134598870057,0.0387488164889201
"o3","45-ppb","part_3",4,"1-10",44.8332531073446,0.0362101043504824
"o3","45-ppb","part_3",4,"11-20",44.8079802259887,0.0330360042267232
"o3","45-ppb","part_3",4,"21-30",44.8147468926554,0.0354227993762792
"o3","45-ppb","part_4",5,"1-10",44.8157757062147,0.0266900266949433
"o3","45-ppb","part_4",5,"11-20",44.8160723163842,0.0283554537037633
"o3","45-ppb","part_4",5,"21-30",44.8214418079096,0.0387794744302341
"o3","45-ppb","part_5",6,"1-10",44.8282627118644,0.0286911449130145
"o3","45-ppb","part_5",6,"11-20",44.8209192090396,0.0301196536203839
"o3","45-ppb","part_5",6,"21-30",44.8200242937853,0.0205600631977253
"o3","45-ppb","part_6",7,"1-10",44.8097785310734,0.0381514237259865
"o3","45-ppb","part_6",7,"11-20",44.7969564971751,0.0348475409855954
"o3","45-ppb","part_6",7,"21-30",44.8337389830509,0.0313290983963083
"o3","45-ppb","ref",1,"1-10",44.8283237288136,0.0259932296402856
"o3","45-ppb","ref",1,"11-20",44.8018717514124,0.039287334883426
"o3","45-ppb","ref",1,"21-30",44.8120677966102,0.026225764079448
"o3","90-ppb","part_1",2,"1-10",90.4240757062147,0.0231138733780144
"o3","90-ppb","part_1",2,"11-20",90.4480062146892,0.0288661621737853
"o3","90-ppb","part_1",2,"21-30",90.4601807909605,0.0161969105775588
"o3","90-ppb","part_2",3,"1-10",90.4521169491525,0.0299434021543093
"o3","90-ppb","part_2",3,"11-20",90.4404107344633,0.0304237587204034
"o3","90-ppb","part_2",3,"21-30",90.4558971751413,0.0243484973194369
"o3","90-ppb","part_3",4,"1-10",90.4539971751413,0.0370989756088363
"o3","90-ppb","part_3",4,"11-20",90.4410497175141,0.0266600259321564
"o3","90-ppb","part_3",4,"21-30",90.4485610169492,0.0235505887263592
"o3","90-ppb","part_4",5,"1-10",90.4553779661017,0.028415806444669
"o3","90-ppb","part_4",5,"11-20",90.4510446327683,0.0325840068611866
"o3","90-ppb","part_4",5,"21-30",90.4372497175141,0.0243868648262985
"o3","90-ppb","part_5",6,"1-10",90.440609039548,0.0345569725282531
"o3","90-ppb","part_5",6,"11-20",90.4644401129943,0.033516453652489
"o3","90-ppb","part_5",6,"21-30",90.4446101694915,0.015010021561137
"o3","90-ppb","part_6",7,"1-10",90.4620350282486,0.0315647249327598
"o3","90-ppb","part_6",7,"11-20",90.4524508474576,0.0260421475855404
"o3","90-ppb","part_6",7,"21-30",90.4498101694915,0.0327418656218668
"o3","90-ppb","ref",1,"1-10",90.4393355932203,0.0256287180188829
"o3","90-ppb","ref",1,"11-20",90.4333949152542,0.0183934103298274
"o3","90-ppb","ref",1,"21-30",90.427,0.0193157058392392
"so2","0-ppb","part_1",2,"1-10",-0.034827972027972,0.0184044315836569
"so2","0-ppb","part_1",2,"11-20",-0.0419258741258741,0.0221011532627484
"so2","0-ppb","part_1",2,"21-30",-0.0317286713286713,0.0134629100704874
"so2","0-ppb","part_2",3,"1-10",-0.0479006993006993,0.0266693840205144
"so2","0-ppb","part_2",3,"11-20",-0.0323,0.0176097472806147
"so2","0-ppb","part_2",3,"21-30",-0.0269111888111888,0.023512392426712
"so2","0-ppb","part_3",4,"1-10",-0.0297776223776224,0.0219794437889627
"so2","0-ppb","part_3",4,"11-20",-0.047748951048951,0.0141366312791756
"so2","0-ppb","part_3",4,"21-30",-0.0311867132867133,0.0115808522013039
"so2","0-ppb","part_4",5,"1-10",-0.032079020979021,0.0271058813827903
"so2","0-ppb","part_4",5,"11-20",-0.0459993006993007,0.0300447507470337
"so2","0-ppb","part_4",5,"21-30",-0.0329251748251748,0.0198829973550518
"so2","0-ppb","part_5",6,"1-10",-0.0429573426573427,0.022636178554838
"so2","0-ppb","part_5",6,"11-20",-0.0279678321678322,0.0255726728694416
"so2","0-ppb","part_5",6,"21-30",-0.0249391608391608,0.014135712856808
"so2","0-ppb","part_6",7,"1-10",-0.0370202797202797,0.0215192737996537
"so2","0-ppb","part_6",7,"11-20",-0.0350412587412587,0.0281647539828206
"so2","0-ppb","part_6",7,"21-30",-0.0380895104895105,0.0226470949131273
"so2","0-ppb","ref",1,"1-10",-0.042551048951049,0.0167250649508549
"so2","0-ppb","ref",1,"11-20",-0.0238111888111888,0.0191109977955293
"so2","0-ppb","ref",1,"21-30",-0.0388531468531469,0.0305073632712195
