pollutant,run,level,participant_id,replicate,mean_value,sd_value
co,corrida_3,4-μmol/mol,part_6,7,4.018,0.012
co,corrida_3,4-μmol/mol,part_6,7,4.028,0.011
co,corrida_3,4-μmol/mol,part_6,7,4.022,0.015
co,corrida_3,4-μmol/mol,part_7,8,4.023,0.012
co,corrida_3,4-μmol/mol,part_7,8,4.021,0.011
co,corrida_3,4-μmol/mol,part_7,8,4.024,0.012
co,corrida_3,4-μmol/mol,part_8,9,4.023,0.013
co,corrida_3,4-μmol/mol,part_8,9,4.024,0.013
co,corrida_3,4-μmol/mol,part_8,9,4.022,0.015
co,corrida_3,4-μmol/mol,part_9,10,4.021,0.012
co,corrida_3,4-μmol/mol,part_9,10,4.021,0.014
co,corrida_3,4-μmol/mol,part_9,10,4.021,0.014
co,corrida_3,4-μmol/mol,ref,1,4.023,0.013
co,corrida_3,4-μmol/mol,ref,1,4.02,0.015
co,corrida_3,4-μmol/mol,ref,1,4.018,0.012
co,corrida_4,6-μmol/mol,part_1,2,6.074,0.015
co,corrida_4,6-μmol/mol,part_1,2,6.069,0.014
co,corrida_4,6-μmol/mol,part_1,2,6.077,0.013
co,corrida_4,6-μmol/mol,part_2,3,6.075,0.011
co,corrida_4,6-μmol/mol,part_2,3,6.072,0.012
co,corrida_4,6-μmol/mol,part_2,3,6.074,0.012
co,corrida_4,6-μmol/mol,part_3,4,6.077,0.013
co,corrida_4,6-μmol/mol,part_3,4,6.072,0.015
co,corrida_4,6-μmol/mol,part_3,4,6.071,0.012
co,corrida_4,6-μmol/mol,part_4,5,6.072,0.013
co,corrida_4,6-μmol/mol,part_4,5,6.079,0.012
co,corrida_4,6-μmol/mol,part_4,5,6.074,0.014
co,corrida_4,6-μmol/mol,part_5,6,6.076,0.013
co,corrida_4,6-μmol/mol,part_5,6,6.072,0.015
co,corrida_4,6-μmol/mol,part_5,6,6.071,0.012
co,corrida_4,6-μmol/mol,part_6,7,6.065,0.011
co,corrida_4,6-μmol/mol,part_6,7,6.072,0.014
co,corrida_4,6-μmol/mol,part_6,7,6.067,0.013
co,corrida_4,6-μmol/mol,part_7,8,6.072,0.011
co,corrida_4,6-μmol/mol,part_7,8,6.076,0.016
co,corrida_4,6-μmol/mol,part_7,8,6.074,0.014
co,corrida_4,6-μmol/mol,part_8,9,6.07,0.013
co,corrida_4,6-μmol/mol,part_8,9,6.073,0.014
co,corrida_4,6-μmol/mol,part_8,9,6.065,0.013
co,corrida_4,6-μmol/mol,part_9,10,6.075,0.013
co,corrida_4,6-μmol/mol,part_9,10,6.075,0.012
co,corrida_4,6-μmol/mol,part_9,10,6.072,0.014
co,corrida_4,6-μmol/mol,ref,1,6.082,0.01
co,corrida_4,6-μmol/mol,ref,1,6.077,0.015
co,corrida_4,6-μmol/mol,ref,1,6.069,0.015
co,corrida_5,8-μmol/mol,part_1,2,8.038,0.07
co,corrida_5,8-μmol/mol,part_1,2,8.028,0.062
co,corrida_5,8-μmol/mol,part_1,2,8.04,0.059
co,corrida_5,8-μmol/mol,part_2,3,8.033,0.064
co,corrida_5,8-μmol/mol,part_2,3,8.027,0.064
co,corrida_5,8-μmol/mol,part_2,3,8.027,0.063
co,corrida_5,8-μmol/mol,part_3,4,8,0.054
co,corrida_5,8-μmol/mol,part_3,4,8.045,0.065
co,corrida_5,8-μmol/mol,part_3,4,8.041,0.06
co,corrida_5,8-μmol/mol,part_4,5,8.051,0.063
co,corrida_5,8-μmol/mol,part_4,5,8.05,0.064
co,corrida_5,8-μmol/mol,part_4,5,8.041,0.062
co,corrida_5,8-μmol/mol,part_5,6,8.028,0.06
co,corrida_5,8-μmol/mol,part_5,6,8.054,0.06
co,corrida_5,8-μmol/mol,part_5,6,8.053,0.063
co,corrida_5,8-μmol/mol,part_6,7,8.062,0.061
co,corrida_5,8-μmol/mol,part_6,7,7.991,0.037
co,corrida_5,8-μmol/mol,part_6,7,8.075,0.052
co,corrida_5,8-μmol/mol,part_7,8,8.038,0.059
co,corrida_5,8-μmol/mol,part_7,8,8.029,0.062
co,corrida_5,8-μmol/mol,part_7,8,8.048,0.057
co,corrida_5,8-μmol/mol,part_8,9,8.037,0.066
co,corrida_5,8-μmol/mol,part_8,9,8.034,0.063
co,corrida_5,8-μmol/mol,part_8,9,8.049,0.056
co,corrida_5,8-μmol/mol,part_9,10,8.048,0.065
co,corrida_5,8-μmol/mol,part_9,10,8.037,0.063
co,corrida_5,8-μmol/mol,part_9,10,8.038,0.062
co,corrida_5,8-μmol/mol,ref,1,8.028,0.062
co,corrida_5,8-μmol/mol,ref,1,8.049,0.064
co,corrida_5,8-μmol/mol,ref,1,8.039,0.062
no,corrida_1,0-nmol/mol,part_1,2,0.567,0.164
no,corrida_1,0-nmol/mol,part_1,2,0.596,0.147
no,corrida_1,0-nmol/mol,part_1,2,0.528,0.113
no,corrida_1,0-nmol/mol,part_2,3,0.538,0.116
no,corrida_1,0-nmol/mol,part_2,3,0.544,0.095
no,corrida_1,0-nmol/mol,part_2,3,0.613,0.148
no,corrida_1,0-nmol/mol,part_3,4,0.562,0.125
no,corrida_1,0-nmol/mol,part_3,4,0.538,0.147
no,corrida_1,0-nmol/mol,part_3,4,0.6,0.167
no,corrida_1,0-nmol/mol,part_4,5,0.544,0.114
no,corrida_1,0-nmol/mol,part_4,5,0.614,0.145
no,corrida_1,0-nmol/mol,part_4,5,0.546,0.125
no,corrida_1,0-nmol/mol,part_5,6,0.6,0.143
no,corrida_1,0-nmol/mol,part_5,6,0.583,0.155
no,corrida_1,0-nmol/mol,part_5,6,0.559,0.162
no,corrida_1,0-nmol/mol,part_6,7,0.543,0.134
no,corrida_1,0-nmol/mol,part_6,7,0.488,0.067
no,corrida_1,0-nmol/mol,part_6,7,0.55,0.149
no,corrida_1,0-nmol/mol,part_7,8,0.486,0.077
no,corrida_1,0-nmol/mol,part_7,8,0.535,0.112
no,corrida_1,0-nmol/mol,part_7,8,0.551,0.109
no,corrida_1,0-nmol/mol,part_8,9,0.543,0.139
no,corrida_1,0-nmol/mol,part_8,9,0.545,0.133
no,corrida_1,0-nmol/mol,part_8,9,0.528,0.094
no,corrida_1,0-nmol/mol,part_9,10,0.594,0.145
no,corrida_1,0-nmol/mol,part_9,10,0.605,0.107
no,corrida_1,0-nmol/mol,part_9,10,0.509,0.088
no,corrida_1,0-nmol/mol,ref,1,0.622,0.105
no,corrida_1,0-nmol/mol,ref,1,0.553,0.135
no,corrida_1,0-nmol/mol,ref,1,0.505,0.122
no,corrida_2,121-nmol/mol,part_1,2,120.367,0.092
no,corrida_2,121-nmol/mol,part_1,2,120.387,0.074
no,corrida_2,121-nmol/mol,part_1,2,120.358,0.062
no,corrida_2,121-nmol/mol,part_2,3,120.373,0.096
no,corrida_2,121-nmol/mol,part_2,3,120.342,0.097
no,corrida_2,121-nmol/mol,part_2,3,120.354,0.076
no,corrida_2,121-nmol/mol,part_3,4,120.367,0.056
no,corrida_2,121-nmol/mol,part_3,4,120.341,0.072
no,corrida_2,121-nmol/mol,part_3,4,120.358,0.066
no,corrida_2,121-nmol/mol,part_4,5,120.311,0.074
no,corrida_2,121-nmol/mol,part_4,5,120.374,0.081
no,corrida_2,121-nmol/mol,part_4,5,120.378,0.097
no,corrida_2,121-nmol/mol,part_5,6,120.36,0.052
no,corrida_2,121-nmol/mol,part_5,6,120.344,0.054
no,corrida_2,121-nmol/mol,part_5,6,120.313,0.04
no,corrida_2,121-nmol/mol,part_6,7,120.378,0.088
no,corrida_2,121-nmol/mol,part_6,7,120.384,0.065
no,corrida_2,121-nmol/mol,part_6,7,120.353,0.051
no,corrida_2,121-nmol/mol,part_7,8,120.34,0.042
no,corrida_2,121-nmol/mol,part_7,8,120.339,0.045
no,corrida_2,121-nmol/mol,part_7,8,120.346,0.065
no,corrida_2,121-nmol/mol,part_8,9,120.358,0.117
no,corrida_2,121-nmol/mol,part_8,9,120.346,0.063
no,corrida_2,121-nmol/mol,part_8,9,120.337,0.083
no,corrida_2,121-nmol/mol,part_9,10,120.368,0.06
no,corrida_2,121-nmol/mol,part_9,10,120.331,0.088
no,corrida_2,121-nmol/mol,part_9,10,120.35,0.072
no,corrida_2,121-nmol/mol,ref,1,120.35,0.061
no,corrida_2,121-nmol/mol,ref,1,120.352,0.081
no,corrida_2,121-nmol/mol,ref,1,120.318,0.095
no,corrida_3,122-nmol/mol,part_1,2,40.731,0.046
no,corrida_3,122-nmol/mol,part_1,2,40.726,0.041
no,corrida_3,122-nmol/mol,part_1,2,40.726,0.05
no,corrida_3,122-nmol/mol,part_2,3,40.736,0.051
no,corrida_3,122-nmol/mol,part_2,3,40.755,0.05
no,corrida_3,122-nmol/mol,part_2,3,40.744,0.052
no,corrida_3,122-nmol/mol,part_3,4,40.715,0.041
no,corrida_3,122-nmol/mol,part_3,4,40.718,0.052
no,corrida_3,122-nmol/mol,part_3,4,40.752,0.032
no,corrida_3,122-nmol/mol,part_4,5,40.732,0.046
no,corrida_3,122-nmol/mol,part_4,5,40.709,0.034
no,corrida_3,122-nmol/mol,part_4,5,40.726,0.031
no,corrida_3,122-nmol/mol,part_5,6,40.736,0.047
no,corrida_3,122-nmol/mol,part_5,6,40.725,0.043
no,corrida_3,122-nmol/mol,part_5,6,40.727,0.056
no,corrida_3,122-nmol/mol,part_6,7,40.716,0.05
no,corrida_3,122-nmol/mol,part_6,7,40.742,0.066
no,corrida_3,122-nmol/mol,part_6,7,40.734,0.067
no,corrida_3,122-nmol/mol,part_7,8,40.734,0.06
no,corrida_3,122-nmol/mol,part_7,8,40.703,0.062
no,corrida_3,122-nmol/mol,part_7,8,40.752,0.04
no,corrida_3,122-nmol/mol,part_8,9,40.74,0.041
no,corrida_3,122-nmol/mol,part_8,9,40.734,0.058
no,corrida_3,122-nmol/mol,part_8,9,40.736,0.058
no,corrida_3,122-nmol/mol,part_9,10,40.746,0.043
no,corrida_3,122-nmol/mol,part_9,10,40.719,0.036
no,corrida_3,122-nmol/mol,part_9,10,40.707,0.046
no,corrida_3,122-nmol/mol,ref,1,40.696,0.057
no,corrida_3,122-nmol/mol,ref,1,40.757,0.072
no,corrida_3,122-nmol/mol,ref,1,40.731,0.049
no,corrida_4,180-nmol/mol,part_1,2,182.317,0.225
no,corrida_4,180-nmol/mol,part_1,2,182.224,0.249
no,corrida_4,180-nmol/mol,part_1,2,182.257,0.289
no,corrida_4,180-nmol/mol,part_2,3,182.172,0.248
no,corrida_4,180-nmol/mol,part_2,3,182.137,0.226
no,corrida_4,180-nmol/mol,part_2,3,182.267,0.232
no,corrida_4,180-nmol/mol,part_3,4,182.185,0.225
no,corrida_4,180-nmol/mol,part_3,4,182.211,0.274
no,corrida_4,180-nmol/mol,part_3,4,182.189,0.252
no,corrida_4,180-nmol/mol,part_4,5,182.412,0.221
no,corrida_4,180-nmol/mol,part_4,5,182.244,0.286
no,corrida_4,180-nmol/mol,part_4,5,182.208,0.245
no,corrida_4,180-nmol/mol,part_5,6,182.454,0.212
no,corrida_4,180-nmol/mol,part_5,6,182.184,0.245
no,corrida_4,180-nmol/mol,part_5,6,182.379,0.245
no,corrida_4,180-nmol/mol,part_6,7,182.266,0.273
no,corrida_4,180-nmol/mol,part_6,7,182.285,0.214
no,corrida_4,180-nmol/mol,part_6,7,182.289,0.251
no,corrida_4,180-nmol/mol,part_7,8,182.313,0.256
no,corrida_4,180-nmol/mol,part_7,8,182.221,0.287
no,corrida_4,180-nmol/mol,part_7,8,182.145,0.225
no,corrida_4,180-nmol/mol,part_8,9,182.309,0.27
no,corrida_4,180-nmol/mol,part_8,9,182.333,0.232
no,corrida_4,180-nmol/mol,part_8,9,182.256,0.269
no,corrida_4,180-nmol/mol,part_9,10,182.351,0.236
no,corrida_4,180-nmol/mol,part_9,10,182.227,0.234
no,corrida_4,180-nmol/mol,part_9,10,182.206,0.303
no,corrida_4,180-nmol/mol,ref,1,182.202,0.257
no,corrida_4,180-nmol/mol,ref,1,182.131,0.252
no,corrida_4,180-nmol/mol,ref,1,182.321,0.293
no,corrida_5,181-nmol/mol,part_1,2,180.215,0.076
no,corrida_5,181-nmol/mol,part_1,2,180.18,0.072
no,corrida_5,181-nmol/mol,part_1,2,180.219,0.098
no,corrida_5,181-nmol/mol,part_2,3,180.191,0.094
no,corrida_5,181-nmol/mol,part_2,3,180.21,0.04
no,corrida_5,181-nmol/mol,part_2,3,180.235,0.071
no,corrida_5,181-nmol/mol,part_3,4,180.217,0.057
no,corrida_5,181-nmol/mol,part_3,4,180.244,0.041
no,corrida_5,181-nmol/mol,part_3,4,180.167,0.085
no,corrida_5,181-nmol/mol,part_4,5,180.228,0.066
no,corrida_5,181-nmol/mol,part_4,5,180.228,0.069
no,corrida_5,181-nmol/mol,part_4,5,180.222,0.086
no,corrida_5,181-nmol/mol,part_5,6,180.22,0.045
no,corrida_5,181-nmol/mol,part_5,6,180.213,0.091
no,corrida_5,181-nmol/mol,part_5,6,180.191,0.055
no,corrida_5,181-nmol/mol,part_6,7,180.165,0.071
no,corrida_5,181-nmol/mol,part_6,7,180.239,0.074
no,corrida_5,181-nmol/mol,part_6,7,180.276,0.043
no,corrida_5,181-nmol/mol,part_7,8,180.17,0.088
no,corrida_5,181-nmol/mol,part_7,8,180.184,0.06
no,corrida_5,181-nmol/mol,part_7,8,180.211,0.113
no,corrida_5,181-nmol/mol,part_8,9,180.229,0.081
no,corrida_5,181-nmol/mol,part_8,9,180.228,0.066
no,corrida_5,181-nmol/mol,part_8,9,180.203,0.059
no,corrida_5,181-nmol/mol,part_9,10,180.194,0.1
no,corrida_5,181-nmol/mol,part_9,10,180.211,0.084
no,corrida_5,181-nmol/mol,part_9,10,180.235,0.049
no,corrida_5,181-nmol/mol,ref,1,180.173,0.076
no,corrida_5,181-nmol/mol,ref,1,180.19,0.064
no,corrida_5,181-nmol/mol,ref,1,180.185,0.055
no,corrida_6,182-nmol/mol,part_1,2,75.852,0.538
no,corrida_6,182-nmol/mol,part_1,2,76.117,0.196
no,corrida_6,182-nmol/mol,part_1,2,75.944,0.228
no,corrida_6,182-nmol/mol,part_2,3,76.055,0.267
no,corrida_6,182-nmol/mol,part_2,3,75.984,0.386
no,corrida_6,182-nmol/mol,part_2,3,75.844,0.426
no,corrida_6,182-nmol/mol,part_3,4,76.114,0.279
no,corrida_6,182-nmol/mol,part_3,4,76.047,0.358
no,corrida_6,182-nmol/mol,part_3,4,76.216,0.302
no,corrida_6,182-nmol/mol,part_4,5,76.095,0.272
no,corrida_6,182-nmol/mol,part_4,5,76.324,0.237
no,corrida_6,182-nmol/mol,part_4,5,76.119,0.323
no,corrida_6,182-nmol/mol,part_5,6,76.128,0.18
no,corrida_6,182-nmol/mol,part_5,6,76.21,0.328
no,corrida_6,182-nmol/mol,part_5,6,76.22,0.312
no,corrida_6,182-nmol/mol,part_6,7,76.09,0.22
no,corrida_6,182-nmol/mol,part_6,7,76.105,0.321
no,corrida_6,182-nmol/mol,part_6,7,76.188,0.391
no,corrida_6,182-nmol/mol,part_7,8,76.199,0.379
no,corrida_6,182-nmol/mol,part_7,8,76.042,0.229
no,corrida_6,182-nmol/mol,part_7,8,75.952,0.343
no,corrida_6,182-nmol/mol,part_8,9,76.179,0.264
no,corrida_6,182-nmol/mol,part_8,9,76.236,0.337
no,corrida_6,182-nmol/mol,part_8,9,76.214,0.403
no,corrida_6,182-nmol/mol,part_9,10,76.274,0.309
no,corrida_6,182-nmol/mol,part_9,10,76.01,0.396
no,corrida_6,182-nmol/mol,part_9,10,76.019,0.34
no,corrida_6,182-nmol/mol,ref,1,76.004,0.38
no,corrida_6,182-nmol/mol,ref,1,75.999,0.114
no,corrida_6,182-nmol/mol,ref,1,76.145,0.451
no,corrida_7,42-nmol/mol,part_1,2,24.918,0.612
no,corrida_7,42-nmol/mol,part_1,2,25.311,1.218
no,corrida_7,42-nmol/mol,part_1,2,24.991,0.93
no,corrida_7,42-nmol/mol,part_2,3,24.687,0.806
no,corrida_7,42-nmol/mol,part_2,3,25.79,1.546
no,corrida_7,42-nmol/mol,part_2,3,24.892,0.925
no,corrida_7,42-nmol/mol,part_3,4,24.914,0.937
no,corrida_7,42-nmol/mol,part_3,4,25.006,1.501
no,corrida_7,42-nmol/mol,part_3,4,24.564,1.012
no,corrida_7,42-nmol/mol,part_4,5,24.904,0.831
no,corrida_7,42-nmol/mol,part_4,5,24.731,1.163
no,corrida_7,42-nmol/mol,part_4,5,24.319,0.826
no,corrida_7,42-nmol/mol,part_5,6,24.974,1
no,corrida_7,42-nmol/mol,part_5,6,24.792,1.651
no,corrida_7,42-nmol/mol,part_5,6,25.238,1.053
no,corrida_7,42-nmol/mol,part_6,7,25.118,0.922
no,corrida_7,42-nmol/mol,part_6,7,24.691,1.569
no,corrida_7,42-nmol/mol,part_6,7,25.057,1.609
no,corrida_7,42-nmol/mol,part_7,8,24.106,0.573
no,corrida_7,42-nmol/mol,part_7,8,24.291,1.41
no,corrida_7,42-nmol/mol,part_7,8,25.047,1.032
no,corrida_7,42-nmol/mol,part_8,9,24.589,1.272
no,corrida_7,42-nmol/mol,part_8,9,25.237,0.557
no,corrida_7,42-nmol/mol,part_8,9,25.067,1.424
no,corrida_7,42-nmol/mol,part_9,10,24.861,1.289
no,corrida_7,42-nmol/mol,part_9,10,25.198,1.39
no,corrida_7,42-nmol/mol,part_9,10,24.347,1.516
no,corrida_7,42-nmol/mol,ref,1,24.858,0.691
no,corrida_7,42-nmol/mol,ref,1,24.787,0.768
no,corrida_7,42-nmol/mol,ref,1,24.444,1.197
no,corrida_8,81-nmol/mol,part_1,2,80.693,0.04
no,corrida_8,81-nmol/mol,part_1,2,80.682,0.05
no,corrida_8,81-nmol/mol,part_1,2,80.685,0.039
no,corrida_8,81-nmol/mol,part_2,3,80.685,0.034
no,corrida_8,81-nmol/mol,part_2,3,80.685,0.03
no,corrida_8,81-nmol/mol,part_2,3,80.69,0.031
no,corrida_8,81-nmol/mol,part_3,4,80.675,0.038
no,corrida_8,81-nmol/mol,part_3,4,80.644,0.055
no,corrida_8,81-nmol/mol,part_3,4,80.677,0.044
no,corrida_8,81-nmol/mol,part_4,5,80.669,0.044
no,corrida_8,81-nmol/mol,part_4,5,80.685,0.028
no,corrida_8,81-nmol/mol,part_4,5,80.691,0.048
no,corrida_8,81-nmol/mol,part_5,6,80.684,0.029
no,corrida_8,81-nmol/mol,part_5,6,80.672,0.028
no,corrida_8,81-nmol/mol,part_5,6,80.67,0.035
no,corrida_8,81-nmol/mol,part_6,7,80.674,0.031
no,corrida_8,81-nmol/mol,part_6,7,80.67,0.035
no,corrida_8,81-nmol/mol,part_6,7,80.702,0.051
no,corrida_8,81-nmol/mol,part_7,8,80.68,0.044
no,corrida_8,81-nmol/mol,part_7,8,80.676,0.046
no,corrida_8,81-nmol/mol,part_7,8,80.698,0.048
no,corrida_8,81-nmol/mol,part_8,9,80.67,0.027
no,corrida_8,81-nmol/mol,part_8,9,80.707,0.041
no,corrida_8,81-nmol/mol,part_8,9,80.68,0.046
no,corrida_8,81-nmol/mol,part_9,10,80.69,0.038
no,corrida_8,81-nmol/mol,part_9,10,80.689,0.051
no,corrida_8,81-nmol/mol,part_9,10,80.684,0.048
no,corrida_8,81-nmol/mol,ref,1,80.678,0.052
no,corrida_8,81-nmol/mol,ref,1,80.682,0.056
no,corrida_8,81-nmol/mol,ref,1,80.691,0.059
no,corrida_9,82-nmol/mol,part_1,2,25.684,0.081
no,corrida_9,82-nmol/mol,part_1,2,25.662,0.106
no,corrida_9,82-nmol/mol,part_1,2,25.708,0.09
no,corrida_9,82-nmol/mol,part_2,3,25.676,0.07
no,corrida_9,82-nmol/mol,part_2,3,25.718,0.095
no,corrida_9,82-nmol/mol,part_2,3,25.718,0.106
no,corrida_9,82-nmol/mol,part_3,4,25.707,0.093
no,corrida_9,82-nmol/mol,part_3,4,25.744,0.094
no,corrida_9,82-nmol/mol,part_3,4,25.738,0.077
no,corrida_9,82-nmol/mol,part_4,5,25.749,0.109
no,corrida_9,82-nmol/mol,part_4,5,25.7,0.098
no,corrida_9,82-nmol/mol,part_4,5,25.738,0.083
no,corrida_9,82-nmol/mol,part_5,6,25.735,0.07
no,corrida_9,82-nmol/mol,part_5,6,25.71,0.108
no,corrida_9,82-nmol/mol,part_5,6,25.716,0.098
no,corrida_9,82-nmol/mol,part_6,7,25.633,0.092
no,corrida_9,82-nmol/mol,part_6,7,25.705,0.132
no,corrida_9,82-nmol/mol,part_6,7,25.659,0.122
no,corrida_9,82-nmol/mol,part_7,8,25.71,0.127
no,corrida_9,82-nmol/mol,part_7,8,25.651,0.097
no,corrida_9,82-nmol/mol,part_7,8,25.699,0.108
no,corrida_9,82-nmol/mol,part_8,9,25.68,0.119
no,corrida_9,82-nmol/mol,part_8,9,25.716,0.106
no,corrida_9,82-nmol/mol,part_8,9,25.703,0.144
no,corrida_9,82-nmol/mol,part_9,10,25.687,0.123
no,corrida_9,82-nmol/mol,part_9,10,25.781,0.091
no,corrida_9,82-nmol/mol,part_9,10,25.727,0.1
no,corrida_9,82-nmol/mol,ref,1,25.629,0.11
no,corrida_9,82-nmol/mol,ref,1,25.703,0.091
no,corrida_9,82-nmol/mol,ref,1,25.712,0.109
no2,corrida_1,0-nmol/mol,part_1,2,0.067,0.153
no2,corrida_1,0-nmol/mol,part_1,2,0.206,0.174
no2,corrida_1,0-nmol/mol,part_1,2,0.155,0.177
no2,corrida_1,0-nmol/mol,part_2,3,0.052,0.177
no2,corrida_1,0-nmol/mol,part_2,3,0.069,0.181
no2,corrida_1,0-nmol/mol,part_2,3,0.107,0.185
no2,corrida_1,0-nmol/mol,part_3,4,0.152,0.175
no2,corrida_1,0-nmol/mol,part_3,4,0.102,0.191
no2,corrida_1,0-nmol/mol,part_3,4,0.105,0.12
no2,corrida_1,0-nmol/mol,part_4,5,0.206,0.151
no2,corrida_1,0-nmol/mol,part_4,5,0.244,0.174
no2,corrida_1,0-nmol/mol,part_4,5,0.158,0.178
no2,corrida_1,0-nmol/mol,part_5,6,0.156,0.125
no2,corrida_1,0-nmol/mol,part_5,6,0.058,0.115
no2,corrida_1,0-nmol/mol,part_5,6,0.058,0.126
no2,corrida_1,0-nmol/mol,part_6,7,0.122,0.176
no2,corrida_1,0-nmol/mol,part_6,7,0.148,0.18
no2,corrida_1,0-nmol/mol,part_6,7,0.14,0.183
no2,corrida_1,0-nmol/mol,part_7,8,0.13,0.182
no2,corrida_1,0-nmol/mol,part_7,8,0.161,0.143
no2,corrida_1,0-nmol/mol,part_7,8,0.167,0.147
no2,corrida_1,0-nmol/mol,part_8,9,0.136,0.182
no2,corrida_1,0-nmol/mol,part_8,9,0.203,0.192
no2,corrida_1,0-nmol/mol,part_8,9,0.127,0.165
no2,corrida_1,0-nmol/mol,part_9,10,0.13,0.152
no2,corrida_1,0-nmol/mol,part_9,10,0.057,0.131
no2,corrida_1,0-nmol/mol,part_9,10,0.07,0.122
no2,corrida_1,0-nmol/mol,ref,1,0.166,0.156
no2,corrida_1,0-nmol/mol,ref,1,0.218,0.158
