"pollutant","level","replicate","participant_id","sample_id","value"
"co","2-ppm",4,"part_3",10,2.01904255319149
"co","4-ppm",1,"ref",1,4.00563636363636
"co","4-ppm",1,"ref",2,4.03683333333333
"co","4-ppm",1,"ref",3,4.0098
"co","4-ppm",1,"ref",4,4.01174545454545
"co","4-ppm",1,"ref",5,4.00985454545455
"co","4-ppm",1,"ref",6,4.03435714285714
"co","4-ppm",1,"ref",7,4.03738095238095
"co","4-ppm",1,"ref",8,4.03413095238095
"co","4-ppm",1,"ref",9,4.00052727272727
"co","4-ppm",1,"ref",10,4.00985454545455
"co","4-ppm",2,"part_1",1,4.01790909090909
"co","4-ppm",2,"part_1",2,4.01134545454545
"co","4-ppm",2,"part_1",3,4.00981818181818
"co","4-ppm",2,"part_1",4,4.0339880952381
"co","4-ppm",2,"part_1",5,4.0342619047619
"co","4-ppm",2,"part_1",6,4.03519047619048
"co","4-ppm",2,"part_1",7,4.03569047619048
"co","4-ppm",2,"part_1",8,4.00838181818182
"co","4-ppm",2,"part_1",9,4.01081818181818
"co","4-ppm",2,"part_1",10,4.00967272727273
"co","4-ppm",3,"part_2",1,4.03776190476191
"co","4-ppm",3,"part_2",2,4.00825454545455
"co","4-ppm",3,"part_2",3,4.03532142857143
"co","4-ppm",3,"part_2",4,4.03580952380952
"co","4-ppm",3,"part_2",5,4.03629761904762
"co","4-ppm",3,"part_2",6,4.01265454545455
"co","4-ppm",3,"part_2",7,4.03407142857143
"co","4-ppm",3,"part_2",8,4.01058181818182
"co","4-ppm",3,"part_2",9,4.01892727272727
"co","4-ppm",3,"part_2",10,4.03517857142857
"co","4-ppm",4,"part_3",1,4.01478181818182
"co","4-ppm",4,"part_3",2,4.03820238095238
"co","4-ppm",4,"part_3",3,4.03379761904762
"co","4-ppm",4,"part_3",4,4.00776363636364
"co","4-ppm",4,"part_3",5,4.01138181818182
"co","4-ppm",4,"part_3",6,4.03365476190476
"co","4-ppm",4,"part_3",7,4.03555952380952
"co","4-ppm",4,"part_3",8,4.0092
"co","4-ppm",4,"part_3",9,4.03464285714286
"co","4-ppm",4,"part_3",10,4.03492857142857
"co","6-ppm",1,"ref",1,6.08904761904762
"co","6-ppm",1,"ref",2,6.0643908045977
"co","6-ppm",1,"ref",3,6.05802298850575
"co","6-ppm",1,"ref",4,6.06066666666667
"co","6-ppm",1,"ref",5,6.08680952380952
"co","6-ppm",1,"ref",6,6.0837619047619
"co","6-ppm",1,"ref",7,6.08184523809524
"co","6-ppm",1,"ref",8,6.08438095238095
"co","6-ppm",1,"ref",9,6.08629761904762
"co","6-ppm",1,"ref",10,6.08285714285714
"co","6-ppm",2,"part_1",1,6.08138095238095
"co","6-ppm",2,"part_1",2,6.08570238095238
"co","6-ppm",2,"part_1",3,6.08813095238095
"co","6-ppm",2,"part_1",4,6.08760714285714
"co","6-ppm",2,"part_1",5,6.06129885057471
"co","6-ppm",2,"part_1",6,6.05450574712644
"co","6-ppm",2,"part_1",7,6.08635714285714
"co","6-ppm",2,"part_1",8,6.08625
"co","6-ppm",2,"part_1",9,6.0615632183908
"co","6-ppm",2,"part_1",10,6.08080952380952
"co","6-ppm",3,"part_2",1,6.08161904761905
"co","6-ppm",3,"part_2",2,6.05349425287356
"co","6-ppm",3,"part_2",3,6.06489655172414
"co","6-ppm",3,"part_2",4,6.06090804597701
"co","6-ppm",3,"part_2",5,6.08914285714286
"co","6-ppm",3,"part_2",6,6.08585714285714
"co","6-ppm",3,"part_2",7,6.0594367816092
"co","6-ppm",3,"part_2",8,6.05931034482759
"co","6-ppm",3,"part_2",9,6.06220689655172
"co","6-ppm",3,"part_2",10,6.08521428571429
"co","6-ppm",4,"part_3",1,6.05703448275862
"co","6-ppm",4,"part_3",2,6.08580952380952
"co","6-ppm",4,"part_3",3,6.06091954022988
"co","6-ppm",4,"part_3",4,6.06280459770115
"co","6-ppm",4,"part_3",5,6.0840119047619
"co","6-ppm",4,"part_3",6,6.05983908045977
"co","6-ppm",4,"part_3",7,6.08566666666667
"co","6-ppm",4,"part_3",8,6.05908045977012
"co","6-ppm",4,"part_3",9,6.08763095238095
"co","6-ppm",4,"part_3",10,6.0854880952381
"co","8-ppm",1,"ref",1,7.97717647058824
"co","8-ppm",1,"ref",2,7.97514705882353
"co","8-ppm",1,"ref",3,7.99776470588235
"co","8-ppm",1,"ref",4,7.97363725490196
"co","8-ppm",1,"ref",5,8.00589215686274
"co","8-ppm",1,"ref",6,7.96758823529412
"co","8-ppm",1,"ref",7,8.09609782608696
"co","8-ppm",1,"ref",8,7.98703921568627
"co","8-ppm",1,"ref",9,7.97410784313726
"co","8-ppm",1,"ref",10,7.9845
"co","8-ppm",2,"part_1",1,8.09745652173913
"co","8-ppm",2,"part_1",2,7.96433333333333
"co","8-ppm",2,"part_1",3,8.10019565217391
"co","8-ppm",2,"part_1",4,8.10498913043478
"co","8-ppm",2,"part_1",5,8.11564130434783
"co","8-ppm",2,"part_1",6,8.09641304347826
"co","8-ppm",2,"part_1",7,8.09802173913043
"co","8-ppm",2,"part_1",8,8.10121739130435
"co","8-ppm",2,"part_1",9,8.10388043478261
"co","8-ppm",2,"part_1",10,7.99994117647059
"co","8-ppm",3,"part_2",1,7.97577450980392
"co","8-ppm",3,"part_2",2,8.08633695652174
"co","8-ppm",3,"part_2",3,8.11738043478261
"co","8-ppm",3,"part_2",4,7.97160784313725
"co","8-ppm",3,"part_2",5,8.10401086956522
"co","8-ppm",3,"part_2",6,7.983
"co","8-ppm",3,"part_2",7,8.10701086956522
"co","8-ppm",3,"part_2",8,8.10013043478261
"co","8-ppm",3,"part_2",9,8.09083695652174
"co","8-ppm",3,"part_2",10,8.09935869565217
"co","8-ppm",4,"part_3",1,7.98194117647059
"co","8-ppm",4,"part_3",2,8.08535869565217
"co","8-ppm",4,"part_3",3,8.10221739130435
"co","8-ppm",4,"part_3",4,7.99826470588235
"co","8-ppm",4,"part_3",5,8.09130434782609
"co","8-ppm",4,"part_3",6,8.10032608695652
"co","8-ppm",4,"part_3",7,7.98350980392157
"co","8-ppm",4,"part_3",8,7.99286274509804
"co","8-ppm",4,"part_3",9,8.10147826086956
"co","8-ppm",4,"part_3",10,8.10705434782609
"no","0-ppb",1,"ref",1,0.455833333333333
"no","0-ppb",1,"ref",2,0.634090909090909
"no","0-ppb",1,"ref",3,0.470666666666667
"no","0-ppb",1,"ref",4,0.441777777777778
"no","0-ppb",1,"ref",5,0.678068181818182
"no","0-ppb",1,"ref",6,0.728863636363636
"no","0-ppb",1,"ref",7,0.609545454545455
"no","0-ppb",1,"ref",8,0.444388888888889
"no","0-ppb",1,"ref",9,0.768068181818182
"no","0-ppb",1,"ref",10,0.449277777777778
"no","0-ppb",2,"part_1",1,0.472555555555556
"no","0-ppb",2,"part_1",2,0.483888888888889
"no","0-ppb",2,"part_1",3,0.531363636363636
"no","0-ppb",2,"part_1",4,0.79375
"no","0-ppb",2,"part_1",5,0.498222222222222
"no","0-ppb",2,"part_1",6,0.453888888888889
"no","0-ppb",2,"part_1",7,0.75625
"no","0-ppb",2,"part_1",8,0.473444444444444
"no","0-ppb",2,"part_1",9,0.786590909090909
"no","0-ppb",2,"part_1",10,0.475444444444444
"no","0-ppb",3,"part_2",1,0.420222222222222
"no","0-ppb",3,"part_2",2,0.852840909090909
"no","0-ppb",3,"part_2",3,0.462388888888889
"no","0-ppb",3,"part_2",4,0.4485
"no","0-ppb",3,"part_2",5,0.439
"no","0-ppb",3,"part_2",6,0.469444444444444
"no","0-ppb",3,"part_2",7,0.464611111111111
"no","0-ppb",3,"part_2",8,0.5475
"no","0-ppb",3,"part_2",9,0.545568181818182
"no","0-ppb",3,"part_2",10,0.747840909090909
"no","0-ppb",4,"part_3",1,0.797272727272727
"no","0-ppb",4,"part_3",2,0.446611111111111
"no","0-ppb",4,"part_3",3,0.472055555555556
"no","0-ppb",4,"part_3",4,0.721136363636364
"no","0-ppb",4,"part_3",5,0.612727272727273
"no","0-ppb",4,"part_3",6,0.784431818181818
"no","0-ppb",4,"part_3",7,0.434111111111111
"no","0-ppb",4,"part_3",8,0.802613636363636
"no","0-ppb",4,"part_3",9,0.729204545454545
"no","0-ppb",4,"part_3",10,0.502388888888889
"no","121-ppb",1,"ref",1,120.471936758893
"no","121-ppb",1,"ref",2,120.341501976285
"no","121-ppb",1,"ref",3,120.47233201581
"no","121-ppb",1,"ref",4,120.325296442688
"no","121-ppb",1,"ref",5,120.325691699605
"no","121-ppb",1,"ref",6,120.191699604743
"no","121-ppb",1,"ref",7,120.329644268775
"no","121-ppb",1,"ref",8,120.270355731225
"no","121-ppb",1,"ref",9,120.254150197628
"no","121-ppb",1,"ref",10,120.361264822134
"no","121-ppb",2,"part_1",1,120.34347826087
"no","121-ppb",2,"part_1",2,120.269169960474
"no","121-ppb",2,"part_1",3,120.255335968379
"no","121-ppb",2,"part_1",4,120.466798418972
"no","121-ppb",2,"part_1",5,120.369960474308
"no","121-ppb",2,"part_1",6,120.450197628458
"no","121-ppb",2,"part_1",7,120.387747035573
"no","121-ppb",2,"part_1",8,120.371541501976
"no","121-ppb",2,"part_1",9,120.299604743083
"no","121-ppb",2,"part_1",10,120.389723320158
"no","121-ppb",3,"part_2",1,120.271146245059
"no","121-ppb",3,"part_2",2,120.3
"no","121-ppb",3,"part_2",3,120.399209486166
"no","121-ppb",3,"part_2",4,120.429644268775
"no","121-ppb",3,"part_2",5,120.33557312253
"no","121-ppb",3,"part_2",6,120.483003952569
"no","121-ppb",3,"part_2",7,120.231225296443
"no","121-ppb",3,"part_2",8,120.270355731225
"no","121-ppb",3,"part_2",9,120.379841897233
"no","121-ppb",3,"part_2",10,120.306324110672
"no","121-ppb",4,"part_3",1,120.349802371542
"no","121-ppb",4,"part_3",2,120.418577075099
"no","121-ppb",4,"part_3",3,120.494071146245
"no","121-ppb",4,"part_3",4,120.373517786561
"no","121-ppb",4,"part_3",5,120.309090909091
"no","121-ppb",4,"part_3",6,120.32371541502
"no","121-ppb",4,"part_3",7,120.228853754941
"no","121-ppb",4,"part_3",8,120.379051383399
"no","121-ppb",4,"part_3",9,120.361264822134
"no","121-ppb",4,"part_3",10,120.392885375494
"no","122-ppb",1,"ref",1,40.7344186046512
"no","122-ppb",1,"ref",2,40.7546511627907
"no","122-ppb",1,"ref",3,40.7748837209302
"no","122-ppb",1,"ref",4,40.7704651162791
"no","122-ppb",1,"ref",5,40.6775581395349
"no","122-ppb",1,"ref",6,40.7098837209302
"no","122-ppb",1,"ref",7,40.7323255813954
"no","122-ppb",1,"ref",8,40.7346511627907
"no","122-ppb",1,"ref",9,40.7413953488372
"no","122-ppb",1,"ref",10,40.7568604651163
"no","122-ppb",2,"part_1",1,40.6445348837209
"no","122-ppb",2,"part_1",2,40.7688372093023
"no","122-ppb",2,"part_1",3,40.7882558139535
"no","122-ppb",2,"part_1",4,40.6441860465116
"no","122-ppb",2,"part_1",5,40.665
"no","122-ppb",2,"part_1",6,40.6101162790698
"no","122-ppb",2,"part_1",7,40.7882558139535
"no","122-ppb",2,"part_1",8,40.7675581395349
"no","122-ppb",2,"part_1",9,40.7183720930233
"no","122-ppb",2,"part_1",10,40.8041860465116
"no","122-ppb",3,"part_2",1,40.7996511627907
"no","122-ppb",3,"part_2",2,40.7066279069767
"no","122-ppb",3,"part_2",3,40.7017441860465
"no","122-ppb",3,"part_2",4,40.7188372093023
"no","122-ppb",3,"part_2",5,40.7341860465116
"no","122-ppb",3,"part_2",6,40.7341860465116
"no","122-ppb",3,"part_2",7,40.7732558139535
"no","122-ppb",3,"part_2",8,40.68
"no","122-ppb",3,"part_2",9,40.726976744186
"no","122-ppb",3,"part_2",10,40.7213953488372
"no","122-ppb",4,"part_3",1,40.736976744186
"no","122-ppb",4,"part_3",2,40.6582558139535
"no","122-ppb",4,"part_3",3,40.703488372093
"no","122-ppb",4,"part_3",4,40.6998837209302
"no","122-ppb",4,"part_3",5,40.6936046511628
"no","122-ppb",4,"part_3",6,40.7203488372093
"no","122-ppb",4,"part_3",7,40.7097674418605
"no","122-ppb",4,"part_3",8,40.7203488372093
"no","122-ppb",4,"part_3",9,40.7229069767442
"no","122-ppb",4,"part_3",10,40.7459302325581
"no","180-ppb",1,"ref",1,181.993333333333
"no","180-ppb",1,"ref",2,182.051111111111
"no","180-ppb",1,"ref",3,182.282178217822
"no","180-ppb",1,"ref",4,181.918888888889
"no","180-ppb",1,"ref",5,181.97
"no","180-ppb",1,"ref",6,182.142574257426
"no","180-ppb",1,"ref",7,182.122222222222
"no","180-ppb",1,"ref",8,182.055555555556
"no","180-ppb",1,"ref",9,182.032222222222
"no","180-ppb",1,"ref",10,181.953333333333
"no","180-ppb",2,"part_1",1,182.115555555556
"no","180-ppb",2,"part_1",2,182.360396039604
"no","180-ppb",2,"part_1",3,182.588118811881
"no","180-ppb",2,"part_1",4,182.026666666667
"no","180-ppb",2,"part_1",5,182.376237623762
"no","180-ppb",2,"part_1",6,182.01
"no","180-ppb",2,"part_1",7,182.638613861386
"no","180-ppb",2,"part_1",8,181.992222222222
"no","180-ppb",2,"part_1",9,182.028888888889
"no","180-ppb",2,"part_1",10,181.997777777778
"no","180-ppb",3,"part_2",1,182.071111111111
"no","180-ppb",3,"part_2",2,182.359405940594
"no","180-ppb",3,"part_2",3,182.588118811881
"no","180-ppb",3,"part_2",4,182.031111111111
"no","180-ppb",3,"part_2",5,182.577227722772
"no","180-ppb",3,"part_2",6,182.49801980198
"no","180-ppb",3,"part_2",7,182.313861386139
"no","180-ppb",3,"part_2",8,182.577227722772
"no","180-ppb",3,"part_2",9,182.543564356436
"no","180-ppb",3,"part_2",10,182.091111111111
"no","180-ppb",4,"part_3",1,182.432673267327
"no","180-ppb",4,"part_3",2,182.072222222222
"no","180-ppb",4,"part_3",3,181.99
"no","180-ppb",4,"part_3",4,182.379207920792
"no","180-ppb",4,"part_3",5,182.421782178218
"no","180-ppb",4,"part_3",6,181.984444444444
"no","180-ppb",4,"part_3",7,182.026666666667
"no","180-ppb",4,"part_3",8,181.932222222222
"no","180-ppb",4,"part_3",9,181.878888888889
"no","180-ppb",4,"part_3",10,182.312871287129
"no","181-ppb",1,"ref",1,180.229347826087
"no","181-ppb",1,"ref",2,180.248913043478
"no","181-ppb",1,"ref",3,180.342391304348
"no","181-ppb",1,"ref",4,180.144565217391
"no","181-ppb",1,"ref",5,180.097826086957
"no","181-ppb",1,"ref",6,180.079347826087
"no","181-ppb",1,"ref",7,180.264130434783
"no","181-ppb",1,"ref",8,180.176086956522
"no","181-ppb",1,"ref",9,180.079347826087
"no","181-ppb",1,"ref",10,180.292391304348
"no","181-ppb",2,"part_1",1,180.20652173913
"no","181-ppb",2,"part_1",2,179.976086956522
"no","181-ppb",2,"part_1",3,180.08152173913
"no","181-ppb",2,"part_1",4,180.284782608696
"no","181-ppb",2,"part_1",5,180.2
"no","181-ppb",2,"part_1",6,180.117391304348
"no","181-ppb",2,"part_1",7,180.191304347826
"no","181-ppb",2,"part_1",8,180.260869565217
"no","181-ppb",2,"part_1",9,180.182608695652
"no","181-ppb",2,"part_1",10,180.210869565217
"no","181-ppb",3,"part_2",1,180.296739130435
"no","181-ppb",3,"part_2",2,180.072826086957
"no","181-ppb",3,"part_2",3,180.163043478261
"no","181-ppb",3,"part_2",4,180.204347826087
"no","181-ppb",3,"part_2",5,180.107608695652
"no","181-ppb",3,"part_2",6,180.096739130435
"no","181-ppb",3,"part_2",7,180.111956521739
"no","181-ppb",3,"part_2",8,180.164130434783
"no","181-ppb",3,"part_2",9,180.220652173913
"no","181-ppb",3,"part_2",10,180.207608695652
"no","181-ppb",4,"part_3",1,180.232608695652
"no","181-ppb",4,"part_3",2,180.166304347826
"no","181-ppb",4,"part_3",3,180.25652173913
"no","181-ppb",4,"part_3",4,180.170652173913
"no","181-ppb",4,"part_3",5,180.185869565217
"no","181-ppb",4,"part_3",6,180.196739130435
"no","181-ppb",4,"part_3",7,180.21847826087
"no","181-ppb",4,"part_3",8,180.201086956522
"no","181-ppb",4,"part_3",9,180.09347826087
"no","181-ppb",4,"part_3",10,180.098913043478
"no","182-ppb",1,"ref",1,76.1793670886076
"no","182-ppb",1,"ref",2,76.0449367088608
"no","182-ppb",1,"ref",3,76.1281012658228
"no","182-ppb",1,"ref",4,76.4978481012658
"no","182-ppb",1,"ref",5,76.373417721519
"no","182-ppb",1,"ref",6,75.8551898734177
"no","182-ppb",1,"ref",7,75.9981012658228
"no","182-ppb",1,"ref",8,76.363164556962
"no","182-ppb",1,"ref",9,76.3975949367089
"no","182-ppb",1,"ref",10,76.7193670886076
"no","182-ppb",2,"part_1",1,76.3569620253165
"no","182-ppb",2,"part_1",2,75.7383544303797
"no","182-ppb",2,"part_1",3,76.2239240506329
"no","182-ppb",2,"part_1",4,75.8445569620253
"no","182-ppb",2,"part_1",5,76.0426582278481
"no","182-ppb",2,"part_1",6,75.713164556962
"no","182-ppb",2,"part_1",7,75.6481012658228
"no","182-ppb",2,"part_1",8,76.386582278481
"no","182-ppb",2,"part_1",9,76.2844303797468
"no","182-ppb",2,"part_1",10,76.3945569620253
"no","182-ppb",3,"part_2",1,76.2558227848101
"no","182-ppb",3,"part_2",2,76.1892405063291
"no","182-ppb",3,"part_2",3,75.9378481012658
"no","182-ppb",3,"part_2",4,76.4562025316456
"no","182-ppb",3,"part_2",5,76.3783544303797
"no","182-ppb",3,"part_2",6,75.4267088607595
"no","182-ppb",3,"part_2",7,76.0346835443038
"no","182-ppb",3,"part_2",8,76.5222784810127
"no","182-ppb",3,"part_2",9,75.8775949367089
"no","182-ppb",3,"part_2",10,75.4255696202532
"no","182-ppb",4,"part_3",1,75.7655696202532
"no","182-ppb",4,"part_3",2,76.4255696202532
"no","182-ppb",4,"part_3",3,75.9645569620253
"no","182-ppb",4,"part_3",4,75.590253164557
"no","182-ppb",4,"part_3",5,76.0826582278481
"no","182-ppb",4,"part_3",6,76.3216455696203
"no","182-ppb",4,"part_3",7,76.1284810126582
"no","182-ppb",4,"part_3",8,76.2525316455696
"no","182-ppb",4,"part_3",9,76.5706329113924
"no","182-ppb",4,"part_3",10,75.6130379746836
"no","42-ppb",1,"ref",1,27.7971176470588
"no","42-ppb",1,"ref",2,24.7719411764706
"no","42-ppb",1,"ref",3,25.4875294117647
"no","42-ppb",1,"ref",4,24.5104117647059
"no","42-ppb",1,"ref",5,24.7282941176471
"no","42-ppb",1,"ref",6,24.9229411764706
"no","42-ppb",1,"ref",7,24.5472941176471
"no","42-ppb",1,"ref",8,26.3867058823529
"no","42-ppb",1,"ref",9,24.0548823529412
"no","42-ppb",1,"ref",10,24.5531176470588
"no","42-ppb",2,"part_1",1,26.0416470588235
"no","42-ppb",2,"part_1",2,24.3851764705882
"no","42-ppb",2,"part_1",3,23.9957647058824
"no","42-ppb",2,"part_1",4,24.4358823529412
"no","42-ppb",2,"part_1",5,22.0098235294118
"no","42-ppb",2,"part_1",6,24.0454705882353
"no","42-ppb",2,"part_1",7,25.4187058823529
"no","42-ppb",2,"part_1",8,25.268
"no","42-ppb",2,"part_1",9,23.4517647058824
"no","42-ppb",2,"part_1",10,24.7774117647059
"no","42-ppb",3,"part_2",1,25.8202941176471
"no","42-ppb",3,"part_2",2,25.6154117647059
"no","42-ppb",3,"part_2",3,27.7894117647059
"no","42-ppb",3,"part_2",4,22.0742352941176
"no","42-ppb",3,"part_2",5,25.8415882352941
"no","42-ppb",3,"part_2",6,21.9022352941176
"no","42-ppb",3,"part_2",7,24.9007058823529
"no","42-ppb",3,"part_2",8,25.6317647058824
"no","42-ppb",3,"part_2",9,23.8178823529412
"no","42-ppb",3,"part_2",10,24.0764117647059
"no","42-ppb",4,"part_3",1,23.9781176470588
"no","42-ppb",4,"part_3",2,26.6948235294118
"no","42-ppb",4,"part_3",3,24.5176470588235
"no","42-ppb",4,"part_3",4,25.4842941176471
"no","42-ppb",4,"part_3",5,25.1358823529412
"no","42-ppb",4,"part_3",6,25.4354705882353
"no","42-ppb",4,"part_3",7,25.3351764705882
"no","42-ppb",4,"part_3",8,25.4773529411765
"no","42-ppb",4,"part_3",9,24.9183529411765
"no","42-ppb",4,"part_3",10,26.3648823529412
"no","81-ppb",1,"ref",1,80.6257692307692
"no","81-ppb",1,"ref",2,80.6563461538462
"no","81-ppb",1,"ref",3,80.7582692307692
"no","81-ppb",1,"ref",4,80.6305769230769
"no","81-ppb",1,"ref",5,80.6346153846154
"no","81-ppb",1,"ref",6,80.6767307692308
"no","81-ppb",1,"ref",7,80.7340384615385
"no","81-ppb",1,"ref",8,80.7059615384615
"no","81-ppb",1,"ref",9,80.7007692307692
"no","81-ppb",1,"ref",10,80.6465384615385
"no","81-ppb",2,"part_1",1,80.6532692307692
"no","81-ppb",2,"part_1",2,80.7446153846154
"no","81-ppb",2,"part_1",3,80.7280769230769
"no","81-ppb",2,"part_1",4,80.6796153846154
"no","81-ppb",2,"part_1",5,80.6584615384615
"no","81-ppb",2,"part_1",6,80.6984615384615
"no","81-ppb",2,"part_1",7,80.6398076923077
"no","81-ppb",2,"part_1",8,80.6609615384615
"no","81-ppb",2,"part_1",9,80.6840384615385
"no","81-ppb",2,"part_1",10,80.7163461538462
"no","81-ppb",3,"part_2",1,80.6840384615385
"no","81-ppb",3,"part_2",2,80.7434615384615
"no","81-ppb",3,"part_2",3,80.7023076923077
"no","81-ppb",3,"part_2",4,80.6478846153846
"no","81-ppb",3,"part_2",5,80.7030769230769
"no","81-ppb",3,"part_2",6,80.6230769230769
"no","81-ppb",3,"part_2",7,80.7826923076923
"no","81-ppb",3,"part_2",8,80.7192307692308
"no","81-ppb",3,"part_2",9,80.6780769230769
"no","81-ppb",3,"part_2",10,80.7013461538462
"no","81-ppb",4,"part_3",1,80.6436538461539
"no","81-ppb",4,"part_3",2,80.7040384615385
"no","81-ppb",4,"part_3",3,80.6871153846154
"no","81-ppb",4,"part_3",4,80.7048076923077
"no","81-ppb",4,"part_3",5,80.6686538461538
"no","81-ppb",4,"part_3",6,80.7305769230769
"no","81-ppb",4,"part_3",7,80.6825
"no","81-ppb",4,"part_3",8,80.7201923076923
"no","81-ppb",4,"part_3",9,80.6590384615385
"no","81-ppb",4,"part_3",10,80.6928846153846
"no","82-ppb",1,"ref",1,25.7668131868132
"no","82-ppb",1,"ref",2,25.5748351648352
"no","82-ppb",1,"ref",3,25.6867032967033
"no","82-ppb",1,"ref",4,25.7481318681319
"no","82-ppb",1,"ref",5,25.8571428571429
"no","82-ppb",1,"ref",6,25.6249450549451
"no","82-ppb",1,"ref",7,25.7927472527473
"no","82-ppb",1,"ref",8,25.7586813186813
"no","82-ppb",1,"ref",9,25.7803296703297
"no","82-ppb",1,"ref",10,25.7803296703297
"no","82-ppb",2,"part_1",1,25.5595604395604
"no","82-ppb",2,"part_1",2,25.7771428571429
"no","82-ppb",2,"part_1",3,25.752967032967
"no","82-ppb",2,"part_1",4,25.4457142857143
"no","82-ppb",2,"part_1",5,25.8951648351648
"no","82-ppb",2,"part_1",6,25.6958241758242
"no","82-ppb",2,"part_1",7,25.686043956044
"no","82-ppb",2,"part_1",8,25.9691208791209
"no","82-ppb",2,"part_1",9,25.6721978021978
"no","82-ppb",2,"part_1",10,25.6249450549451
"no","82-ppb",3,"part_2",1,25.728021978022
"no","82-ppb",3,"part_2",2,25.6161538461538
"no","82-ppb",3,"part_2",3,25.7287912087912
"no","82-ppb",3,"part_2",4,25.7512087912088
"no","82-ppb",3,"part_2",5,25.8465934065934
"no","82-ppb",3,"part_2",6,25.821978021978
"no","82-ppb",3,"part_2",7,25.5865934065934
