"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"no","181-ppb","part_1",2,"1-10",180.203913043478,0.0504734983835363
"no","181-ppb","part_1",2,"11-20",180.192934782609,0.0743243917356963
"no","181-ppb","part_1",2,"21-30",180.170326086957,0.0735713364421621
"no","181-ppb","part_2",3,"1-10",180.171847826087,0.0660463619601784
"no","181-ppb","part_2",3,"11-20",180.198152173913,0.0797793671762907
"no","181-ppb","part_2",3,"21-30",180.1925,0.0688757537903215
"no","181-ppb","part_3",4,"1-10",180.201304347826,0.0688745149004681
"no","181-ppb","part_3",4,"11-20",180.170652173913,0.0619363896438794
"no","181-ppb","part_3",4,"21-30",180.184673913043,0.0746226416533844
"no","181-ppb","part_4",5,"1-10",180.219239130435,0.0756145618368384
"no","181-ppb","part_4",5,"11-20",180.200217391304,0.0598315565974332
"no","181-ppb","part_4",5,"21-30",180.232282608696,0.0473877862898529
"no","181-ppb","part_5",6,"1-10",180.204782608696,0.0782125454669876
"no","181-ppb","part_5",6,"11-20",180.171086956522,0.0869115221729664
"no","181-ppb","part_5",6,"21-30",180.204673913044,0.0834514758003413
"no","181-ppb","part_6",7,"1-10",180.213478260869,0.0643668368575373
"no","181-ppb","part_6",7,"11-20",180.157282608696,0.0670946603445676
"no","181-ppb","part_6",7,"21-30",180.181630434783,0.0600913197447957
"no","181-ppb","ref",1,"1-10",180.246304347826,0.0853415860257937
"no","181-ppb","ref",1,"11-20",180.168369565217,0.113550343127136
"no","181-ppb","ref",1,"21-30",180.251086956522,0.0952464495839973
"no","182-ppb","part_1",2,"1-10",76.1399620253164,0.256530125903205
"no","182-ppb","part_1",2,"11-20",75.844746835443,0.42161409810428
"no","182-ppb","part_1",2,"21-30",75.9607721518987,0.436502078890396
"no","182-ppb","part_2",3,"1-10",75.9783544303798,0.265537077724408
"no","182-ppb","part_2",3,"11-20",76.1932278481013,0.234822020617628
"no","182-ppb","part_2",3,"21-30",76.0479240506329,0.314382538016538
"no","182-ppb","part_3",4,"1-10",75.9113037974683,0.243900456636717
"no","182-ppb","part_3",4,"11-20",76.1566202531646,0.324270841197217
"no","182-ppb","part_3",4,"21-30",76.0343670886076,0.297808849924409
"no","182-ppb","part_4",5,"1-10",75.9209620253165,0.443931737422907
"no","182-ppb","part_4",5,"11-20",76.2685949367089,0.333615169268075
"no","182-ppb","part_4",5,"21-30",76.0845696202532,0.256044654371671
"no","182-ppb","part_5",6,"1-10",75.9692784810127,0.360493118772564
"no","182-ppb","part_5",6,"11-20",76.1387721518987,0.254666809070639
"no","182-ppb","part_5",6,"21-30",76.0295189873418,0.373943546442789
"no","182-ppb","part_6",7,"1-10",76.0755316455696,0.352096293035229
"no","182-ppb","part_6",7,"11-20",76.1438987341772,0.219687285740841
"no","182-ppb","part_6",7,"21-30",75.9898987341772,0.265753576148947
"no","182-ppb","ref",1,"1-10",76.001417721519,0.343262032587721
"no","182-ppb","ref",1,"11-20",76.2176835443038,0.303986369130726
"no","182-ppb","ref",1,"21-30",76.0746962025316,0.259520868870712
"no","42-ppb","part_1",2,"1-10",24.929394117647,1.19640581249261
"no","42-ppb","part_1",2,"11-20",25.1012294117647,1.08125029065517
"no","42-ppb","part_1",2,"21-30",24.8702882352941,1.35586078228484
"no","42-ppb","part_2",3,"1-10",24.2443764705882,1.11536336524222
"no","42-ppb","part_2",3,"11-20",24.9737294117647,0.902816545527879
"no","42-ppb","part_2",3,"21-30",24.638294117647,0.971118769242662
"no","42-ppb","part_3",4,"1-10",25.1489588235294,1.08871880834173
"no","42-ppb","part_3",4,"11-20",25.2491529411765,0.684016879939041
"no","42-ppb","part_3",4,"21-30",25.0926823529412,1.33625891096155
"no","42-ppb","part_4",5,"1-10",24.8326882352941,1.20300646132194
"no","42-ppb","part_4",5,"11-20",24.8406705882353,1.23840603924217
"no","42-ppb","part_4",5,"21-30",25.1054941176471,1.36946345532788
"no","42-ppb","part_5",6,"1-10",25.2498117647059,0.845908801662732
"no","42-ppb","part_5",6,"11-20",24.6595352941176,0.956305723617815
"no","42-ppb","part_5",6,"21-30",24.6533647058823,1.05086054072255
"no","42-ppb","part_6",7,"1-10",25.0368764705882,0.954926672164862
"no","42-ppb","part_6",7,"11-20",24.0869176470588,0.65391950918335
"no","42-ppb","part_6",7,"21-30",25.0457411764706,0.796967079687318
"no","42-ppb","ref",1,"1-10",24.4251882352941,1.4344879086334
"no","42-ppb","ref",1,"11-20",24.6932235294118,1.1921537389665
"no","42-ppb","ref",1,"21-30",24.9766058823529,1.05406200507106
"no","81-ppb","part_1",2,"1-10",80.6643461538462,0.0400853994677909
"no","81-ppb","part_1",2,"11-20",80.6798846153846,0.0499096982060321
"no","81-ppb","part_1",2,"21-30",80.7017307692308,0.0445413658028949
"no","81-ppb","part_2",3,"1-10",80.6640192307692,0.0220649648217322
"no","81-ppb","part_2",3,"11-20",80.6809230769231,0.0376930490071919
"no","81-ppb","part_2",3,"21-30",80.6785192307692,0.0582793530177272
"no","81-ppb","part_3",4,"1-10",80.6872115384615,0.0533977244736174
"no","81-ppb","part_3",4,"11-20",80.6850192307692,0.04199030620575
"no","81-ppb","part_3",4,"21-30",80.6946153846154,0.0429461346333682
"no","81-ppb","part_4",5,"1-10",80.6873269230769,0.0377059815158929
"no","81-ppb","part_4",5,"11-20",80.6759615384615,0.0292535336458458
"no","81-ppb","part_4",5,"21-30",80.6931153846154,0.0356622100848973
"no","81-ppb","part_5",6,"1-10",80.6843653846154,0.0379058196982434
"no","81-ppb","part_5",6,"11-20",80.6700192307692,0.0343899891114299
"no","81-ppb","part_5",6,"21-30",80.6738846153846,0.0482216454244633
"no","81-ppb","part_6",7,"1-10",80.6629615384615,0.0474886401170851
"no","81-ppb","part_6",7,"11-20",80.6910576923077,0.0504827329695394
"no","81-ppb","part_6",7,"21-30",80.6856730769231,0.0415417506215907
"no","81-ppb","ref",1,"1-10",80.6624615384615,0.026375817725417
"no","81-ppb","ref",1,"11-20",80.6993846153846,0.0268692685737473
"no","81-ppb","ref",1,"21-30",80.6738269230769,0.0544821604023096
"no","82-ppb","part_1",2,"1-10",25.7022307692308,0.119134586999479
"no","82-ppb","part_1",2,"11-20",25.6648351648352,0.140227282095561
"no","82-ppb","part_1",2,"21-30",25.6735384615385,0.118748814072818
"no","82-ppb","part_2",3,"1-10",25.7002417582418,0.1369060034001
"no","82-ppb","part_2",3,"11-20",25.6805494505494,0.145650615835368
"no","82-ppb","part_2",3,"21-30",25.7461098901099,0.0972397734218489
"no","82-ppb","part_3",4,"1-10",25.6696703296703,0.113270225438128
"no","82-ppb","part_3",4,"11-20",25.6678021978022,0.117750726823373
"no","82-ppb","part_3",4,"21-30",25.6844395604396,0.09833123300231
"no","82-ppb","part_4",5,"1-10",25.6996593406593,0.110847955555783
"no","82-ppb","part_4",5,"11-20",25.6855714285714,0.0826285626792927
"no","82-ppb","part_4",5,"21-30",25.691043956044,0.111131042839177
"no","82-ppb","part_5",6,"1-10",25.7482417582417,0.0990760086760356
"no","82-ppb","part_5",6,"11-20",25.6735714285714,0.100772223309589
"no","82-ppb","part_5",6,"21-30",25.7184285714286,0.102144235439684
"no","82-ppb","part_6",7,"1-10",25.7497582417583,0.103434581817964
"no","82-ppb","part_6",7,"11-20",25.7033846153846,0.102993681746909
"no","82-ppb","part_6",7,"21-30",25.6405934065934,0.124077902328792
"no","82-ppb","ref",1,"1-10",25.6815714285714,0.0947491400264441
"no","82-ppb","ref",1,"11-20",25.6803076923077,0.1229637627353
"no","82-ppb","ref",1,"21-30",25.7220989010989,0.0659198285401677
