"pollutant","run","level","participant_id","replicate","mean_value","sd_value","u_value","u_exp","k_factor"
"no","","82-nmol/mol","part_3",4,25.69504396,0.0701765819,0.0701765819,0.1403531638,2
"no","","82-nmol/mol","part_3",4,25.64441758,0.03851734308,0.03851734308,0.07703468616,2
"no","","82-nmol/mol","part_3",4,25.70330769,0.06163803322,0.06163803322,0.12327606644,2
"no","","82-nmol/mol","ref",1,25.7530989,0.08436818783,0.08436818783,0.16873637566,2
"no","","82-nmol/mol","ref",1,25.66447253,0.08661698746,0.08661698746,0.17323397492,2
"no","","82-nmol/mol","ref",1,25.73048352,0.10130046,0.10130046,0.20260092,2
"no2","corrida_1","0-nmol/mol","part_1",2,0.09647186628,0.1830011276,0.1830011276,0.3660022552,2
"no2","corrida_1","0-nmol/mol","part_1",2,0.1759955144,0.1656658549,0.1656658549,0.3313317098,2
"no2","corrida_1","0-nmol/mol","part_1",2,0.07426613433,0.1815058659,0.1815058659,0.3630117318,2
"no2","corrida_1","0-nmol/mol","part_2",3,0.1698580602,0.1868786567,0.1868786567,0.3737573134,2
"no2","corrida_1","0-nmol/mol","part_2",3,0.1478375024,0.1765082199,0.1765082199,0.3530164398,2
"no2","corrida_1","0-nmol/mol","part_2",3,0.06842176473,0.1798801323,0.1798801323,0.3597602646,2
"no2","corrida_1","0-nmol/mol","part_3",4,0.1627337415,0.2233621417,0.2233621417,0.4467242834,2
"no2","corrida_1","0-nmol/mol","part_3",4,0.1403234099,0.1387877393,0.1387877393,0.2775754786,2
"no2","corrida_1","0-nmol/mol","part_3",4,0.07908220219,0.1779307242,0.1779307242,0.3558614484,2
"no2","corrida_1","0-nmol/mol","ref",1,0.1283666954,0.2208621064,0.2208621064,0.4417242128,2
"no2","corrida_1","0-nmol/mol","ref",1,0.1822125773,0.1671105869,0.1671105869,0.3342211738,2
"no2","corrida_1","0-nmol/mol","ref",1,0.1879172791,0.1841697933,0.1841697933,0.3683395866,2
"no2","corrida_2","120-nmol/mol","part_1",2,123.0339241,0.3874156737,0.3874156737,0.7748313474,2
"no2","corrida_2","120-nmol/mol","part_1",2,123.0116456,0.3646540346,0.3646540346,0.7293080692,2
"no2","corrida_2","120-nmol/mol","part_1",2,123.11,0.4770741303,0.4770741303,0.9541482606,2
"no2","corrida_2","120-nmol/mol","part_2",3,122.9940506,0.3520434241,0.3520434241,0.7040868482,2
"no2","corrida_2","120-nmol/mol","part_2",3,122.9667089,0.2891136346,0.2891136346,0.5782272692,2
"no2","corrida_2","120-nmol/mol","part_2",3,122.9889873,0.3716914256,0.3716914256,0.7433828512,2
"no2","corrida_2","120-nmol/mol","part_3",4,122.7431646,0.3126564911,0.3126564911,0.6253129822,2
"no2","corrida_2","120-nmol/mol","part_3",4,122.9779747,0.3860702773,0.3860702773,0.7721405546,2
"no2","corrida_2","120-nmol/mol","part_3",4,122.911519,0.3810780465,0.3810780465,0.762156093,2
"no2","corrida_2","120-nmol/mol","ref",1,122.9306329,0.5065684385,0.5065684385,1.013136877,2
"no2","corrida_2","120-nmol/mol","ref",1,122.911519,0.2216997053,0.2216997053,0.4433994106,2
"no2","corrida_2","120-nmol/mol","ref",1,122.8706329,0.3771726158,0.3771726158,0.7543452316,2
"no2","corrida_3","30-nmol/mol","part_1",2,32.92142857,0.03254127948,0.03254127948,0.06508255896,2
"no2","corrida_3","30-nmol/mol","part_1",2,32.9277619,0.03636344768,0.03636344768,0.07272689536,2
"no2","corrida_3","30-nmol/mol","part_1",2,32.91697619,0.02757123895,0.02757123895,0.0551424779,2
"no2","corrida_3","30-nmol/mol","part_2",3,32.92978571,0.03130974008,0.03130974008,0.06261948016,2
"no2","corrida_3","30-nmol/mol","part_2",3,32.89186905,0.0457731189,0.0457731189,0.0915462378,2
"no2","corrida_3","30-nmol/mol","part_2",3,32.91717857,0.01659945347,0.01659945347,0.03319890694,2
"no2","corrida_3","30-nmol/mol","part_3",4,32.92371429,0.03235642356,0.03235642356,0.06471284712,2
"no2","corrida_3","30-nmol/mol","part_3",4,32.90229762,0.032840319,0.032840319,0.065680638,2
"no2","corrida_3","30-nmol/mol","part_3",4,32.90880952,0.04426095912,0.04426095912,0.08852191824,2
"no2","corrida_3","30-nmol/mol","ref",1,32.91159524,0.02869808786,0.02869808786,0.05739617572,2
"no2","corrida_3","30-nmol/mol","ref",1,32.91161905,0.04379871042,0.04379871042,0.08759742084,2
"no2","corrida_3","30-nmol/mol","ref",1,32.92442857,0.04005035096,0.04005035096,0.08010070192,2
"no2","corrida_4","60-nmol/mol","part_1",2,65.09426374,0.2540890845,0.2540890845,0.508178169,2
"no2","corrida_4","60-nmol/mol","part_1",2,64.88535165,0.3683933321,0.3683933321,0.7367866642,2
"no2","corrida_4","60-nmol/mol","part_1",2,64.84454945,0.2439353147,0.2439353147,0.4878706294,2
"no2","corrida_4","60-nmol/mol","part_2",3,64.9377033,0.1842267805,0.1842267805,0.368453561,2
"no2","corrida_4","60-nmol/mol","part_2",3,65.02823077,0.1689478666,0.1689478666,0.3378957332,2
"no2","corrida_4","60-nmol/mol","part_2",3,65.05642857,0.2199994465,0.2199994465,0.439998893,2
"no2","corrida_4","60-nmol/mol","part_3",4,64.99881319,0.288245195,0.288245195,0.57649039,2
"no2","corrida_4","60-nmol/mol","part_3",4,64.93223077,0.1903352821,0.1903352821,0.3806705642,2
"no2","corrida_4","60-nmol/mol","part_3",4,64.90646154,0.1906959763,0.1906959763,0.3813919526,2
"no2","corrida_4","60-nmol/mol","ref",1,64.94136264,0.2958544371,0.2958544371,0.5917088742,2
"no2","corrida_4","60-nmol/mol","ref",1,65.01793407,0.2967116663,0.2967116663,0.5934233326,2
"no2","corrida_4","60-nmol/mol","ref",1,64.88504396,0.2594867371,0.2594867371,0.5189734742,2
"no2","corrida_5","90-nmol/mol","part_1",2,96.83174419,0.04571139769,0.04571139769,0.09142279538,2
"no2","corrida_5","90-nmol/mol","part_1",2,96.8505,0.03509633955,0.03509633955,0.0701926791,2
"no2","corrida_5","90-nmol/mol","part_1",2,96.84703488,0.03686648644,0.03686648644,0.07373297288,2
"no2","corrida_5","90-nmol/mol","part_2",3,96.85638372,0.04677831971,0.04677831971,0.09355663942,2
"no2","corrida_5","90-nmol/mol","part_2",3,96.83254651,0.03373685136,0.03373685136,0.06747370272,2
"no2","corrida_5","90-nmol/mol","part_2",3,96.8415,0.03427546577,0.03427546577,0.06855093154,2
"no2","corrida_5","90-nmol/mol","part_3",4,96.86401163,0.04289492173,0.04289492173,0.08578984346,2
"no2","corrida_5","90-nmol/mol","part_3",4,96.84105814,0.03176329748,0.03176329748,0.06352659496,2
"no2","corrida_5","90-nmol/mol","part_3",4,96.82990698,0.01986129113,0.01986129113,0.03972258226,2
"no2","corrida_5","90-nmol/mol","ref",1,96.83817442,0.05080072292,0.05080072292,0.10160144584,2
"no2","corrida_5","90-nmol/mol","ref",1,96.83430233,0.03105393847,0.03105393847,0.06210787694,2
"no2","corrida_5","90-nmol/mol","ref",1,96.84137209,0.04892476463,0.04892476463,0.09784952926,2
"o3","corrida_1","0-nmol/mol","part_1",2,2.9e-05,3.21e-05,3.21e-05,6.42e-05,2
"o3","corrida_1","0-nmol/mol","part_1",2,2.9e-05,3.21e-05,3.21e-05,6.42e-05,2
"o3","corrida_1","0-nmol/mol","part_1",2,1.94e-05,2.72e-05,2.72e-05,5.44e-05,2
"o3","corrida_1","0-nmol/mol","part_2",3,3.87e-05,2.96e-05,2.96e-05,5.92e-05,2
"o3","corrida_1","0-nmol/mol","part_2",3,2.9e-05,2.82e-05,2.82e-05,5.64e-05,2
"o3","corrida_1","0-nmol/mol","part_2",3,4.19e-05,4.31e-05,4.31e-05,8.62e-05,2
"o3","corrida_1","0-nmol/mol","part_3",4,3.87e-05,2.96e-05,2.96e-05,5.92e-05,2
"o3","corrida_1","0-nmol/mol","part_3",4,4.52e-05,3.79e-05,3.79e-05,7.58e-05,2
"o3","corrida_1","0-nmol/mol","part_3",4,2.58e-05,2.54e-05,2.54e-05,5.08e-05,2
"o3","corrida_1","0-nmol/mol","ref",1,3.23e-05,2.63e-05,2.63e-05,5.26e-05,2
"o3","corrida_1","0-nmol/mol","ref",1,5.16e-05,2.72e-05,2.72e-05,5.44e-05,2
"o3","corrida_1","0-nmol/mol","ref",1,3.23e-05,3.04e-05,3.04e-05,6.08e-05,2
"o3","corrida_2","120-nmol/mol","part_1",2,119.8799503,0.8551874496,0.8551874496,1.7103748992,2
"o3","corrida_2","120-nmol/mol","part_1",2,120.0277496,0.8209801701,0.8209801701,1.6419603402,2
"o3","corrida_2","120-nmol/mol","part_1",2,120.0529072,0.8268751903,0.8268751903,1.6537503806,2
"o3","corrida_2","120-nmol/mol","part_2",3,120.0477807,0.8186083475,0.8186083475,1.637216695,2
"o3","corrida_2","120-nmol/mol","part_2",3,119.8904075,0.8462546482,0.8462546482,1.6925092964,2
"o3","corrida_2","120-nmol/mol","part_2",3,119.7440773,0.8364619905,0.8364619905,1.672923981,2
"o3","corrida_2","120-nmol/mol","part_3",4,119.7374721,0.844010178,0.844010178,1.688020356,2
"o3","corrida_2","120-nmol/mol","part_3",4,119.7416099,0.8351193634,0.8351193634,1.6702387268,2
"o3","corrida_2","120-nmol/mol","part_3",4,120.0675342,0.7783581398,0.7783581398,1.5567162796,2
"o3","corrida_2","120-nmol/mol","ref",1,120.0482928,0.7937987655,0.7937987655,1.587597531,2
"o3","corrida_2","120-nmol/mol","ref",1,119.9024054,0.8526632833,0.8526632833,1.7053265666,2
"o3","corrida_2","120-nmol/mol","ref",1,119.8860878,0.8582147554,0.8582147554,1.7164295108,2
"o3","corrida_3","180-nmol/mol","part_1",2,177.6374232,1.923496954,1.923496954,3.846993908,2
"o3","corrida_3","180-nmol/mol","part_1",2,178.0355977,2.020212133,2.020212133,4.040424266,2
"o3","corrida_3","180-nmol/mol","part_1",2,180.0015971,1.278241584,1.278241584,2.556483168,2
"o3","corrida_3","180-nmol/mol","part_2",3,178.7509531,2.026966251,2.026966251,4.053932502,2
"o3","corrida_3","180-nmol/mol","part_2",3,178.8410595,2.026358503,2.026358503,4.052717006,2
"o3","corrida_3","180-nmol/mol","part_2",3,179.2446683,1.830742696,1.830742696,3.661485392,2
"o3","corrida_3","180-nmol/mol","part_3",4,178.8632792,2.059496748,2.059496748,4.118993496,2
"o3","corrida_3","180-nmol/mol","part_3",4,178.3740662,2.089587027,2.089587027,4.179174054,2
"o3","corrida_3","180-nmol/mol","part_3",4,178.054565,2.084722515,2.084722515,4.16944503,2
"o3","corrida_3","180-nmol/mol","ref",1,178.0478628,2.100190656,2.100190656,4.200381312,2
"o3","corrida_3","180-nmol/mol","ref",1,178.3332013,2.137831887,2.137831887,4.275663774,2
"o3","corrida_3","180-nmol/mol","ref",1,177.6520868,1.997042948,1.997042948,3.994085896,2
"o3","corrida_4","40-nmol/mol","part_1",2,40.41232463,0.3039213043,0.3039213043,0.6078426086,2
"o3","corrida_4","40-nmol/mol","part_1",2,40.65162664,0.3300937909,0.3300937909,0.6601875818,2
"o3","corrida_4","40-nmol/mol","part_1",2,40.45509271,0.3213560288,0.3213560288,0.6427120576,2
