study_type,pollutant,run,level,replicate,sample_id,dataset_id,value,minute_pool_n,simulated_minutes_n,seed,input_path
homogeneity,o3,corrida_1,0-nmol/mol,2,7,17,0.474,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_1,0-nmol/mol,2,8,18,0.435,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_1,0-nmol/mol,2,9,19,-0.511,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_1,0-nmol/mol,2,10,20,0.394,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,1,1,181.54,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,2,2,180.941,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,3,3,180.782,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,4,4,181.573,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,5,5,180.688,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,6,6,181.148,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,7,7,181.324,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,8,8,180.811,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,9,9,180.47,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,1,10,10,181.2,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,1,11,181.44,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,2,12,181.462,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,3,13,181.236,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,4,14,181.206,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,5,15,180.629,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,6,16,181.267,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,7,17,181.435,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,8,18,180.866,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,9,19,180.699,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_2,180-nmol/mol,2,10,20,180.616,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,1,1,120.633,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,2,2,120.937,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,3,3,120.901,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,4,4,120.653,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,5,5,120.846,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,6,6,120.941,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,7,7,120.276,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,8,8,120.932,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,9,9,120.592,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,1,10,10,120.985,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,1,11,120.414,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,2,12,121.029,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,3,13,120.577,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,4,14,120.97,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,5,15,121.017,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,6,16,120.71,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,7,17,120.191,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,8,18,121.011,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,9,19,120.902,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_3,120-nmol/mol,2,10,20,120.316,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,1,1,80.395,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,2,2,80.462,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,3,3,80.899,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,4,4,80.369,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,5,5,80.599,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,6,6,80.367,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,7,7,80.663,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,8,8,80.292,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,9,9,80.427,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,1,10,10,80.365,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,1,11,80.657,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,2,12,80.324,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,3,13,80.373,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,4,14,80.337,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,5,15,80.658,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,6,16,80.651,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,7,17,80.884,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,8,18,80.725,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,9,19,80.366,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_4,80-nmol/mol,2,10,20,80.33,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,1,1,39.431,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,2,2,39.521,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,3,3,39.516,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,4,4,39.454,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,5,5,39.462,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,6,6,39.402,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,7,7,39.654,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,8,8,39.443,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,9,9,39.71,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,1,10,10,39.632,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,1,11,39.446,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,2,12,39.411,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,3,13,39.432,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,4,14,39.59,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,5,15,39.699,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,6,16,39.525,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,7,17,39.424,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,8,18,39.44,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,9,19,39.612,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
homogeneity,o3,corrida_5,40-nmol/mol,2,10,20,39.645,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_1,0-nmol/mol,1,1,1,0.442,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_1,0-nmol/mol,1,2,2,-0.54,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_1,0-nmol/mol,2,1,3,0.551,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_1,0-nmol/mol,2,2,4,-0.308,97,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_2,180-nmol/mol,1,1,1,181.54,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_2,180-nmol/mol,1,2,2,180.941,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_2,180-nmol/mol,2,1,3,180.782,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_2,180-nmol/mol,2,2,4,181.573,174,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_3,120-nmol/mol,1,1,1,120.633,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_3,120-nmol/mol,1,2,2,120.937,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_3,120-nmol/mol,2,1,3,120.901,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_3,120-nmol/mol,2,2,4,120.653,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_4,80-nmol/mol,1,1,1,80.395,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_4,80-nmol/mol,1,2,2,80.462,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_4,80-nmol/mol,2,1,3,80.899,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_4,80-nmol/mol,2,2,4,80.369,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_5,40-nmol/mol,1,1,1,39.431,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_5,40-nmol/mol,1,2,2,39.521,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_5,40-nmol/mol,2,1,3,39.516,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
stability,o3,corrida_5,40-nmol/mol,2,2,4,39.454,182,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_2a_r.csv
