study_type,pollutant,run,level,replicate,sample_id,dataset_id,value,minute_pool_n,simulated_minutes_n,seed,input_path
homogeneity,co,corrida_3,4.2-µmol/mol,2,2,12,4.153,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,3,13,4.151,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,4,14,4.166,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,5,15,4.176,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,6,16,4.154,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,7,17,4.178,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,8,18,4.148,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,9,19,4.157,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_3,4.2-µmol/mol,2,10,20,4.155,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,1,1,2.771,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,2,2,2.76,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,3,3,2.773,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,4,4,2.766,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,5,5,2.774,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,6,6,2.775,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,7,7,2.78,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,8,8,2.771,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,9,9,2.778,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,1,10,10,2.763,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,1,11,2.77,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,2,12,2.768,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,3,13,2.775,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,4,14,2.768,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,5,15,2.779,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,6,16,2.764,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,7,17,2.767,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,8,18,2.773,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,9,19,2.771,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_4,2.8-µmol/mol,2,10,20,2.773,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,1,1,1.4,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,2,2,1.389,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,3,3,1.383,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,4,4,1.392,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,5,5,1.392,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,6,6,1.388,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,7,7,1.39,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,8,8,1.403,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,9,9,1.394,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,1,10,10,1.388,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,1,11,1.388,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,2,12,1.396,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,3,13,1.392,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,4,14,1.389,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,5,15,1.398,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,6,16,1.396,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,7,17,1.389,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,8,18,1.396,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,9,19,1.392,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,co,corrida_5,1.4-µmol/mol,2,10,20,1.39,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,1,1,0.333,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,2,2,-0.03,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,3,3,0.333,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,4,4,0.336,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,5,5,0.336,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,6,6,0.327,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,7,7,0.335,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,8,8,0.332,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,9,9,0.333,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,1,10,10,0.329,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,1,11,1.404,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,2,12,0.338,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,3,13,-0.024,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,4,14,-0.009,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,5,15,-0.028,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,6,16,0.329,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,7,17,0.325,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,8,18,-0.025,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,9,19,0.341,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_1,0-nmol/mol,2,10,20,0.331,93,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,1,1,178.417,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,2,2,179.297,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,3,3,178.334,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,4,4,179.371,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,5,5,178.403,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,6,6,179.563,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,7,7,179.181,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,8,8,178.163,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,9,9,178.568,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,1,10,10,178.605,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,1,11,178.018,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,2,12,179.911,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,3,13,178.471,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,4,14,178.489,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,5,15,179.483,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,6,16,178.347,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,7,17,179.728,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,8,18,178.466,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,9,19,179.713,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_2,179-nmol/mol,2,10,20,179.778,180,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,1,1,120.208,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,2,2,120.675,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,3,3,120.156,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,4,4,120.695,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,5,5,120.795,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,6,6,120.794,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,7,7,120.579,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,8,8,120.291,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,9,9,120.854,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,1,10,10,120.546,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,1,11,120.445,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,2,12,120.652,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,3,13,120.502,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,4,14,120.782,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,5,15,120.511,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,6,16,120.901,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,7,17,120.551,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,8,18,120.517,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,9,19,121,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_3,119-nmol/mol,2,10,20,121.005,183,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,1,1,80.63,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,2,2,80.628,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,3,3,80.403,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,4,4,80.445,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,5,5,80.523,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,6,6,80.489,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,7,7,80.706,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,8,8,80.539,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,9,9,80.618,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,1,10,10,80.578,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,1,11,80.351,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,2,12,80.64,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,3,13,80.625,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,4,14,80.56,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,5,15,80.371,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,6,16,80.544,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,7,17,80.683,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,8,18,80.637,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,9,19,80.194,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_4,80-nmol/mol,2,10,20,80.461,177,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,1,1,40.38,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,2,2,40.458,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,3,3,40.479,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,4,4,40.417,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,5,5,40.509,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
homogeneity,so2,corrida_5,40-nmol/mol,1,6,6,40.46,268,60,13528,/home/w182/w421/pt_app/data/raw/datos_ronda_1_r.csv
