pollutant,run,level,dataset_id,value,minute_pool_n
co,corrida_1,0-µmol/mol,183,0.044,93
co,corrida_1,0-µmol/mol,184,-0.011,93
co,corrida_1,0-µmol/mol,185,-0.013,93
co,corrida_1,0-µmol/mol,186,0.044,93
co,corrida_1,0-µmol/mol,187,0.052,93
co,corrida_1,0-µmol/mol,188,-0.015,93
co,corrida_1,0-µmol/mol,189,-0.02,93
co,corrida_1,0-µmol/mol,190,0.042,93
co,corrida_1,0-µmol/mol,191,0.041,93
co,corrida_1,0-µmol/mol,192,-0.012,93
co,corrida_1,0-µmol/mol,193,0.046,93
co,corrida_1,0-µmol/mol,194,0.047,93
co,corrida_1,0-µmol/mol,195,-0.018,93
co,corrida_1,0-µmol/mol,196,0.04,93
co,corrida_1,0-µmol/mol,197,0.106,93
co,corrida_1,0-µmol/mol,198,0.049,93
co,corrida_1,0-µmol/mol,199,0.046,93
co,corrida_1,0-µmol/mol,200,-0.02,93
co,corrida_2,6.3-µmol/mol,1,6.292,180
co,corrida_2,6.3-µmol/mol,2,6.293,180
co,corrida_2,6.3-µmol/mol,3,6.286,180
co,corrida_2,6.3-µmol/mol,4,6.294,180
co,corrida_2,6.3-µmol/mol,5,6.291,180
co,corrida_2,6.3-µmol/mol,6,6.298,180
co,corrida_2,6.3-µmol/mol,7,6.294,180
co,corrida_2,6.3-µmol/mol,8,6.292,180
co,corrida_2,6.3-µmol/mol,9,6.294,180
co,corrida_2,6.3-µmol/mol,10,6.289,180
co,corrida_2,6.3-µmol/mol,11,6.29,180
co,corrida_2,6.3-µmol/mol,12,6.295,180
co,corrida_2,6.3-µmol/mol,13,6.299,180
co,corrida_2,6.3-µmol/mol,14,6.295,180
co,corrida_2,6.3-µmol/mol,15,6.302,180
co,corrida_2,6.3-µmol/mol,16,6.29,180
co,corrida_2,6.3-µmol/mol,17,6.286,180
co,corrida_2,6.3-µmol/mol,18,6.29,180
co,corrida_2,6.3-µmol/mol,19,6.289,180
co,corrida_2,6.3-µmol/mol,20,6.303,180
co,corrida_2,6.3-µmol/mol,21,6.294,180
co,corrida_2,6.3-µmol/mol,22,6.295,180
co,corrida_2,6.3-µmol/mol,23,6.291,180
co,corrida_2,6.3-µmol/mol,24,6.285,180
co,corrida_2,6.3-µmol/mol,25,6.302,180
co,corrida_2,6.3-µmol/mol,26,6.291,180
co,corrida_2,6.3-µmol/mol,27,6.302,180
co,corrida_2,6.3-µmol/mol,28,6.297,180
co,corrida_2,6.3-µmol/mol,29,6.288,180
co,corrida_2,6.3-µmol/mol,30,6.285,180
co,corrida_2,6.3-µmol/mol,31,6.306,180
co,corrida_2,6.3-µmol/mol,32,6.304,180
co,corrida_2,6.3-µmol/mol,33,6.286,180
co,corrida_2,6.3-µmol/mol,34,6.294,180
co,corrida_2,6.3-µmol/mol,35,6.293,180
co,corrida_2,6.3-µmol/mol,36,6.293,180
co,corrida_2,6.3-µmol/mol,37,6.297,180
co,corrida_2,6.3-µmol/mol,38,6.3,180
co,corrida_2,6.3-µmol/mol,39,6.294,180
co,corrida_2,6.3-µmol/mol,40,6.292,180
co,corrida_2,6.3-µmol/mol,41,6.294,180
co,corrida_2,6.3-µmol/mol,42,6.3,180
co,corrida_2,6.3-µmol/mol,43,6.288,180
co,corrida_2,6.3-µmol/mol,44,6.294,180
co,corrida_2,6.3-µmol/mol,45,6.308,180
co,corrida_2,6.3-µmol/mol,46,6.304,180
co,corrida_2,6.3-µmol/mol,47,6.293,180
co,corrida_2,6.3-µmol/mol,48,6.309,180
co,corrida_2,6.3-µmol/mol,49,6.294,180
co,corrida_2,6.3-µmol/mol,50,6.293,180
co,corrida_2,6.3-µmol/mol,51,6.3,180
co,corrida_2,6.3-µmol/mol,52,6.298,180
co,corrida_2,6.3-µmol/mol,53,6.283,180
co,corrida_2,6.3-µmol/mol,54,6.286,180
co,corrida_2,6.3-µmol/mol,55,6.287,180
co,corrida_2,6.3-µmol/mol,56,6.289,180
co,corrida_2,6.3-µmol/mol,57,6.298,180
co,corrida_2,6.3-µmol/mol,58,6.283,180
co,corrida_2,6.3-µmol/mol,59,6.292,180
co,corrida_2,6.3-µmol/mol,60,6.286,180
co,corrida_2,6.3-µmol/mol,61,6.286,180
co,corrida_2,6.3-µmol/mol,62,6.287,180
co,corrida_2,6.3-µmol/mol,63,6.291,180
co,corrida_2,6.3-µmol/mol,64,6.291,180
co,corrida_2,6.3-µmol/mol,65,6.297,180
co,corrida_2,6.3-µmol/mol,66,6.288,180
co,corrida_2,6.3-µmol/mol,67,6.289,180
co,corrida_2,6.3-µmol/mol,68,6.303,180
co,corrida_2,6.3-µmol/mol,69,6.291,180
co,corrida_2,6.3-µmol/mol,70,6.293,180
co,corrida_2,6.3-µmol/mol,71,6.29,180
co,corrida_2,6.3-µmol/mol,72,6.275,180
co,corrida_2,6.3-µmol/mol,73,6.297,180
co,corrida_2,6.3-µmol/mol,74,6.304,180
co,corrida_2,6.3-µmol/mol,75,6.3,180
co,corrida_2,6.3-µmol/mol,76,6.284,180
co,corrida_2,6.3-µmol/mol,77,6.299,180
co,corrida_2,6.3-µmol/mol,78,6.293,180
co,corrida_2,6.3-µmol/mol,79,6.295,180
co,corrida_2,6.3-µmol/mol,80,6.286,180
co,corrida_2,6.3-µmol/mol,81,6.29,180
co,corrida_2,6.3-µmol/mol,82,6.291,180
co,corrida_2,6.3-µmol/mol,83,6.292,180
co,corrida_2,6.3-µmol/mol,84,6.292,180
co,corrida_2,6.3-µmol/mol,85,6.293,180
co,corrida_2,6.3-µmol/mol,86,6.296,180
co,corrida_2,6.3-µmol/mol,87,6.292,180
co,corrida_2,6.3-µmol/mol,88,6.285,180
co,corrida_2,6.3-µmol/mol,89,6.302,180
co,corrida_2,6.3-µmol/mol,90,6.288,180
co,corrida_2,6.3-µmol/mol,91,6.291,180
co,corrida_2,6.3-µmol/mol,92,6.296,180
co,corrida_2,6.3-µmol/mol,93,6.298,180
co,corrida_2,6.3-µmol/mol,94,6.293,180
co,corrida_2,6.3-µmol/mol,95,6.284,180
co,corrida_2,6.3-µmol/mol,96,6.288,180
co,corrida_2,6.3-µmol/mol,97,6.302,180
co,corrida_2,6.3-µmol/mol,98,6.29,180
co,corrida_2,6.3-µmol/mol,99,6.298,180
co,corrida_2,6.3-µmol/mol,100,6.294,180
co,corrida_2,6.3-µmol/mol,101,6.292,180
co,corrida_2,6.3-µmol/mol,102,6.291,180
co,corrida_2,6.3-µmol/mol,103,6.294,180
co,corrida_2,6.3-µmol/mol,104,6.287,180
co,corrida_2,6.3-µmol/mol,105,6.289,180
co,corrida_2,6.3-µmol/mol,106,6.295,180
co,corrida_2,6.3-µmol/mol,107,6.291,180
co,corrida_2,6.3-µmol/mol,108,6.299,180
co,corrida_2,6.3-µmol/mol,109,6.292,180
co,corrida_2,6.3-µmol/mol,110,6.29,180
co,corrida_2,6.3-µmol/mol,111,6.292,180
co,corrida_2,6.3-µmol/mol,112,6.296,180
co,corrida_2,6.3-µmol/mol,113,6.297,180
co,corrida_2,6.3-µmol/mol,114,6.3,180
co,corrida_2,6.3-µmol/mol,115,6.294,180
co,corrida_2,6.3-µmol/mol,116,6.294,180
co,corrida_2,6.3-µmol/mol,117,6.301,180
co,corrida_2,6.3-µmol/mol,118,6.287,180
co,corrida_2,6.3-µmol/mol,119,6.298,180
co,corrida_2,6.3-µmol/mol,120,6.295,180
co,corrida_2,6.3-µmol/mol,121,6.298,180
co,corrida_2,6.3-µmol/mol,122,6.287,180
co,corrida_2,6.3-µmol/mol,123,6.301,180
co,corrida_2,6.3-µmol/mol,124,6.278,180
co,corrida_2,6.3-µmol/mol,125,6.297,180
co,corrida_2,6.3-µmol/mol,126,6.294,180
co,corrida_2,6.3-µmol/mol,127,6.294,180
co,corrida_2,6.3-µmol/mol,128,6.296,180
co,corrida_2,6.3-µmol/mol,129,6.289,180
co,corrida_2,6.3-µmol/mol,130,6.29,180
co,corrida_2,6.3-µmol/mol,131,6.285,180
co,corrida_2,6.3-µmol/mol,132,6.297,180
co,corrida_2,6.3-µmol/mol,133,6.291,180
co,corrida_2,6.3-µmol/mol,134,6.288,180
co,corrida_2,6.3-µmol/mol,135,6.293,180
co,corrida_2,6.3-µmol/mol,136,6.289,180
co,corrida_2,6.3-µmol/mol,137,6.296,180
co,corrida_2,6.3-µmol/mol,138,6.288,180
co,corrida_2,6.3-µmol/mol,139,6.291,180
co,corrida_2,6.3-µmol/mol,140,6.284,180
co,corrida_2,6.3-µmol/mol,141,6.283,180
co,corrida_2,6.3-µmol/mol,142,6.298,180
co,corrida_2,6.3-µmol/mol,143,6.308,180
co,corrida_2,6.3-µmol/mol,144,6.291,180
co,corrida_2,6.3-µmol/mol,145,6.293,180
co,corrida_2,6.3-µmol/mol,146,6.285,180
co,corrida_2,6.3-µmol/mol,147,6.301,180
co,corrida_2,6.3-µmol/mol,148,6.284,180
co,corrida_2,6.3-µmol/mol,149,6.308,180
co,corrida_2,6.3-µmol/mol,150,6.295,180
co,corrida_2,6.3-µmol/mol,151,6.295,180
co,corrida_2,6.3-µmol/mol,152,6.292,180
co,corrida_2,6.3-µmol/mol,153,6.299,180
co,corrida_2,6.3-µmol/mol,154,6.301,180
co,corrida_2,6.3-µmol/mol,155,6.295,180
co,corrida_2,6.3-µmol/mol,156,6.292,180
co,corrida_2,6.3-µmol/mol,157,6.29,180
co,corrida_2,6.3-µmol/mol,158,6.288,180
co,corrida_2,6.3-µmol/mol,159,6.3,180
co,corrida_2,6.3-µmol/mol,160,6.304,180
co,corrida_2,6.3-µmol/mol,161,6.292,180
co,corrida_2,6.3-µmol/mol,162,6.294,180
co,corrida_2,6.3-µmol/mol,163,6.289,180
co,corrida_2,6.3-µmol/mol,164,6.296,180
co,corrida_2,6.3-µmol/mol,165,6.293,180
co,corrida_2,6.3-µmol/mol,166,6.293,180
co,corrida_2,6.3-µmol/mol,167,6.291,180
co,corrida_2,6.3-µmol/mol,168,6.292,180
co,corrida_2,6.3-µmol/mol,169,6.298,180
co,corrida_2,6.3-µmol/mol,170,6.286,180
co,corrida_2,6.3-µmol/mol,171,6.296,180
co,corrida_2,6.3-µmol/mol,172,6.291,180
co,corrida_2,6.3-µmol/mol,173,6.298,180
co,corrida_2,6.3-µmol/mol,174,6.305,180
co,corrida_2,6.3-µmol/mol,175,6.298,180
co,corrida_2,6.3-µmol/mol,176,6.286,180
co,corrida_2,6.3-µmol/mol,177,6.298,180
co,corrida_2,6.3-µmol/mol,178,6.296,180
co,corrida_2,6.3-µmol/mol,179,6.3,180
co,corrida_2,6.3-µmol/mol,180,6.294,180
co,corrida_2,6.3-µmol/mol,181,6.294,180
co,corrida_2,6.3-µmol/mol,182,6.29,180
co,corrida_2,6.3-µmol/mol,183,6.296,180
co,corrida_2,6.3-µmol/mol,184,6.283,180
co,corrida_2,6.3-µmol/mol,185,6.301,180
co,corrida_2,6.3-µmol/mol,186,6.293,180
co,corrida_2,6.3-µmol/mol,187,6.303,180
co,corrida_2,6.3-µmol/mol,188,6.289,180
co,corrida_2,6.3-µmol/mol,189,6.293,180
co,corrida_2,6.3-µmol/mol,190,6.299,180
co,corrida_2,6.3-µmol/mol,191,6.29,180
co,corrida_2,6.3-µmol/mol,192,6.297,180
co,corrida_2,6.3-µmol/mol,193,6.294,180
co,corrida_2,6.3-µmol/mol,194,6.288,180
co,corrida_2,6.3-µmol/mol,195,6.287,180
co,corrida_2,6.3-µmol/mol,196,6.292,180
co,corrida_2,6.3-µmol/mol,197,6.301,180
co,corrida_2,6.3-µmol/mol,198,6.303,180
co,corrida_2,6.3-µmol/mol,199,6.297,180
co,corrida_2,6.3-µmol/mol,200,6.285,180
co,corrida_3,4.2-µmol/mol,1,4.174,183
co,corrida_3,4.2-µmol/mol,2,4.163,183
co,corrida_3,4.2-µmol/mol,3,4.166,183
co,corrida_3,4.2-µmol/mol,4,4.172,183
co,corrida_3,4.2-µmol/mol,5,4.134,183
co,corrida_3,4.2-µmol/mol,6,4.153,183
co,corrida_3,4.2-µmol/mol,7,4.166,183
co,corrida_3,4.2-µmol/mol,8,4.154,183
co,corrida_3,4.2-µmol/mol,9,4.189,183
co,corrida_3,4.2-µmol/mol,10,4.186,183
co,corrida_3,4.2-µmol/mol,11,4.163,183
co,corrida_3,4.2-µmol/mol,12,4.153,183
co,corrida_3,4.2-µmol/mol,13,4.151,183
co,corrida_3,4.2-µmol/mol,14,4.166,183
co,corrida_3,4.2-µmol/mol,15,4.176,183
co,corrida_3,4.2-µmol/mol,16,4.154,183
co,corrida_3,4.2-µmol/mol,17,4.178,183
co,corrida_3,4.2-µmol/mol,18,4.148,183
co,corrida_3,4.2-µmol/mol,19,4.157,183
co,corrida_3,4.2-µmol/mol,20,4.155,183
co,corrida_3,4.2-µmol/mol,21,4.166,183
co,corrida_3,4.2-µmol/mol,22,4.167,183
co,corrida_3,4.2-µmol/mol,23,4.159,183
co,corrida_3,4.2-µmol/mol,24,4.167,183
co,corrida_3,4.2-µmol/mol,25,4.167,183
co,corrida_3,4.2-µmol/mol,26,4.164,183
co,corrida_3,4.2-µmol/mol,27,4.159,183
co,corrida_3,4.2-µmol/mol,28,4.157,183
co,corrida_3,4.2-µmol/mol,29,4.18,183
co,corrida_3,4.2-µmol/mol,30,4.153,183
co,corrida_3,4.2-µmol/mol,31,4.156,183
co,corrida_3,4.2-µmol/mol,32,4.16,183
co,corrida_3,4.2-µmol/mol,33,4.156,183
co,corrida_3,4.2-µmol/mol,34,4.173,183
co,corrida_3,4.2-µmol/mol,35,4.152,183
co,corrida_3,4.2-µmol/mol,36,4.162,183
co,corrida_3,4.2-µmol/mol,37,4.165,183
co,corrida_3,4.2-µmol/mol,38,4.156,183
co,corrida_3,4.2-µmol/mol,39,4.158,183
co,corrida_3,4.2-µmol/mol,40,4.155,183
co,corrida_3,4.2-µmol/mol,41,4.161,183
co,corrida_3,4.2-µmol/mol,42,4.155,183
co,corrida_3,4.2-µmol/mol,43,4.185,183
co,corrida_3,4.2-µmol/mol,44,4.159,183
co,corrida_3,4.2-µmol/mol,45,4.182,183
co,corrida_3,4.2-µmol/mol,46,4.152,183
co,corrida_3,4.2-µmol/mol,47,4.173,183
co,corrida_3,4.2-µmol/mol,48,4.169,183
co,corrida_3,4.2-µmol/mol,49,4.165,183
co,corrida_3,4.2-µmol/mol,50,4.164,183
co,corrida_3,4.2-µmol/mol,51,4.18,183
co,corrida_3,4.2-µmol/mol,52,4.16,183
co,corrida_3,4.2-µmol/mol,53,4.156,183
co,corrida_3,4.2-µmol/mol,54,4.152,183
co,corrida_3,4.2-µmol/mol,55,4.149,183
co,corrida_3,4.2-µmol/mol,56,4.168,183
co,corrida_3,4.2-µmol/mol,57,4.154,183
co,corrida_3,4.2-µmol/mol,58,4.152,183
co,corrida_3,4.2-µmol/mol,59,4.153,183
co,corrida_3,4.2-µmol/mol,60,4.174,183
co,corrida_3,4.2-µmol/mol,61,4.162,183
co,corrida_3,4.2-µmol/mol,62,4.201,183
co,corrida_3,4.2-µmol/mol,63,4.167,183
co,corrida_3,4.2-µmol/mol,64,4.161,183
co,corrida_3,4.2-µmol/mol,65,4.144,183
co,corrida_3,4.2-µmol/mol,66,4.181,183
co,corrida_3,4.2-µmol/mol,67,4.162,183
co,corrida_3,4.2-µmol/mol,68,4.174,183
co,corrida_3,4.2-µmol/mol,69,4.162,183
co,corrida_3,4.2-µmol/mol,70,4.152,183
co,corrida_3,4.2-µmol/mol,71,4.21,183
co,corrida_3,4.2-µmol/mol,72,4.154,183
co,corrida_3,4.2-µmol/mol,73,4.166,183
co,corrida_3,4.2-µmol/mol,74,4.153,183
co,corrida_3,4.2-µmol/mol,75,4.156,183
co,corrida_3,4.2-µmol/mol,76,4.175,183
co,corrida_3,4.2-µmol/mol,77,4.146,183
co,corrida_3,4.2-µmol/mol,78,4.164,183
co,corrida_3,4.2-µmol/mol,79,4.169,183
co,corrida_3,4.2-µmol/mol,80,4.148,183
co,corrida_3,4.2-µmol/mol,81,4.16,183
co,corrida_3,4.2-µmol/mol,82,4.153,183
co,corrida_3,4.2-µmol/mol,83,4.15,183
co,corrida_3,4.2-µmol/mol,84,4.143,183
co,corrida_3,4.2-µmol/mol,85,4.159,183
co,corrida_3,4.2-µmol/mol,86,4.168,183
co,corrida_3,4.2-µmol/mol,87,4.169,183
co,corrida_3,4.2-µmol/mol,88,4.156,183
co,corrida_3,4.2-µmol/mol,89,4.161,183
co,corrida_3,4.2-µmol/mol,90,4.168,183
co,corrida_3,4.2-µmol/mol,91,4.145,183
co,corrida_3,4.2-µmol/mol,92,4.17,183
co,corrida_3,4.2-µmol/mol,93,4.156,183
co,corrida_3,4.2-µmol/mol,94,4.156,183
co,corrida_3,4.2-µmol/mol,95,4.176,183
co,corrida_3,4.2-µmol/mol,96,4.216,183
co,corrida_3,4.2-µmol/mol,97,4.161,183
co,corrida_3,4.2-µmol/mol,98,4.148,183
co,corrida_3,4.2-µmol/mol,99,4.156,183
co,corrida_3,4.2-µmol/mol,100,4.151,183
co,corrida_3,4.2-µmol/mol,101,4.173,183
co,corrida_3,4.2-µmol/mol,102,4.174,183
co,corrida_3,4.2-µmol/mol,103,4.185,183
co,corrida_3,4.2-µmol/mol,104,4.171,183
co,corrida_3,4.2-µmol/mol,105,4.15,183
co,corrida_3,4.2-µmol/mol,106,4.145,183
co,corrida_3,4.2-µmol/mol,107,4.189,183
co,corrida_3,4.2-µmol/mol,108,4.196,183
co,corrida_3,4.2-µmol/mol,109,4.157,183
co,corrida_3,4.2-µmol/mol,110,4.154,183
co,corrida_3,4.2-µmol/mol,111,4.17,183
co,corrida_3,4.2-µmol/mol,112,4.143,183
co,corrida_3,4.2-µmol/mol,113,4.167,183
co,corrida_3,4.2-µmol/mol,114,4.157,183
co,corrida_3,4.2-µmol/mol,115,4.16,183
co,corrida_3,4.2-µmol/mol,116,4.137,183
co,corrida_3,4.2-µmol/mol,117,4.185,183
co,corrida_3,4.2-µmol/mol,118,4.16,183
co,corrida_3,4.2-µmol/mol,119,4.14,183
co,corrida_3,4.2-µmol/mol,120,4.164,183
co,corrida_3,4.2-µmol/mol,121,4.161,183
co,corrida_3,4.2-µmol/mol,122,4.146,183
co,corrida_3,4.2-µmol/mol,123,4.15,183
co,corrida_3,4.2-µmol/mol,124,4.151,183
co,corrida_3,4.2-µmol/mol,125,4.16,183
co,corrida_3,4.2-µmol/mol,126,4.142,183
co,corrida_3,4.2-µmol/mol,127,4.152,183
