pollutant,run,level,dataset_id,simulated_minute,value,source_timestamp,source_column,generator_column
no,corrida_1,0-nmol/mol,1,54,-0.839,2026-05-01 04:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,55,-0.449,2026-05-01 03:50:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,56,-1.963,2026-05-01 04:13:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,57,-0.356,2026-05-01 03:53:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,58,0.062,2026-05-01 03:34:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,59,1.032,2026-05-01 03:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,1,60,-0.726,2026-05-01 03:31:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,1,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,2,1.328,2026-05-01 03:26:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,3,0.054,2026-05-01 03:15:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,4,-0.405,2026-05-01 03:33:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,5,-0.045,2026-05-01 03:02:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,6,1.331,2026-05-01 04:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,7,1.363,2026-05-01 03:20:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,8,-1.149,2026-05-01 04:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,9,-0.428,2026-05-01 03:45:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,10,-0.289,2026-05-01 04:10:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,11,-0.274,2026-05-01 03:35:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,12,0.278,2026-05-01 03:55:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,13,1.331,2026-05-01 04:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,14,-0.289,2026-05-01 04:10:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,15,-0.418,2026-05-01 03:29:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,16,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,17,-0.448,2026-05-01 03:57:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,18,-0.344,2026-05-01 03:28:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,19,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,20,0.711,2026-05-01 03:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,21,1.331,2026-05-01 04:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,22,-0.759,2026-05-01 03:58:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,23,-0.356,2026-05-01 03:53:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,24,1.226,2026-05-01 03:21:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,25,-0.344,2026-05-01 03:28:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,26,-0.844,2026-05-01 03:36:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,27,1.363,2026-05-01 03:20:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,28,1.226,2026-05-01 03:21:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,29,-0.169,2026-05-01 03:51:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,30,-0.448,2026-05-01 03:57:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,31,-0.169,2026-05-01 03:51:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,32,-0.169,2026-05-01 03:51:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,33,-0.508,2026-05-01 03:52:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,34,0.146,2026-05-01 03:39:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,35,0.191,2026-05-01 03:22:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,36,1.235,2026-05-01 03:18:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,37,0.408,2026-05-01 03:10:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,38,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,39,-0.844,2026-05-01 03:36:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,40,0.278,2026-05-01 03:55:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,41,-0.726,2026-05-01 03:31:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,42,1.328,2026-05-01 03:26:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,43,-0.999,2026-05-01 03:49:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,44,0.062,2026-05-01 03:34:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,45,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,46,1.603,2026-05-01 03:19:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,47,0.836,2026-05-01 03:11:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,48,-0.508,2026-05-01 03:52:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,49,1.235,2026-05-01 03:18:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,50,0.191,2026-05-01 03:22:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,51,-0.989,2026-05-01 04:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,52,-0.73,2026-05-01 03:23:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,53,0.728,2026-05-01 03:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,54,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,55,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,56,0.191,2026-05-01 03:22:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,57,-0.73,2026-05-01 03:23:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,58,0.711,2026-05-01 03:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,59,1.363,2026-05-01 03:20:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,2,60,-0.839,2026-05-01 04:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,1,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,2,-0.449,2026-05-01 03:50:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,3,-0.298,2026-05-01 03:41:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,4,-0.298,2026-05-01 03:41:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,5,0.613,2026-05-01 03:07:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,6,-0.508,2026-05-01 03:52:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,7,-0.356,2026-05-01 03:53:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,8,-0.696,2026-05-01 03:30:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,9,0.086,2026-05-01 03:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,10,-0.708,2026-05-01 04:07:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,11,0.728,2026-05-01 03:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,12,-0.42,2026-05-01 03:47:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,13,-1.129,2026-05-01 03:37:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,14,-0.355,2026-05-01 04:02:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,15,-0.742,2026-05-01 03:32:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,16,-1.017,2026-05-01 04:11:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,17,1.226,2026-05-01 03:21:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,18,-0.331,2026-05-01 03:17:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,19,-0.696,2026-05-01 03:30:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,20,1.603,2026-05-01 03:19:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,21,0.128,2026-05-01 04:09:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,22,-0.844,2026-05-01 03:36:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,23,-0.759,2026-05-01 03:58:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,24,-0.092,2026-05-01 03:54:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,25,-0.726,2026-05-01 03:31:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,26,-0.344,2026-05-01 03:28:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,27,1.328,2026-05-01 03:26:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,28,0.711,2026-05-01 03:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,29,0.728,2026-05-01 03:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,30,0.054,2026-05-01 03:15:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,31,-0.448,2026-05-01 03:57:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,32,0.069,2026-05-01 03:40:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,33,-0.473,2026-05-01 03:56:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,34,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,35,-0.646,2026-05-01 03:16:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,36,0.054,2026-05-01 03:15:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,37,-0.331,2026-05-01 03:17:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,38,-0.646,2026-05-01 03:16:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,39,0.787,2026-05-01 03:13:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,40,0.787,2026-05-01 03:13:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,41,0.728,2026-05-01 03:04:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,42,-1.963,2026-05-01 04:13:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,43,1.032,2026-05-01 03:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,44,-0.045,2026-05-01 03:02:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,45,0.613,2026-05-01 03:07:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,46,-0.42,2026-05-01 03:47:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,47,0.128,2026-05-01 04:09:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,48,0.069,2026-05-01 03:40:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,49,-0.298,2026-05-01 03:41:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,50,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,51,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,52,-0.313,2026-05-01 03:46:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,53,-0.449,2026-05-01 03:50:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,54,1.611,2026-05-01 03:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,55,1.059,2026-05-01 03:25:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,56,1.328,2026-05-01 03:26:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,57,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,58,-0.298,2026-05-01 03:41:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,59,1.603,2026-05-01 03:19:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,3,60,0.086,2026-05-01 03:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,1,-0.418,2026-05-01 03:29:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,2,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,3,-0.473,2026-05-01 03:56:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,4,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,5,0.278,2026-05-01 03:55:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,6,0.408,2026-05-01 03:10:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,7,-0.844,2026-05-01 03:36:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,8,0.146,2026-05-01 03:39:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,9,-0.258,2026-05-01 03:42:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,10,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,11,0.128,2026-05-01 04:09:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,12,-0.418,2026-05-01 03:29:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,13,-0.48,2026-05-01 03:38:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,14,0.062,2026-05-01 03:34:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,15,-1.636,2026-05-01 04:05:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,16,0.086,2026-05-01 03:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,17,0.345,2026-05-01 03:14:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,18,-0.428,2026-05-01 03:45:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,19,0.191,2026-05-01 03:22:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,20,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,21,-0.428,2026-05-01 03:45:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,22,-0.989,2026-05-01 04:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,23,-0.675,2026-05-01 04:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,24,0.278,2026-05-01 03:55:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,25,-0.473,2026-05-01 03:56:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,26,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,27,0.711,2026-05-01 03:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,28,-0.48,2026-05-01 03:38:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,29,-0.356,2026-05-01 03:53:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,30,0.787,2026-05-01 03:13:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,31,-0.356,2026-05-01 03:53:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,32,-0.355,2026-05-01 04:02:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,33,0.613,2026-05-01 03:07:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,34,-0.675,2026-05-01 04:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,35,1.059,2026-05-01 03:25:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,36,-0.071,2026-05-01 04:08:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,37,0.086,2026-05-01 03:01:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,38,0.532,2026-05-01 03:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,39,-0.298,2026-05-01 03:41:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,40,-0.759,2026-05-01 03:58:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,41,-0.313,2026-05-01 03:46:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,42,-0.294,2026-05-01 03:43:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,43,-1.017,2026-05-01 04:11:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,44,0.062,2026-05-01 03:34:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,45,0.128,2026-05-01 04:09:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,46,0.278,2026-05-01 03:55:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,47,-0.449,2026-05-01 03:50:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,48,-0.989,2026-05-01 04:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,49,-0.844,2026-05-01 03:36:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,50,-0.759,2026-05-01 03:58:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,51,-1.149,2026-05-01 04:12:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,52,-0.42,2026-05-01 03:47:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,53,0.515,2026-05-01 04:00:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,54,-0.405,2026-05-01 03:33:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,55,-0.449,2026-05-01 03:50:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,56,-0.428,2026-05-01 03:45:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,57,-0.989,2026-05-01 04:06:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,58,1.363,2026-05-01 03:20:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,59,0.836,2026-05-01 03:11:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,4,60,-0.675,2026-05-01 04:03:00,no_calaire_ppb,no_gen_ppb
no,corrida_1,0-nmol/mol,5,1,-0.294,2026-05-01 03:43:00,no_calaire_ppb,no_gen_ppb
