pollutant,run,level,dataset_id,simulated_minute,value,source_timestamp,source_column,generator_column
o3,corrida_1,0-nmol/mol,1,18,-0.122,2026-04-30 13:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,19,-1.002,2026-04-30 14:27:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,20,-0.561,2026-04-30 14:53:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,21,-0.738,2026-04-30 14:31:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,22,-1.129,2026-04-30 15:03:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,23,0.265,2026-04-30 13:54:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,24,-0.418,2026-04-30 14:16:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,25,-0.676,2026-04-30 14:30:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,26,-0.852,2026-04-30 14:40:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,27,0.497,2026-04-30 13:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,28,-0.124,2026-04-30 14:00:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,29,-0.82,2026-04-30 14:19:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,30,-0.776,2026-04-30 14:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,31,-0.847,2026-04-30 14:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,32,-0.681,2026-04-30 14:28:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,33,-0.144,2026-04-30 13:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,34,-0.995,2026-04-30 14:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,35,0.497,2026-04-30 13:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,36,0.485,2026-04-30 13:43:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,37,-0.894,2026-04-30 14:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,38,-0.896,2026-04-30 14:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,39,-0.537,2026-04-30 14:17:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,40,-1.129,2026-04-30 15:03:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,41,-0.995,2026-04-30 14:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,42,-0.656,2026-04-30 14:23:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,43,-0.753,2026-04-30 14:39:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,44,-0.758,2026-04-30 14:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,45,-0.82,2026-04-30 14:19:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,46,-0.657,2026-04-30 14:08:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,47,-1.114,2026-04-30 14:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,48,0.706,2026-04-30 13:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,49,-0.122,2026-04-30 13:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,50,0.502,2026-04-30 13:39:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,51,-0.912,2026-04-30 14:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,52,-1.114,2026-04-30 14:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,53,-0.894,2026-04-30 14:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,54,0.475,2026-04-30 13:40:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,55,-0.768,2026-04-30 14:48:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,56,0.352,2026-04-30 13:47:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,57,-0.374,2026-04-30 13:59:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,58,0.265,2026-04-30 13:54:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,59,-0.673,2026-04-30 14:37:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,1,60,-0.621,2026-04-30 14:26:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,1,-0.705,2026-04-30 14:34:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,2,-1.002,2026-04-30 14:27:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,3,-0.967,2026-04-30 14:54:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,4,-0.705,2026-04-30 14:34:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,5,-1.171,2026-04-30 14:58:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,6,-0.912,2026-04-30 14:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,7,-0.887,2026-04-30 14:24:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,8,-0.887,2026-04-30 14:42:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,9,0.706,2026-04-30 13:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,10,-0.561,2026-04-30 14:53:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,11,-0.374,2026-04-30 13:59:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,12,0.502,2026-04-30 13:39:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,13,-0.39,2026-04-30 14:02:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,14,0.056,2026-04-30 13:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,15,-0.758,2026-04-30 14:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,16,-0.706,2026-04-30 14:43:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,17,-0.395,2026-04-30 14:20:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,18,0.056,2026-04-30 13:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,19,-0.758,2026-04-30 14:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,20,-0.845,2026-04-30 14:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,21,-0.899,2026-04-30 14:18:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,22,-0.896,2026-04-30 14:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,23,-0.923,2026-04-30 14:21:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,24,-0.39,2026-04-30 14:02:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,25,-1.432,2026-04-30 15:02:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,26,0.593,2026-04-30 13:37:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,27,-0.374,2026-04-30 13:59:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,28,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,29,-0.122,2026-04-30 13:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,30,0.381,2026-04-30 13:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,31,-0.995,2026-04-30 14:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,32,-0.706,2026-04-30 14:43:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,33,-0.483,2026-04-30 14:01:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,34,0.867,2026-04-30 13:33:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,35,-0.907,2026-04-30 14:29:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,36,0.149,2026-04-30 13:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,37,-0.852,2026-04-30 14:40:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,38,-0.808,2026-04-30 14:13:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,39,-0.958,2026-04-30 14:38:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,40,-0.495,2026-04-30 14:03:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,41,-1.171,2026-04-30 14:58:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,42,-0.656,2026-04-30 14:23:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,43,-0.907,2026-04-30 14:29:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,44,-0.995,2026-04-30 14:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,45,-0.958,2026-04-30 14:38:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,46,-1.114,2026-04-30 14:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,47,-0.059,2026-04-30 13:57:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,48,-0.912,2026-04-30 14:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,49,-0.894,2026-04-30 14:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,50,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,51,-0.756,2026-04-30 14:25:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,52,-0.144,2026-04-30 13:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,53,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,54,0.359,2026-04-30 13:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,55,-0.907,2026-04-30 14:29:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,56,-0.621,2026-04-30 14:26:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,57,-0.923,2026-04-30 14:21:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,58,-0.099,2026-04-30 13:50:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,59,-0.144,2026-04-30 13:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,2,60,-0.277,2026-04-30 14:04:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,1,0.149,2026-04-30 13:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,2,-0.099,2026-04-30 13:50:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,3,-0.995,2026-04-30 14:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,4,-0.82,2026-04-30 14:19:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,5,-0.756,2026-04-30 14:25:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,6,-0.82,2026-04-30 14:19:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,7,-0.82,2026-04-30 14:19:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,8,-0.395,2026-04-30 14:20:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,9,-0.373,2026-04-30 14:07:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,10,-0.785,2026-04-30 14:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,11,-0.785,2026-04-30 14:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,12,-0.007,2026-04-30 13:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,13,0.352,2026-04-30 13:47:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,14,0.502,2026-04-30 13:39:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,15,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,16,-0.277,2026-04-30 14:04:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,17,-0.656,2026-04-30 14:23:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,18,54.382,2026-04-30 15:08:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,19,-0.374,2026-04-30 13:59:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,20,-0.122,2026-04-30 13:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,21,-0.537,2026-04-30 14:17:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,22,-0.39,2026-04-30 14:02:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,23,0.733,2026-04-30 13:34:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,24,0.182,2026-04-30 13:48:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,25,0.475,2026-04-30 13:40:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,26,-1.08,2026-04-30 15:07:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,27,-0.395,2026-04-30 14:20:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,28,0.352,2026-04-30 13:47:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,29,-0.007,2026-04-30 13:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,30,-0.705,2026-04-30 14:34:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,31,-0.061,2026-04-30 13:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,32,0.792,2026-04-30 13:35:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,33,-0.905,2026-04-30 14:50:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,34,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,35,-0.776,2026-04-30 14:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,36,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,37,-0.007,2026-04-30 13:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,38,-0.061,2026-04-30 13:52:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,39,0.359,2026-04-30 13:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,40,0.149,2026-04-30 13:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,41,-0.787,2026-04-30 15:00:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,42,-0.758,2026-04-30 14:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,43,-1.171,2026-04-30 14:58:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,44,-0.894,2026-04-30 14:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,45,-0.845,2026-04-30 14:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,46,-1.432,2026-04-30 15:02:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,47,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,48,-0.853,2026-04-30 14:57:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,49,-0.787,2026-04-30 15:00:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,50,-0.899,2026-04-30 14:18:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,51,-0.437,2026-04-30 14:09:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,52,-0.437,2026-04-30 14:09:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,53,0.486,2026-04-30 13:38:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,54,-0.395,2026-04-30 14:20:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,55,-0.923,2026-04-30 14:21:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,56,-0.484,2026-04-30 13:58:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,57,0.706,2026-04-30 13:32:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,58,-0.847,2026-04-30 14:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,59,-0.735,2026-04-30 14:35:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,3,60,0.792,2026-04-30 13:35:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,1,-0.912,2026-04-30 14:51:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,2,-0.51,2026-04-30 14:15:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,3,-0.417,2026-04-30 14:05:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,4,-0.676,2026-04-30 14:30:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,5,-0.124,2026-04-30 14:00:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,6,-0.785,2026-04-30 14:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,7,-0.753,2026-04-30 14:39:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,8,-0.099,2026-04-30 13:50:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,9,0.497,2026-04-30 13:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,10,-0.484,2026-04-30 13:58:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,11,0.182,2026-04-30 13:48:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,12,-0.673,2026-04-30 14:37:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,13,-0.277,2026-04-30 14:04:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,14,-0.621,2026-04-30 14:26:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,15,-0.922,2026-04-30 14:22:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,16,-0.374,2026-04-30 13:59:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,17,-0.845,2026-04-30 14:49:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,18,-0.144,2026-04-30 13:56:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,19,-0.122,2026-04-30 13:55:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,20,0.359,2026-04-30 13:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,21,-0.787,2026-04-30 15:00:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,22,-0.847,2026-04-30 14:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,23,0.792,2026-04-30 13:35:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,24,0.381,2026-04-30 13:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,25,-0.756,2026-04-30 14:25:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,26,-0.967,2026-04-30 14:54:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,27,-0.657,2026-04-30 14:08:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,28,-0.887,2026-04-30 14:42:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,29,-0.706,2026-04-30 14:43:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,30,-0.847,2026-04-30 14:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,31,-0.887,2026-04-30 14:24:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,32,-0.49,2026-04-30 14:33:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,33,0.056,2026-04-30 13:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,34,0.381,2026-04-30 13:44:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,35,-0.561,2026-04-30 14:53:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,36,0.497,2026-04-30 13:46:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,37,0.056,2026-04-30 13:45:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,38,0.608,2026-04-30 13:42:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,39,0.608,2026-04-30 13:42:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,40,0.792,2026-04-30 13:35:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,41,-0.896,2026-04-30 14:41:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,42,0.593,2026-04-30 13:37:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,43,0.867,2026-04-30 13:33:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,44,0.486,2026-04-30 13:38:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,45,-0.51,2026-04-30 14:15:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,46,-1.129,2026-04-30 15:03:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,47,-0.673,2026-04-30 14:37:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,48,-0.657,2026-04-30 14:08:00,o3_calaire_ppb,o3_gen_ppb
o3,corrida_1,0-nmol/mol,4,49,-0.437,2026-04-30 14:09:00,o3_calaire_ppb,o3_gen_ppb
