pollutant,run,level,dataset_id,simulated_minute,value,source_timestamp,source_column,generator_column
no2,corrida_1,0-nmol/mol,2,46,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,47,-1.697,2026-05-01 03:19:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,48,-1.922,2026-05-01 03:11:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,49,0.021,2026-05-01 03:52:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,50,-1.595,2026-05-01 03:18:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,51,-0.011,2026-05-01 03:22:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,52,-0.125,2026-05-01 04:06:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,53,0.15,2026-05-01 03:23:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,54,-2.36,2026-05-01 03:04:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,55,0.087,2026-05-01 03:37:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,56,0.087,2026-05-01 03:37:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,57,-0.011,2026-05-01 03:22:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,58,0.15,2026-05-01 03:23:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,59,-0.533,2026-05-01 03:12:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,2,60,-0.229,2026-05-01 03:20:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,1,1.224,2026-05-01 04:04:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,2,0.087,2026-05-01 03:37:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,3,-0.132,2026-05-01 03:50:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,4,0.269,2026-05-01 03:41:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,5,0.269,2026-05-01 03:41:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,6,-0.808,2026-05-01 03:07:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,7,0.021,2026-05-01 03:52:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,8,-0.259,2026-05-01 03:53:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,9,0.116,2026-05-01 03:30:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,10,-1.021,2026-05-01 03:01:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,11,-0.799,2026-05-01 04:07:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,12,-2.36,2026-05-01 03:04:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,13,0.038,2026-05-01 03:47:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,14,0.087,2026-05-01 03:37:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,15,0.479,2026-05-01 04:02:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,16,-0.015,2026-05-01 03:32:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,17,1.02,2026-05-01 04:11:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,18,0.23,2026-05-01 03:21:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,19,0.222,2026-05-01 03:17:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,20,0.116,2026-05-01 03:30:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,21,-1.697,2026-05-01 03:19:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,22,-0.057,2026-05-01 04:09:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,23,0.427,2026-05-01 03:36:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,24,-0.638,2026-05-01 03:58:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,25,-0.266,2026-05-01 03:54:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,26,0.064,2026-05-01 03:31:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,27,0.47,2026-05-01 03:28:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,28,-1.249,2026-05-01 03:26:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,29,-0.533,2026-05-01 03:12:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,30,-2.36,2026-05-01 03:04:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,31,0.529,2026-05-01 03:15:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,32,-0.096,2026-05-01 03:57:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,33,-0.302,2026-05-01 03:40:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,34,-0.743,2026-05-01 04:14:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,35,0.178,2026-05-01 03:56:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,36,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,37,0.63,2026-05-01 03:16:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,38,0.529,2026-05-01 03:15:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,39,0.222,2026-05-01 03:17:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,40,0.63,2026-05-01 03:16:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,41,0.75,2026-05-01 03:13:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,42,0.75,2026-05-01 03:13:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,43,-2.36,2026-05-01 03:04:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,44,0.473,2026-05-01 04:13:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,45,-1.583,2026-05-01 03:06:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,46,-0.867,2026-05-01 03:02:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,47,-0.808,2026-05-01 03:07:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,48,0.038,2026-05-01 03:47:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,49,-0.057,2026-05-01 04:09:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,50,-0.302,2026-05-01 03:40:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,51,0.269,2026-05-01 03:41:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,52,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,53,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,54,-0.54,2026-05-01 03:46:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,55,-0.132,2026-05-01 03:50:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,56,-2.583,2026-05-01 03:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,57,-1.565,2026-05-01 03:25:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,58,-1.249,2026-05-01 03:26:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,59,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,3,60,0.269,2026-05-01 03:41:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,1,-1.697,2026-05-01 03:19:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,2,-1.021,2026-05-01 03:01:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,3,0.672,2026-05-01 03:29:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,4,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,5,0.178,2026-05-01 03:56:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,6,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,7,-0.311,2026-05-01 03:55:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,8,-1.139,2026-05-01 03:10:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,9,0.427,2026-05-01 03:36:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,10,-0.291,2026-05-01 03:39:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,11,-0.371,2026-05-01 03:42:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,12,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,13,-0.057,2026-05-01 04:09:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,14,0.672,2026-05-01 03:29:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,15,-0.339,2026-05-01 03:38:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,16,0.413,2026-05-01 03:34:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,17,1.118,2026-05-01 04:05:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,18,-1.021,2026-05-01 03:01:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,19,0.674,2026-05-01 03:14:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,20,-0.064,2026-05-01 03:45:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,21,-0.011,2026-05-01 03:22:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,22,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,23,-0.064,2026-05-01 03:45:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,24,-0.125,2026-05-01 04:06:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,25,-0.743,2026-05-01 04:14:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,26,1.599,2026-05-01 04:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,27,-0.311,2026-05-01 03:55:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,28,0.178,2026-05-01 03:56:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,29,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,30,-0.533,2026-05-01 03:12:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,31,-0.339,2026-05-01 03:38:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,32,-0.259,2026-05-01 03:53:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,33,0.75,2026-05-01 03:13:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,34,-0.259,2026-05-01 03:53:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,35,0.479,2026-05-01 04:02:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,36,-0.808,2026-05-01 03:07:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,37,1.599,2026-05-01 04:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,38,-1.565,2026-05-01 03:25:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,39,-0.392,2026-05-01 04:08:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,40,-1.021,2026-05-01 03:01:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,41,-1.352,2026-05-01 03:03:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,42,0.269,2026-05-01 03:41:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,43,-0.638,2026-05-01 03:58:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,44,-0.54,2026-05-01 03:46:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,45,-0.405,2026-05-01 03:43:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,46,1.02,2026-05-01 04:11:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,47,0.413,2026-05-01 03:34:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,48,-0.057,2026-05-01 04:09:00,no2_calaire_ppb,no2_gen_ppb
no2,corrida_1,0-nmol/mol,4,49,-0.311,2026-05-01 03:55:00,no2_calaire_ppb,no2_gen_ppb
