"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"no","181-ppb","part_9",10,"21-30",180.235217391304,0.0486188144644104
"no","181-ppb","ref",1,"1-10",180.1725,0.0761180923182054
"no","181-ppb","ref",1,"11-20",180.19,0.0638664426381349
"no","181-ppb","ref",1,"21-30",180.185108695652,0.0551392853576206
"no","182-ppb","part_1",2,"1-10",75.8523670886076,0.537839910478341
"no","182-ppb","part_1",2,"11-20",76.1173164556962,0.196324210715174
"no","182-ppb","part_1",2,"21-30",75.9436075949367,0.227964482310377
"no","182-ppb","part_2",3,"1-10",76.0549620253165,0.266568325615272
"no","182-ppb","part_2",3,"11-20",75.9840506329114,0.385917525310932
"no","182-ppb","part_2",3,"21-30",75.8439113924051,0.425968283791318
"no","182-ppb","part_3",4,"1-10",76.1144430379747,0.279099176139864
"no","182-ppb","part_3",4,"11-20",76.0470506329114,0.358402297580924
"no","182-ppb","part_3",4,"21-30",76.2155316455696,0.301772441275023
"no","182-ppb","part_4",5,"1-10",76.0948481012658,0.271888919159052
"no","182-ppb","part_4",5,"11-20",76.3239493670886,0.237016976450312
"no","182-ppb","part_4",5,"21-30",76.1193544303797,0.322840906573094
"no","182-ppb","part_5",6,"1-10",76.127582278481,0.180323172710718
"no","182-ppb","part_5",6,"11-20",76.210253164557,0.32758873579239
"no","182-ppb","part_5",6,"21-30",76.2204430379747,0.311806365267883
"no","182-ppb","part_6",7,"1-10",76.0899873417721,0.219568276132309
"no","182-ppb","part_6",7,"11-20",76.1051518987342,0.321166002509469
"no","182-ppb","part_6",7,"21-30",76.1875189873418,0.391214559951398
"no","182-ppb","part_7",8,"1-10",76.1988227848101,0.379352444285676
"no","182-ppb","part_7",8,"11-20",76.0424303797468,0.229265755381098
"no","182-ppb","part_7",8,"21-30",75.9516962025317,0.343295776617964
"no","182-ppb","part_8",9,"1-10",76.1785189873418,0.263972699547164
"no","182-ppb","part_8",9,"11-20",76.2355316455696,0.337314066726442
"no","182-ppb","part_8",9,"21-30",76.2139367088608,0.402971084295452
"no","182-ppb","part_9",10,"1-10",76.2736202531646,0.309036070004014
"no","182-ppb","part_9",10,"11-20",76.0098227848101,0.395581928134826
"no","182-ppb","part_9",10,"21-30",76.0185569620253,0.340005781871564
"no","182-ppb","ref",1,"1-10",76.0037594936709,0.380021176337484
"no","182-ppb","ref",1,"11-20",75.9988481012658,0.114248303204128
"no","182-ppb","ref",1,"21-30",76.145164556962,0.451369161033556
"no","42-ppb","part_1",2,"1-10",24.9176882352941,0.612389910576537
"no","42-ppb","part_1",2,"11-20",25.3107294117647,1.21833233951334
"no","42-ppb","part_1",2,"21-30",24.9914764705882,0.930483009448704
"no","42-ppb","part_2",3,"1-10",24.6869294117647,0.806034569756916
"no","42-ppb","part_2",3,"11-20",25.7902176470588,1.54609798762919
"no","42-ppb","part_2",3,"21-30",24.8922764705882,0.925252761188888
"no","42-ppb","part_3",4,"1-10",24.9135411764706,0.937137084563067
"no","42-ppb","part_3",4,"11-20",25.0059764705882,1.50145327631125
"no","42-ppb","part_3",4,"21-30",24.5638176470588,1.01224144507981
"no","42-ppb","part_4",5,"1-10",24.9038823529412,0.831143421996289
"no","42-ppb","part_4",5,"11-20",24.7305117647059,1.16307774200544
"no","42-ppb","part_4",5,"21-30",24.3188352941177,0.825673165321668
"no","42-ppb","part_5",6,"1-10",24.9740058823529,1.00038374046236
"no","42-ppb","part_5",6,"11-20",24.7919882352941,1.65112042273278
"no","42-ppb","part_5",6,"21-30",25.2384764705882,1.05286792692596
"no","42-ppb","part_6",7,"1-10",25.1183294117647,0.922379779104675
"no","42-ppb","part_6",7,"11-20",24.6914470588235,1.56925931959928
"no","42-ppb","part_6",7,"21-30",25.057394117647,1.60866530439158
"no","42-ppb","part_7",8,"1-10",24.1062647058823,0.572584704266686
"no","42-ppb","part_7",8,"11-20",24.2908058823529,1.40976136346629
"no","42-ppb","part_7",8,"21-30",25.0471588235294,1.03162496838437
"no","42-ppb","part_8",9,"1-10",24.5894941176471,1.27198801380612
"no","42-ppb","part_8",9,"11-20",25.2369235294118,0.557230951900781
"no","42-ppb","part_8",9,"21-30",25.0668235294118,1.42438328385691
"no","42-ppb","part_9",10,"1-10",24.8613705882353,1.28939030444963
"no","42-ppb","part_9",10,"11-20",25.1980705882353,1.38966877463339
"no","42-ppb","part_9",10,"21-30",24.3465764705882,1.51558267403335
"no","42-ppb","ref",1,"1-10",24.8578705882353,0.690693760406972
"no","42-ppb","ref",1,"11-20",24.7868176470588,0.768133600576928
"no","42-ppb","ref",1,"21-30",24.4435,1.19691099157827
"no","81-ppb","part_1",2,"1-10",80.6930384615385,0.0404406205068834
"no","81-ppb","part_1",2,"11-20",80.682,0.0496306376872092
"no","81-ppb","part_1",2,"21-30",80.6845769230769,0.0392529474766193
"no","81-ppb","part_2",3,"1-10",80.6845576923077,0.0342276539925062
"no","81-ppb","part_2",3,"11-20",80.6847692307692,0.0302900454069762
"no","81-ppb","part_2",3,"21-30",80.6901346153846,0.0313599872470025
"no","81-ppb","part_3",4,"1-10",80.6753461538461,0.0382102689709601
"no","81-ppb","part_3",4,"11-20",80.6443076923077,0.0548575047292161
"no","81-ppb","part_3",4,"21-30",80.6769807692308,0.0435354158051099
"no","81-ppb","part_4",5,"1-10",80.6686153846154,0.0436763656663148
"no","81-ppb","part_4",5,"11-20",80.6850576923077,0.0276893472420259
"no","81-ppb","part_4",5,"21-30",80.6912692307692,0.0477025767824894
"no","81-ppb","part_5",6,"1-10",80.6837884615385,0.0289060702524028
"no","81-ppb","part_5",6,"11-20",80.6715192307692,0.0276577791029072
"no","81-ppb","part_5",6,"21-30",80.6699423076923,0.0347170929807589
"no","81-ppb","part_6",7,"1-10",80.6738846153846,0.0309209400971126
"no","81-ppb","part_6",7,"11-20",80.6695192307692,0.0349928669823459
"no","81-ppb","part_6",7,"21-30",80.7020192307692,0.0514552563781602
"no","81-ppb","part_7",8,"1-10",80.6801346153846,0.0440960462163266
"no","81-ppb","part_7",8,"11-20",80.6755769230769,0.0464241550232701
"no","81-ppb","part_7",8,"21-30",80.6976923076923,0.047513536601913
"no","81-ppb","part_8",9,"1-10",80.6700961538461,0.0268661256620127
"no","81-ppb","part_8",9,"11-20",80.707,0.0408262582929941
"no","81-ppb","part_8",9,"21-30",80.6803653846154,0.0463011759974725
"no","81-ppb","part_9",10,"1-10",80.6903461538462,0.0378544827886056
"no","81-ppb","part_9",10,"11-20",80.6887692307692,0.0506402304384135
"no","81-ppb","part_9",10,"21-30",80.6837307692308,0.0484383169163957
"no","81-ppb","ref",1,"1-10",80.6781923076923,0.0520328216601347
"no","81-ppb","ref",1,"11-20",80.68225,0.0557819061634481
"no","81-ppb","ref",1,"21-30",80.6905961538461,0.0591680521825711
"no","82-ppb","part_1",2,"1-10",25.683956043956,0.081092812408969
"no","82-ppb","part_1",2,"11-20",25.6624945054945,0.105543156898193
"no","82-ppb","part_1",2,"21-30",25.7079230769231,0.0898755470021203
"no","82-ppb","part_2",3,"1-10",25.6762417582418,0.0699899418309044
"no","82-ppb","part_2",3,"11-20",25.7177252747253,0.0953113700928931
"no","82-ppb","part_2",3,"21-30",25.7180989010989,0.105693900516895
"no","82-ppb","part_3",4,"1-10",25.7067912087912,0.0929964391471726
"no","82-ppb","part_3",4,"11-20",25.7436483516483,0.0936283627480769
"no","82-ppb","part_3",4,"21-30",25.7378241758242,0.0766419562235234
"no","82-ppb","part_4",5,"1-10",25.7490549450549,0.108631586997376
"no","82-ppb","part_4",5,"11-20",25.7004725274725,0.0980351186459018
"no","82-ppb","part_4",5,"21-30",25.738032967033,0.0833922900571618
"no","82-ppb","part_5",6,"1-10",25.7349010989011,0.06989930902975
"no","82-ppb","part_5",6,"11-20",25.7096043956044,0.107586566911025
"no","82-ppb","part_5",6,"21-30",25.7163956043956,0.0981997353396317
"no","82-ppb","part_6",7,"1-10",25.632978021978,0.092186318395441
"no","82-ppb","part_6",7,"11-20",25.7054835164835,0.132461763638529
"no","82-ppb","part_6",7,"21-30",25.6588131868132,0.122251799807006
"no","82-ppb","part_7",8,"1-10",25.7101428571429,0.127468896521062
"no","82-ppb","part_7",8,"11-20",25.6507032967033,0.0973986571263462
"no","82-ppb","part_7",8,"21-30",25.6991538461539,0.107652705708491
"no","82-ppb","part_8",9,"1-10",25.6799230769231,0.119453026810478
"no","82-ppb","part_8",9,"11-20",25.7158681318681,0.105927975952089
"no","82-ppb","part_8",9,"21-30",25.7028351648352,0.143965278530146
"no","82-ppb","part_9",10,"1-10",25.6865164835165,0.122802918108852
"no","82-ppb","part_9",10,"11-20",25.7805384615384,0.0907421525803043
"no","82-ppb","part_9",10,"21-30",25.7266703296703,0.10001615415149
"no","82-ppb","ref",1,"1-10",25.628956043956,0.109575609174877
"no","82-ppb","ref",1,"11-20",25.7033736263736,0.0914256957200195
"no","82-ppb","ref",1,"21-30",25.7115824175824,0.109068616852512
