"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"o3","120-ppb","part_12",13,"21-30",119.885979055036,0.859795376912004
"o3","120-ppb","part_2",3,"1-10",120.056833478712,0.811337364538942
"o3","120-ppb","part_2",3,"11-20",120.21053396677,0.7697766767631
"o3","120-ppb","part_2",3,"21-30",120.07557682243,0.813960495336979
"o3","120-ppb","part_3",4,"1-10",119.74909344756,0.837118060829019
"o3","120-ppb","part_3",4,"11-20",119.915146500519,0.84957416125094
"o3","120-ppb","part_3",4,"21-30",120.532173198338,0.511081228488041
"o3","120-ppb","part_4",5,"1-10",119.738504205607,0.82090414945349
"o3","120-ppb","part_4",5,"11-20",120.080632855659,0.82709866149964
"o3","120-ppb","part_4",5,"21-30",120.19634192108,0.773329977955906
"o3","120-ppb","part_5",6,"1-10",119.73544635514,0.806496419113118
"o3","120-ppb","part_5",6,"11-20",119.875734776739,0.812181285545777
"o3","120-ppb","part_5",6,"21-30",119.882066500519,0.853746578735589
"o3","120-ppb","part_6",7,"1-10",119.606693634476,0.764914636755359
"o3","120-ppb","part_6",7,"11-20",119.746419657321,0.810083853084061
"o3","120-ppb","part_6",7,"21-30",119.419452606438,0.659126612277977
"o3","120-ppb","part_7",8,"1-10",119.917392689512,0.832537539601537
"o3","120-ppb","part_7",8,"11-20",120.052271651091,0.843884240196821
"o3","120-ppb","part_7",8,"21-30",120.060758265836,0.832063829572884
"o3","120-ppb","part_8",9,"1-10",120.097828805815,0.826895501172652
"o3","120-ppb","part_8",9,"11-20",119.606933001038,0.746166590639411
"o3","120-ppb","part_8",9,"21-30",120.210320218069,0.787412035418303
"o3","120-ppb","part_9",10,"1-10",119.749681671859,0.804453686414714
"o3","120-ppb","part_9",10,"11-20",119.570545732087,0.76391198494946
"o3","120-ppb","part_9",10,"21-30",119.877266043614,0.86654931853585
"o3","120-ppb","ref",1,"1-10",120.040686998962,0.856134798595212
"o3","120-ppb","ref",1,"11-20",120.080116448598,0.806900812566191
"o3","120-ppb","ref",1,"21-30",119.905416604361,0.840231903819281
"o3","180-ppb","part_1",2,"1-10",178.090408681201,1.96137755574369
"o3","180-ppb","part_1",2,"11-20",178.848176184635,2.04186227294268
"o3","180-ppb","part_1",2,"21-30",179.228785079511,1.88519099243141
"o3","180-ppb","part_10",11,"1-10",177.544812744639,1.95549186869475
"o3","180-ppb","part_10",11,"11-20",177.589856957735,1.96259129720637
"o3","180-ppb","part_10",11,"21-30",178.809796837634,2.08204593476407
"o3","180-ppb","part_11",12,"1-10",179.23297286061,1.87620822729647
"o3","180-ppb","part_11",12,"11-20",179.225797099894,1.90630013438819
"o3","180-ppb","part_11",12,"21-30",180.371651885424,0.118814549754787
"o3","180-ppb","part_12",13,"1-10",179.206774065519,1.94910459784088
"o3","180-ppb","part_12",13,"11-20",178.771817671807,2.06565409190796
"o3","180-ppb","part_12",13,"21-30",178.029596541308,2.00174385169423
"o3","180-ppb","part_2",3,"1-10",178.013890506125,1.99121193972758
"o3","180-ppb","part_2",3,"11-20",177.963078369834,2.06980086886814
"o3","180-ppb","part_2",3,"21-30",177.570263418223,1.9390181821315
"o3","180-ppb","part_3",4,"1-10",178.02578100436,2.06668322304818
"o3","180-ppb","part_3",4,"11-20",178.038990073112,2.09869562442422
"o3","180-ppb","part_3",4,"21-30",178.053349587784,2.03050353111853
"o3","180-ppb","part_4",5,"1-10",179.588171845588,1.67952472875569
"o3","180-ppb","part_4",5,"11-20",178.774004540386,2.10664743861937
"o3","180-ppb","part_4",5,"21-30",179.230892134699,1.8896986386437
"o3","180-ppb","part_5",6,"1-10",178.009956184271,2.02763270387642
"o3","180-ppb","part_5",6,"11-20",178.019730095042,2.03608824517237
"o3","180-ppb","part_5",6,"21-30",178.075065429562,2.01579854362924
"o3","180-ppb","part_6",7,"1-10",178.438938772312,2.0801978579501
"o3","180-ppb","part_6",7,"11-20",178.837148010392,2.09713283458813
"o3","180-ppb","part_6",7,"21-30",177.181693667655,1.65872322953789
"o3","180-ppb","part_7",8,"1-10",177.60768322695,1.95577490544027
"o3","180-ppb","part_7",8,"11-20",178.800765314062,1.98998094838019
"o3","180-ppb","part_7",8,"21-30",178.463484276446,2.04635909995328
"o3","180-ppb","part_8",9,"1-10",178.003776479138,2.05285509718557
"o3","180-ppb","part_8",9,"11-20",178.797257736402,2.05161639121776
"o3","180-ppb","part_8",9,"21-30",177.194460691006,1.66373966028253
"o3","180-ppb","part_9",10,"1-10",178.004538161644,2.07560602070603
"o3","180-ppb","part_9",10,"11-20",178.053012425496,2.06255809895938
"o3","180-ppb","part_9",10,"21-30",178.738452218009,2.0533697711395
"o3","180-ppb","ref",1,"1-10",178.375632851323,2.098926663612
"o3","180-ppb","ref",1,"11-20",176.816650239234,1.31725414985587
"o3","180-ppb","ref",1,"21-30",177.649229407573,1.92676275520326
"o3","40-ppb","part_1",2,"1-10",40.5797107352596,0.32695182775817
"o3","40-ppb","part_1",2,"11-20",40.6003104416256,0.326112994303285
"o3","40-ppb","part_1",2,"21-30",40.5486191684285,0.345347372268637
"o3","40-ppb","part_10",11,"1-10",40.6404640474512,0.312022100979917
"o3","40-ppb","part_10",11,"11-20",40.6696070119803,0.285586431652292
"o3","40-ppb","part_10",11,"21-30",40.4542569767442,0.339772288634662
"o3","40-ppb","part_11",12,"1-10",40.3499397110641,0.269838017911606
"o3","40-ppb","part_11",12,"11-20",40.5343787996242,0.350563761458261
"o3","40-ppb","part_11",12,"21-30",40.3189107939864,0.300940874659199
"o3","40-ppb","part_12",13,"1-10",40.5995879140239,0.333315318608188
"o3","40-ppb","part_12",13,"11-20",40.4544401573878,0.33042278956161
"o3","40-ppb","part_12",13,"21-30",40.4567223279305,0.347270334608469
"o3","40-ppb","part_2",3,"1-10",40.4832337209302,0.311013866943809
"o3","40-ppb","part_2",3,"11-20",40.7020397815363,0.27591668963753
"o3","40-ppb","part_2",3,"21-30",40.3364894879023,0.266088891331062
"o3","40-ppb","part_3",4,"1-10",40.5273607000235,0.331208282470262
"o3","40-ppb","part_3",4,"11-20",40.3921602419544,0.298196404887498
"o3","40-ppb","part_3",4,"21-30",40.5302913554146,0.348945382251213
"o3","40-ppb","part_4",5,"1-10",40.4697174653512,0.330175994117337
"o3","40-ppb","part_4",5,"11-20",40.5923202020202,0.315180947544339
"o3","40-ppb","part_4",5,"21-30",40.6401076462298,0.304639721289894
"o3","40-ppb","part_5",6,"1-10",40.6098566361287,0.331724424842932
"o3","40-ppb","part_5",6,"11-20",40.53206465821,0.336197610765664
"o3","40-ppb","part_5",6,"21-30",40.64083794926,0.306349472539072
"o3","40-ppb","part_6",7,"1-10",40.5195568357999,0.347619958105763
"o3","40-ppb","part_6",7,"11-20",40.4670929762744,0.349216876297192
"o3","40-ppb","part_6",7,"21-30",40.4092436692507,0.325794713961298
"o3","40-ppb","part_7",8,"1-10",40.6161056142823,0.306115989106657
"o3","40-ppb","part_7",8,"11-20",40.4681813836035,0.32944386719028
"o3","40-ppb","part_7",8,"21-30",40.5027149283533,0.319881702132244
"o3","40-ppb","part_8",9,"1-10",40.6493582334978,0.322569279388818
"o3","40-ppb","part_8",9,"11-20",40.5772527601597,0.326838181652298
"o3","40-ppb","part_8",9,"21-30",40.327292248062,0.284826141249656
"o3","40-ppb","part_9",10,"1-10",40.4721473220578,0.338847242031425
"o3","40-ppb","part_9",10,"11-20",40.4666379022786,0.343271277939063
"o3","40-ppb","part_9",10,"21-30",40.3981759102655,0.32775525801142
"o3","40-ppb","ref",1,"1-10",40.3884206248532,0.297265269844893
"o3","40-ppb","ref",1,"11-20",40.4659093258163,0.306700458607239
"o3","40-ppb","ref",1,"21-30",40.2679142823585,0.215275997955709
"o3","80-ppb","part_1",2,"1-10",80.2898561860344,0.551010029834086
"o3","80-ppb","part_1",2,"11-20",80.1916127736753,0.591385026576762
"o3","80-ppb","part_1",2,"21-30",80.2059158181112,0.569692501525245
"o3","80-ppb","part_10",11,"1-10",80.1056747247053,0.579858216980868
"o3","80-ppb","part_10",11,"11-20",80.0651426609664,0.590077963360224
"o3","80-ppb","part_10",11,"21-30",80.0867161549423,0.591926436078672
"o3","80-ppb","part_11",12,"1-10",80.0852486721078,0.555192067287174
"o3","80-ppb","part_11",12,"11-20",79.880104495401,0.533949312370122
"o3","80-ppb","part_11",12,"21-30",80.2027796476227,0.585557795526336
"o3","80-ppb","part_12",13,"1-10",79.8987285788315,0.54850262646915
"o3","80-ppb","part_12",13,"11-20",79.9854393056095,0.604725704570193
"o3","80-ppb","part_12",13,"21-30",80.2091739992227,0.572729947970067
"o3","80-ppb","part_2",3,"1-10",80.2099310143801,0.592423134207254
"o3","80-ppb","part_2",3,"11-20",79.7620938204431,0.449662658373671
"o3","80-ppb","part_2",3,"21-30",80.1997034071771,0.593803961246954
"o3","80-ppb","part_3",4,"1-10",79.859193237466,0.543121932313756
"o3","80-ppb","part_3",4,"11-20",80.102932957637,0.578508899436697
"o3","80-ppb","part_3",4,"21-30",79.9892001813706,0.580476164736615
"o3","80-ppb","part_4",5,"1-10",80.0747344345122,0.600291961298958
"o3","80-ppb","part_4",5,"11-20",80.3257559010235,0.552634042883822
"o3","80-ppb","part_4",5,"21-30",79.8722984713046,0.54983887586298
"o3","80-ppb","part_5",6,"1-10",80.3010017748413,0.531462402408816
"o3","80-ppb","part_5",6,"11-20",79.9771259748672,0.595382603930066
"o3","80-ppb","part_5",6,"21-30",80.1958917346806,0.583387507065661
"o3","80-ppb","part_6",7,"1-10",80.2019576629097,0.565766449542725
"o3","80-ppb","part_6",7,"11-20",80.3437857235393,0.55260951422657
"o3","80-ppb","part_6",7,"21-30",80.2361873429201,0.579136741995292
"o3","80-ppb","part_7",8,"1-10",80.0008282808654,0.587148870222782
"o3","80-ppb","part_7",8,"11-20",79.9868243813966,0.581934438307056
"o3","80-ppb","part_7",8,"21-30",79.9868630003887,0.58110113590095
"o3","80-ppb","part_8",9,"1-10",80.2072024614587,0.54981625866568
"o3","80-ppb","part_8",9,"11-20",80.0738768622879,0.596809352680999
"o3","80-ppb","part_8",9,"21-30",79.8605812670035,0.550247386243326
"o3","80-ppb","part_9",10,"1-10",80.2128135768882,0.573994706504684
"o3","80-ppb","part_9",10,"11-20",80.2053106101827,0.570871916484728
"o3","80-ppb","part_9",10,"21-30",80.3246714988988,0.547268320496763
"o3","80-ppb","ref",1,"1-10",79.9783567171914,0.589008655913759
"o3","80-ppb","ref",1,"11-20",79.8550397590362,0.566100237883982
"o3","80-ppb","ref",1,"21-30",79.8556119963726,0.555584026351604
