"pollutant","level","replicate","participant_id","sample_id","value"
"co","0-ppm",2,"part_1",9,-0.046622641509434
"co","0-ppm",2,"part_1",10,-0.0495471698113208
"co","0-ppm",2,"part_1",11,0.119495412844037
"co","0-ppm",2,"part_1",12,0.0590091743119266
"co","0-ppm",2,"part_1",13,-0.0501509433962264
"co","0-ppm",2,"part_1",14,0.159559633027523
"co","0-ppm",2,"part_1",15,0.143045871559633
"co","0-ppm",2,"part_1",16,0.0590091743119266
"co","0-ppm",2,"part_1",17,0.149889908256881
"co","0-ppm",2,"part_1",18,0.121201834862385
"co","0-ppm",2,"part_1",19,-0.0490943396226415
"co","0-ppm",2,"part_1",20,-0.0517735849056604
"co","0-ppm",2,"part_1",21,-0.0453584905660377
"co","0-ppm",2,"part_1",22,0.109229357798165
"co","0-ppm",2,"part_1",23,0.103403669724771
"co","0-ppm",2,"part_1",24,-0.0493018867924528
"co","0-ppm",2,"part_1",25,-0.050622641509434
"co","0-ppm",2,"part_1",26,0.0873669724770642
"co","0-ppm",2,"part_1",27,-0.0484150943396226
"co","0-ppm",2,"part_1",28,-0.0476415094339623
"co","0-ppm",2,"part_1",29,-0.0504150943396226
"co","0-ppm",2,"part_1",30,-0.050622641509434
"co","0-ppm",3,"part_2",1,0.0337155963302752
"co","0-ppm",3,"part_2",2,-0.0519245283018868
"co","0-ppm",3,"part_2",3,-0.0494905660377358
"co","0-ppm",3,"part_2",4,-0.0484150943396226
"co","0-ppm",3,"part_2",5,-0.0521509433962264
"co","0-ppm",3,"part_2",6,0.0518348623853211
"co","0-ppm",3,"part_2",7,0.0760642201834862
"co","0-ppm",3,"part_2",8,-0.0528301886792453
"co","0-ppm",3,"part_2",9,-0.0494905660377358
"co","0-ppm",3,"part_2",10,0.0778348623853211
"co","0-ppm",3,"part_2",11,-0.0509056603773585
"co","0-ppm",3,"part_2",12,0.0802018348623853
"co","0-ppm",3,"part_2",13,0.0716605504587156
"co","0-ppm",3,"part_2",14,-0.0514339622641509
"co","0-ppm",3,"part_2",15,0.0700550458715596
"co","0-ppm",3,"part_2",16,0.143935779816514
"co","0-ppm",3,"part_2",17,0.087302752293578
"co","0-ppm",3,"part_2",18,0.101697247706422
"co","0-ppm",3,"part_2",19,-0.0488679245283019
"co","0-ppm",3,"part_2",20,-0.0477735849056604
"co","0-ppm",3,"part_2",21,0.0599633027522936
"co","0-ppm",3,"part_2",22,-0.052188679245283
"co","0-ppm",3,"part_2",23,0.100183486238532
"co","0-ppm",3,"part_2",24,-0.046622641509434
"co","0-ppm",3,"part_2",25,-0.0493018867924528
"co","0-ppm",3,"part_2",26,-0.0488490566037736
"co","0-ppm",3,"part_2",27,-0.0495849056603774
"co","0-ppm",3,"part_2",28,0.103403669724771
"co","0-ppm",3,"part_2",29,-0.0494905660377358
"co","0-ppm",3,"part_2",30,0.030394495412844
"co","0-ppm",4,"part_3",1,0.0728165137614679
"co","0-ppm",4,"part_3",2,0.0881284403669725
"co","0-ppm",4,"part_3",3,-0.0479622641509434
"co","0-ppm",4,"part_3",4,0.0599633027522936
"co","0-ppm",4,"part_3",5,-0.0521509433962264
"co","0-ppm",4,"part_3",6,0.0599633027522936
"co","0-ppm",4,"part_3",7,0.0766330275229358
"co","0-ppm",4,"part_3",8,-0.0514905660377359
"co","0-ppm",4,"part_3",9,0.124614678899083
"co","0-ppm",4,"part_3",10,-0.0512264150943396
"co","0-ppm",4,"part_3",11,-0.0476415094339623
"co","0-ppm",4,"part_3",12,0.0778348623853211
"co","0-ppm",4,"part_3",13,-0.0516415094339623
"co","0-ppm",4,"part_3",14,0.101697247706422
"co","0-ppm",4,"part_3",15,0.0499633027522936
"co","0-ppm",4,"part_3",16,-0.0492830188679245
"co","0-ppm",4,"part_3",17,0.0700550458715596
"co","0-ppm",4,"part_3",18,-0.0493207547169811
"co","0-ppm",4,"part_3",19,0.0873669724770642
"co","0-ppm",4,"part_3",20,0.109110091743119
"co","0-ppm",4,"part_3",21,0.0852201834862385
"co","0-ppm",4,"part_3",22,0.116348623853211
"co","0-ppm",4,"part_3",23,0.133440366972477
"co","0-ppm",4,"part_3",24,-0.0485660377358491
"co","0-ppm",4,"part_3",25,-0.0504150943396226
"co","0-ppm",4,"part_3",26,0.119495412844037
"co","0-ppm",4,"part_3",27,-0.0479622641509434
"co","0-ppm",4,"part_3",28,-0.0499245283018868
"co","0-ppm",4,"part_3",29,-0.0504339622641509
"co","0-ppm",4,"part_3",30,-0.0509056603773585
"co","120-ppb",1,"ref",1,122.173379679144
"co","120-ppb",1,"ref",2,122.110705882353
"co","120-ppb",1,"ref",3,122.182518716578
"co","120-ppb",1,"ref",4,122.111336898396
"co","120-ppb",1,"ref",5,122.156545454545
"co","120-ppb",1,"ref",6,122.178016042781
"co","120-ppb",1,"ref",7,122.180732620321
"co","120-ppb",1,"ref",8,122.138048128342
"co","120-ppb",1,"ref",9,122.179545454545
"co","120-ppb",1,"ref",10,122.14250802139
"co","120-ppb",1,"ref",11,122.136117647059
"co","120-ppb",1,"ref",12,122.17577540107
"co","120-ppb",1,"ref",13,122.19985026738
"co","120-ppb",1,"ref",14,122.110705882353
"co","120-ppb",1,"ref",15,122.147320855615
"co","120-ppb",1,"ref",16,122.169374331551
"co","120-ppb",1,"ref",17,122.128347593583
"co","120-ppb",1,"ref",18,122.182518716578
"co","120-ppb",1,"ref",19,122.189139037433
"co","120-ppb",1,"ref",20,122.216320855615
"co","120-ppb",1,"ref",21,122.232481283422
"co","120-ppb",1,"ref",22,122.110705882353
"co","120-ppb",1,"ref",23,122.14250802139
"co","120-ppb",1,"ref",24,122.158385026738
"co","120-ppb",1,"ref",25,122.181139037433
"co","120-ppb",1,"ref",26,122.152524064171
"co","120-ppb",1,"ref",27,122.128347593583
"co","120-ppb",1,"ref",28,122.17314973262
"co","120-ppb",1,"ref",29,122.229080213904
"co","120-ppb",1,"ref",30,122.14628342246
"co","120-ppb",2,"part_1",1,122.189438502674
"co","120-ppb",2,"part_1",2,122.137759358289
"co","120-ppb",2,"part_1",3,122.106155080214
"co","120-ppb",2,"part_1",4,122.17314973262
"co","120-ppb",2,"part_1",5,122.189486631016
"co","120-ppb",2,"part_1",6,122.228711229947
"co","120-ppb",2,"part_1",7,122.239032085561
"co","120-ppb",2,"part_1",8,122.130684491979
"co","120-ppb",2,"part_1",9,122.134743315508
"co","120-ppb",2,"part_1",10,122.182518716578
"co","120-ppb",2,"part_1",11,122.111112299465
"co","120-ppb",2,"part_1",12,122.192042780749
"co","120-ppb",2,"part_1",13,122.178016042781
"co","120-ppb",2,"part_1",14,122.179315508021
"co","120-ppb",2,"part_1",15,122.138048128342
"co","120-ppb",2,"part_1",16,122.111080213904
"co","120-ppb",2,"part_1",17,122.179315508021
"co","120-ppb",2,"part_1",18,122.186310160428
"co","120-ppb",2,"part_1",19,122.128347593583
"co","120-ppb",2,"part_1",20,122.195422459893
"co","120-ppb",2,"part_1",21,122.217026737968
"co","120-ppb",2,"part_1",22,122.199754010695
"co","120-ppb",2,"part_1",23,122.183438502674
"co","120-ppb",2,"part_1",24,122.137759358289
"co","120-ppb",2,"part_1",25,122.152860962567
"co","120-ppb",2,"part_1",26,122.189486631016
"co","120-ppb",2,"part_1",27,122.17314973262
"co","120-ppb",2,"part_1",28,122.122385026738
"co","120-ppb",2,"part_1",29,122.110705882353
"co","120-ppb",2,"part_1",30,122.165818181818
"co","120-ppb",3,"part_2",1,122.156545454545
"co","120-ppb",3,"part_2",2,122.192042780749
"co","120-ppb",3,"part_2",3,122.17314973262
"co","120-ppb",3,"part_2",4,122.147320855615
"co","120-ppb",3,"part_2",5,122.14628342246
"co","120-ppb",3,"part_2",6,122.138048128342
"co","120-ppb",3,"part_2",7,122.152860962567
"co","120-ppb",3,"part_2",8,122.141620320856
"co","120-ppb",3,"part_2",9,122.156545454545
"co","120-ppb",3,"part_2",10,122.179315508021
"co","120-ppb",3,"part_2",11,122.259117647059
"co","120-ppb",3,"part_2",12,122.136117647059
"co","120-ppb",3,"part_2",13,122.083871657754
"co","120-ppb",3,"part_2",14,122.198673796791
"co","120-ppb",3,"part_2",15,122.137759358289
"co","120-ppb",3,"part_2",16,122.286331550802
"co","120-ppb",3,"part_2",17,122.190625668449
"co","120-ppb",3,"part_2",18,122.15279144385
"co","120-ppb",3,"part_2",19,122.129989304813
"co","120-ppb",3,"part_2",20,122.15279144385
"co","120-ppb",3,"part_2",21,122.158106951872
"co","120-ppb",3,"part_2",22,122.239032085561
"co","120-ppb",3,"part_2",23,122.191401069519
"co","120-ppb",3,"part_2",24,122.198203208556
"co","120-ppb",3,"part_2",25,122.15279144385
"co","120-ppb",3,"part_2",26,122.202983957219
"co","120-ppb",3,"part_2",27,122.259117647059
"co","120-ppb",3,"part_2",28,122.129989304813
"co","120-ppb",3,"part_2",29,122.259117647059
"co","120-ppb",3,"part_2",30,122.110705882353
"co","120-ppb",4,"part_3",1,122.169374331551
"co","120-ppb",4,"part_3",2,122.152524064171
"co","120-ppb",4,"part_3",3,122.107780748663
"co","120-ppb",4,"part_3",4,122.186310160428
"co","120-ppb",4,"part_3",5,122.239032085561
"co","120-ppb",4,"part_3",6,122.198203208556
"co","120-ppb",4,"part_3",7,122.156545454545
"co","120-ppb",4,"part_3",8,122.189486631016
"co","120-ppb",4,"part_3",9,122.14628342246
"co","120-ppb",4,"part_3",10,122.14628342246
"co","120-ppb",4,"part_3",11,122.202983957219
"co","120-ppb",4,"part_3",12,122.17577540107
"co","120-ppb",4,"part_3",13,122.189486631016
"co","120-ppb",4,"part_3",14,122.190625668449
"co","120-ppb",4,"part_3",15,122.128347593583
"co","120-ppb",4,"part_3",16,122.216320855615
"co","120-ppb",4,"part_3",17,122.19985026738
"co","120-ppb",4,"part_3",18,122.167732620321
"co","120-ppb",4,"part_3",19,122.180732620321
"co","120-ppb",4,"part_3",20,122.220197860963
"co","120-ppb",4,"part_3",21,122.107780748663
"co","120-ppb",4,"part_3",22,122.270577540107
"co","120-ppb",4,"part_3",23,122.198203208556
"co","120-ppb",4,"part_3",24,122.17577540107
"co","120-ppb",4,"part_3",25,122.183631016043
"co","120-ppb",4,"part_3",26,122.090759358289
"co","120-ppb",4,"part_3",27,122.19985026738
"co","120-ppb",4,"part_3",28,122.15692513369
"co","120-ppb",4,"part_3",29,122.157513368984
"co","120-ppb",4,"part_3",30,122.090759358289
"co","180-ppb",1,"ref",1,182.532192513369
"co","180-ppb",1,"ref",2,182.444192513369
"co","180-ppb",1,"ref",3,182.534839572193
"co","180-ppb",1,"ref",4,182.405363636364
"co","180-ppb",1,"ref",5,182.441016042781
"co","180-ppb",1,"ref",6,182.43086631016
"co","180-ppb",1,"ref",7,182.432550802139
"co","180-ppb",1,"ref",8,182.501556149733
"co","180-ppb",1,"ref",9,182.433470588235
"co","180-ppb",1,"ref",10,182.550288770053
"co","180-ppb",1,"ref",11,182.433304812834
"co","180-ppb",1,"ref",12,182.455090909091
"co","180-ppb",1,"ref",13,182.495770053476
"co","180-ppb",1,"ref",14,182.500080213904
"co","180-ppb",1,"ref",15,182.411
"co","180-ppb",1,"ref",16,182.419395721925
"co","180-ppb",1,"ref",17,182.367572192513
"co","180-ppb",1,"ref",18,182.531347593583
"co","180-ppb",1,"ref",19,182.462331550802
"co","180-ppb",1,"ref",20,182.377502673797
"co","180-ppb",1,"ref",21,182.494470588235
"co","180-ppb",1,"ref",22,182.399085561497
"co","180-ppb",1,"ref",23,182.531347593583
"co","180-ppb",1,"ref",24,182.480631016043
"co","180-ppb",1,"ref",25,182.417267379679
"co","180-ppb",1,"ref",26,182.441652406417
"co","180-ppb",1,"ref",27,182.40120855615
"co","180-ppb",1,"ref",28,182.461807486631
"co","180-ppb",1,"ref",29,182.425021390374
"co","180-ppb",1,"ref",30,182.405363636364
"co","180-ppb",2,"part_1",1,182.405363636364
"co","180-ppb",2,"part_1",2,182.461545454545
"co","180-ppb",2,"part_1",3,182.444545454545
"co","180-ppb",2,"part_1",4,182.417267379679
"co","180-ppb",2,"part_1",5,182.463331550802
"co","180-ppb",2,"part_1",6,182.40120855615
"co","180-ppb",2,"part_1",7,182.433470588235
"co","180-ppb",2,"part_1",8,182.391625668449
"co","180-ppb",2,"part_1",9,182.436657754011
"co","180-ppb",2,"part_1",10,182.468732620321
"co","180-ppb",2,"part_1",11,182.441016042781
"co","180-ppb",2,"part_1",12,182.390518716578
"co","180-ppb",2,"part_1",13,182.439294117647
"co","180-ppb",2,"part_1",14,182.433759358289
"co","180-ppb",2,"part_1",15,182.433759358289
"co","180-ppb",2,"part_1",16,182.381005347594
"co","180-ppb",2,"part_1",17,182.387529411765
"co","180-ppb",2,"part_1",18,182.444545454545
"co","180-ppb",2,"part_1",19,182.455
"co","180-ppb",2,"part_1",20,182.395957219251
"co","180-ppb",2,"part_1",21,182.391625668449
"co","180-ppb",2,"part_1",22,182.456032085562
"co","180-ppb",2,"part_1",23,182.492855614973
"co","180-ppb",2,"part_1",24,182.43086631016
"co","180-ppb",2,"part_1",25,182.40571657754
"co","180-ppb",2,"part_1",26,182.424796791444
"co","180-ppb",2,"part_1",27,182.435844919786
"co","180-ppb",2,"part_1",28,182.433304812834
"co","180-ppb",2,"part_1",29,182.450721925134
"co","180-ppb",2,"part_1",30,182.499652406417
"co","180-ppb",3,"part_2",1,182.453935828877
"co","180-ppb",3,"part_2",2,182.418368983957
"co","180-ppb",3,"part_2",3,182.449470588235
"co","180-ppb",3,"part_2",4,182.550288770053
"co","180-ppb",3,"part_2",5,182.452823529412
"co","180-ppb",3,"part_2",6,182.367572192513
"co","180-ppb",3,"part_2",7,182.432550802139
"co","180-ppb",3,"part_2",8,182.410390374332
"co","180-ppb",3,"part_2",9,182.455090909091
"co","180-ppb",3,"part_2",10,182.514588235294
"co","180-ppb",3,"part_2",11,182.495770053476
"co","180-ppb",3,"part_2",12,182.444192513369
"co","180-ppb",3,"part_2",13,182.468732620321
"co","180-ppb",3,"part_2",14,182.367572192513
"co","180-ppb",3,"part_2",15,182.430048128342
"co","180-ppb",3,"part_2",16,182.401652406417
"co","180-ppb",3,"part_2",17,182.398534759358
"co","180-ppb",3,"part_2",18,182.376101604278
"co","180-ppb",3,"part_2",19,182.457962566845
"co","180-ppb",3,"part_2",20,182.468732620321
"co","180-ppb",3,"part_2",21,182.435844919786
"co","180-ppb",3,"part_2",22,182.543770053476
"co","180-ppb",3,"part_2",23,182.494470588235
"co","180-ppb",3,"part_2",24,182.49907486631
"co","180-ppb",3,"part_2",25,182.401652406417
"co","180-ppb",3,"part_2",26,182.43086631016
"co","180-ppb",3,"part_2",27,182.320727272727
"co","180-ppb",3,"part_2",28,182.367823529412
"co","180-ppb",3,"part_2",29,182.419395721925
"co","180-ppb",3,"part_2",30,182.43086631016
"co","180-ppb",4,"part_3",1,182.499652406417
"co","180-ppb",4,"part_3",2,182.534839572193
"co","180-ppb",4,"part_3",3,182.456032085562
"co","180-ppb",4,"part_3",4,182.433304812834
"co","180-ppb",4,"part_3",5,182.398534759358
"co","180-ppb",4,"part_3",6,182.480631016043
"co","180-ppb",4,"part_3",7,182.457962566845
"co","180-ppb",4,"part_3",8,182.405823529412
"co","180-ppb",4,"part_3",9,182.367823529412
"co","180-ppb",4,"part_3",10,182.405363636364
"co","180-ppb",4,"part_3",11,182.462609625668
"co","180-ppb",4,"part_3",12,182.449470588235
"co","180-ppb",4,"part_3",13,182.439294117647
"co","180-ppb",4,"part_3",14,182.462609625668
"co","180-ppb",4,"part_3",15,182.377502673797
"co","180-ppb",4,"part_3",16,182.433759358289
"co","180-ppb",4,"part_3",17,182.412005347594
"co","180-ppb",4,"part_3",18,182.405823529412
"co","180-ppb",4,"part_3",19,182.436160427807
"co","180-ppb",4,"part_3",20,182.430598930481
"co","180-ppb",4,"part_3",21,182.483529411765
"co","180-ppb",4,"part_3",22,182.433304812834
"co","180-ppb",4,"part_3",23,182.40571657754
"co","180-ppb",4,"part_3",24,182.399085561497
"co","180-ppb",4,"part_3",25,182.433304812834
"co","180-ppb",4,"part_3",26,182.323914438503
"co","180-ppb",4,"part_3",27,182.419395721925
"co","180-ppb",4,"part_3",28,182.416197860963
"co","180-ppb",4,"part_3",29,182.483529411765
"co","180-ppb",4,"part_3",30,182.417267379679
"co","2-ppm",1,"ref",1,1.9150303030303
"co","2-ppm",1,"ref",2,2.00784848484848
"co","2-ppm",1,"ref",3,1.91388383838384
"co","2-ppm",1,"ref",4,1.91262626262626
"co","2-ppm",1,"ref",5,1.9129595959596
"co","2-ppm",1,"ref",6,2.00360606060606
"co","2-ppm",1,"ref",7,1.92011616161616
"co","2-ppm",1,"ref",8,1.91599494949495
"co","2-ppm",1,"ref",9,1.91421212121212
"co","2-ppm",1,"ref",10,2.01025252525253
"co","2-ppm",1,"ref",11,2.0090101010101
"co","2-ppm",1,"ref",12,2.01258585858586
"co","2-ppm",1,"ref",13,1.91681313131313
"co","2-ppm",1,"ref",14,2.00911111111111
"co","2-ppm",1,"ref",15,2.01019191919192
"co","2-ppm",1,"ref",16,2.00886868686869
"co","2-ppm",1,"ref",17,1.91732828282828
"co","2-ppm",1,"ref",18,1.91388383838384
"co","2-ppm",1,"ref",19,1.91674242424242
"co","2-ppm",1,"ref",20,2.00694949494949
"co","2-ppm",1,"ref",21,1.91508585858586
"co","2-ppm",1,"ref",22,2.01193939393939
"co","2-ppm",1,"ref",23,1.91544949494949
"co","2-ppm",1,"ref",24,2.00886868686869
"co","2-ppm",1,"ref",25,1.92011616161616
"co","2-ppm",1,"ref",26,1.91423737373737
"co","2-ppm",1,"ref",27,2.01717171717172
"co","2-ppm",1,"ref",28,2.0149696969697
"co","2-ppm",1,"ref",29,2.01115151515152
"co","2-ppm",1,"ref",30,2.01633333333333
"co","2-ppm",2,"part_1",1,2.00819191919192
"co","2-ppm",2,"part_1",2,2.00926262626263
"co","2-ppm",2,"part_1",3,2.01633333333333
"co","2-ppm",2,"part_1",4,2.0119494949495
"co","2-ppm",2,"part_1",5,1.91538888888889
"co","2-ppm",2,"part_1",6,1.91368181818182
"co","2-ppm",2,"part_1",7,2.01007070707071
"co","2-ppm",2,"part_1",8,1.91325757575758
"co","2-ppm",2,"part_1",9,1.91679797979798
"co","2-ppm",2,"part_1",10,2.01311111111111
"co","2-ppm",2,"part_1",11,2.01382828282828
"co","2-ppm",2,"part_1",12,1.91674242424242
"co","2-ppm",2,"part_1",13,1.91423737373737
"co","2-ppm",2,"part_1",14,2.01633333333333
"co","2-ppm",2,"part_1",15,2.01656565656566
"co","2-ppm",2,"part_1",16,2.00540404040404
"co","2-ppm",2,"part_1",17,1.91516666666667
"co","2-ppm",2,"part_1",18,2.00324242424242
"co","2-ppm",2,"part_1",19,2.01340404040404
"co","2-ppm",2,"part_1",20,2.0079797979798
"co","2-ppm",2,"part_1",21,1.91205050505051
"co","2-ppm",2,"part_1",22,2.00906060606061
"co","2-ppm",2,"part_1",23,1.91368181818182
"co","2-ppm",2,"part_1",24,2.0109595959596
"co","2-ppm",2,"part_1",25,2.01382828282828
"co","2-ppm",2,"part_1",26,1.91368181818182
"co","2-ppm",2,"part_1",27,1.91734848484848
"co","2-ppm",2,"part_1",28,2.01183838383838
"co","2-ppm",2,"part_1",29,2.00906060606061
"co","2-ppm",2,"part_1",30,2.00492929292929
"co","2-ppm",3,"part_2",1,1.91461616161616
"co","2-ppm",3,"part_2",2,2.00412121212121
"co","2-ppm",3,"part_2",3,1.91770707070707
"co","2-ppm",3,"part_2",4,2.00669696969697
"co","2-ppm",3,"part_2",5,1.91516666666667
"co","2-ppm",3,"part_2",6,1.91906060606061
"co","2-ppm",3,"part_2",7,2.01706060606061
"co","2-ppm",3,"part_2",8,2.01032323232323
"co","2-ppm",3,"part_2",9,1.91731313131313
"co","2-ppm",3,"part_2",10,1.91757575757576
"co","2-ppm",3,"part_2",11,2.01305050505051
"co","2-ppm",3,"part_2",12,1.91484848484848
"co","2-ppm",3,"part_2",13,2.00921212121212
"co","2-ppm",3,"part_2",14,2.01054545454545
"co","2-ppm",3,"part_2",15,2.00924242424242
"co","2-ppm",3,"part_2",16,2.01183838383838
"co","2-ppm",3,"part_2",17,2.01633333333333
"co","2-ppm",3,"part_2",18,1.91787373737374
"co","2-ppm",3,"part_2",19,2.00674747474747
"co","2-ppm",3,"part_2",20,1.91262626262626
"co","2-ppm",3,"part_2",21,2.01084848484848
"co","2-ppm",3,"part_2",22,2.01706060606061
"co","2-ppm",3,"part_2",23,1.91757575757576
"co","2-ppm",3,"part_2",24,1.91473232323232
"co","2-ppm",3,"part_2",25,1.92011616161616
"co","2-ppm",3,"part_2",26,2.00952525252525
"co","2-ppm",3,"part_2",27,1.91388383838384
"co","2-ppm",3,"part_2",28,2.00557575757576
"co","2-ppm",3,"part_2",29,2.00842424242424
"co","2-ppm",3,"part_2",30,1.91442929292929
"co","2-ppm",4,"part_3",1,1.91516666666667
"co","2-ppm",4,"part_3",2,2.01709090909091
"co","2-ppm",4,"part_3",3,1.91141919191919
"co","2-ppm",4,"part_3",4,1.9130404040404
"co","2-ppm",4,"part_3",5,2.01656565656566
"co","2-ppm",4,"part_3",6,1.91205050505051
"co","2-ppm",4,"part_3",7,1.91719696969697
"co","2-ppm",4,"part_3",8,2.00784848484848
"co","2-ppm",4,"part_3",9,1.91599494949495
"co","2-ppm",4,"part_3",10,1.91325757575758
"co","2-ppm",4,"part_3",11,2.00941414141414
"co","2-ppm",4,"part_3",12,1.91604545454545
"co","2-ppm",4,"part_3",13,1.91584343434343
"co","2-ppm",4,"part_3",14,2.00864646464646
"co","2-ppm",4,"part_3",15,1.9154595959596
"co","2-ppm",4,"part_3",16,1.91363131313131
"co","2-ppm",4,"part_3",17,2.00771717171717
"co","2-ppm",4,"part_3",18,1.92011616161616
"co","2-ppm",4,"part_3",19,1.92011616161616
"co","2-ppm",4,"part_3",20,1.91516666666667
"co","2-ppm",4,"part_3",21,2.00733333333333
"co","2-ppm",4,"part_3",22,1.91798484848485
"co","2-ppm",4,"part_3",23,2.0079797979798
"co","2-ppm",4,"part_3",24,1.91477272727273
"co","2-ppm",4,"part_3",25,1.91770707070707
"co","2-ppm",4,"part_3",26,2.0119494949495
"co","2-ppm",4,"part_3",27,2.00557575757576
"co","2-ppm",4,"part_3",28,2.00669696969697
"co","2-ppm",4,"part_3",29,2.01115151515152
"co","2-ppm",4,"part_3",30,1.91368181818182
"co","4-ppm",1,"ref",1,3.79392972972973
"co","4-ppm",1,"ref",2,3.79077837837838
"co","4-ppm",1,"ref",3,3.78818378378378
"co","4-ppm",1,"ref",4,4.03742857142857
"co","4-ppm",1,"ref",5,4.03310714285714
"co","4-ppm",1,"ref",6,4.03417857142857
"co","4-ppm",1,"ref",7,4.03338095238095
"co","4-ppm",1,"ref",8,3.79155135135135
"co","4-ppm",1,"ref",9,3.79210810810811
"co","4-ppm",1,"ref",10,4.03701190476191
"co","4-ppm",1,"ref",11,4.03442857142857
"co","4-ppm",1,"ref",12,3.79266486486486
"co","4-ppm",1,"ref",13,4.03359523809524
"co","4-ppm",1,"ref",14,4.03442857142857
"co","4-ppm",1,"ref",15,3.78585405405405
"co","4-ppm",1,"ref",16,3.79392972972973
"co","4-ppm",1,"ref",17,4.03220238095238
"co","4-ppm",1,"ref",18,4.03353571428571
"co","4-ppm",1,"ref",19,3.79055675675676
"co","4-ppm",1,"ref",20,3.78488108108108
"co","4-ppm",1,"ref",21,3.79266486486486
"co","4-ppm",1,"ref",22,3.78641621621622
"co","4-ppm",1,"ref",23,3.7905027027027
"co","4-ppm",1,"ref",24,4.03346428571429
"co","4-ppm",1,"ref",25,3.7890972972973
"co","4-ppm",1,"ref",26,3.79535135135135
"co","4-ppm",1,"ref",27,3.78827567567568
"co","4-ppm",1,"ref",28,4.03603571428571
"co","4-ppm",1,"ref",29,3.78842702702703
"co","4-ppm",1,"ref",30,3.78929189189189
"co","4-ppm",2,"part_1",1,4.03483333333333
"co","4-ppm",2,"part_1",2,4.03441666666667
"co","4-ppm",2,"part_1",3,4.03733333333333
"co","4-ppm",2,"part_1",4,3.79224324324324
"co","4-ppm",2,"part_1",5,3.78877837837838
"co","4-ppm",2,"part_1",6,4.03725
"co","4-ppm",2,"part_1",7,3.78555675675676
"co","4-ppm",2,"part_1",8,3.7878
"co","4-ppm",2,"part_1",9,4.03853571428571
"co","4-ppm",2,"part_1",10,4.03514285714286
"co","4-ppm",2,"part_1",11,3.78555675675676
"co","4-ppm",2,"part_1",12,3.79381621621622
"co","4-ppm",2,"part_1",13,3.79457297297297
"co","4-ppm",2,"part_1",14,4.03589285714286
"co","4-ppm",2,"part_1",15,4.03285714285714
"co","4-ppm",2,"part_1",16,3.79272972972973
"co","4-ppm",2,"part_1",17,3.78989189189189
"co","4-ppm",2,"part_1",18,4.03271428571429
"co","4-ppm",2,"part_1",19,3.78467567567568
"co","4-ppm",2,"part_1",20,4.03589285714286
"co","4-ppm",2,"part_1",21,4.03532142857143
"co","4-ppm",2,"part_1",22,4.0354880952381
"co","4-ppm",2,"part_1",23,3.78903243243243
"co","4-ppm",2,"part_1",24,4.03346428571429
"co","4-ppm",2,"part_1",25,4.0347380952381
"co","4-ppm",2,"part_1",26,3.78974054054054
"co","4-ppm",2,"part_1",27,3.78903243243243
"co","4-ppm",2,"part_1",28,4.03394047619048
"co","4-ppm",2,"part_1",29,3.78929189189189
"co","4-ppm",2,"part_1",30,4.03489285714286
"co","4-ppm",3,"part_2",1,4.03848809523809
"co","4-ppm",3,"part_2",2,4.03534523809524
"co","4-ppm",3,"part_2",3,4.03558333333333
"co","4-ppm",3,"part_2",4,4.03608333333333
"co","4-ppm",3,"part_2",5,3.78827567567568
"co","4-ppm",3,"part_2",6,3.79117837837838
