"pollutant","level","participant_id","replicate","sample_group","mean_value","sd_value"
"co","6-ppm","part_3",4,"1-10",6.07701358784893,0.0129428427873897
"co","6-ppm","part_3",4,"11-20",6.07192832512315,0.014585076102057
"co","6-ppm","part_3",4,"21-30",6.07071522988506,0.0122863592639077
"co","6-ppm","part_4",5,"1-10",6.07187159277504,0.0128907174719064
"co","6-ppm","part_4",5,"11-20",6.07909220032841,0.0115852345943576
"co","6-ppm","part_4",5,"21-30",6.07355451559934,0.0143968627673071
"co","6-ppm","part_5",6,"1-10",6.07602093596059,0.0128034447003872
"co","6-ppm","part_5",6,"11-20",6.07195295566502,0.0151722152571799
"co","6-ppm","part_5",6,"21-30",6.07091654351396,0.0122274036626397
"co","6-ppm","part_6",7,"1-10",6.06506621510673,0.0112206320503721
"co","6-ppm","part_6",7,"11-20",6.07218115763547,0.0135043100202742
"co","6-ppm","part_6",7,"21-30",6.06696096059113,0.0125914184201075
"co","6-ppm","part_7",8,"1-10",6.07206399835796,0.011346880618077
"co","6-ppm","part_7",8,"11-20",6.07586769293925,0.0155084992700317
"co","6-ppm","part_7",8,"21-30",6.0743341954023,0.0137772373207663
"co","6-ppm","part_8",9,"1-10",6.07040685550082,0.0131007476724301
"co","6-ppm","part_8",9,"11-20",6.07254622331691,0.014130604628126
"co","6-ppm","part_8",9,"21-30",6.06510357142857,0.0125639516508424
"co","6-ppm","part_9",10,"1-10",6.07472664203612,0.0129726163714027
"co","6-ppm","part_9",10,"11-20",6.07489220032841,0.0119502374485421
"co","6-ppm","part_9",10,"21-30",6.07200209359606,0.013525199887269
"co","6-ppm","ref",1,"1-10",6.08192339901478,0.0102151839012882
"co","6-ppm","ref",1,"11-20",6.07674938423645,0.0147270284266689
"co","6-ppm","ref",1,"21-30",6.06907073070608,0.0152271313945683
"co","8-ppm","part_1",2,"1-10",8.03833231031543,0.0703474894230133
"co","8-ppm","part_1",2,"11-20",8.02808765984655,0.0620844693795025
"co","8-ppm","part_1",2,"21-30",8.03992941176471,0.059177666429127
"co","8-ppm","part_2",3,"1-10",8.03319774083546,0.0642091208855742
"co","8-ppm","part_2",3,"11-20",8.02658589087809,0.063527276703962
"co","8-ppm","part_2",3,"21-30",8.02722764279625,0.0628894648558009
"co","8-ppm","part_3",4,"1-10",8.00039678175618,0.0535545261421491
"co","8-ppm","part_3",4,"11-20",8.04485650042626,0.0652031147368684
"co","8-ppm","part_3",4,"21-30",8.04069000426257,0.0600280063875779
"co","8-ppm","part_4",5,"1-10",8.05133297101449,0.0632100883730317
"co","8-ppm","part_4",5,"11-20",8.04971504688832,0.0642657462610209
"co","8-ppm","part_4",5,"21-30",8.04056781756181,0.0624107090429573
"co","8-ppm","part_5",6,"1-10",8.02809170929241,0.0602720428990431
"co","8-ppm","part_5",6,"11-20",8.05428772378517,0.0596970576744916
"co","8-ppm","part_5",6,"21-30",8.05282809036658,0.0625718126383321
"co","8-ppm","part_6",7,"1-10",8.06160554134697,0.0610851303606599
"co","8-ppm","part_6",7,"11-20",7.99110620204603,0.0374830921919342
"co","8-ppm","part_6",7,"21-30",8.07485826939471,0.0519829055796001
"co","8-ppm","part_7",8,"1-10",8.03768450554135,0.0592197690987173
"co","8-ppm","part_7",8,"11-20",8.02865573316283,0.0622206476846114
"co","8-ppm","part_7",8,"21-30",8.04820897271952,0.0568614685940678
"co","8-ppm","part_8",9,"1-10",8.03743917306053,0.0660519370942936
"co","8-ppm","part_8",9,"11-20",8.03434236999147,0.0632761669779252
"co","8-ppm","part_8",9,"21-30",8.04867116368287,0.0564659722228978
"co","8-ppm","part_9",10,"1-10",8.04785713981244,0.0648300762116955
"co","8-ppm","part_9",10,"11-20",8.03696334185848,0.0633319280396896
"co","8-ppm","part_9",10,"21-30",8.03806824381926,0.0619945356961021
"co","8-ppm","ref",1,"1-10",8.02753083972719,0.0616737213882481
"co","8-ppm","ref",1,"11-20",8.04894710144928,0.0641917724295271
"co","8-ppm","ref",1,"21-30",8.03904650468883,0.0624712534397894
